PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_eratoUnique_5thup.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_eratoUnique_5thup_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1489	Herato0901	1647284	1647837	+	0	NA	Intergenic	Intergenic	-2698	ID=evm.model.Herato0901.59-E2;Parent=evm.model.Herato0901.59								
3050	Herato1202	3693279	3693541	+	0	NA	Intergenic	Intergenic	-3085	ID=evm.model.Herato1202.124-E3;Parent=evm.model.Herato1202.124								
4565	Herato1507	2295281	2295618	+	0	NA	Intergenic	Intergenic	-1479	ID=evm.model.Herato1507.63-E1;Parent=evm.model.Herato1507.63								
1805	Herato0903	40840	41036	+	0	NA	promoter-TSS (ID=evm.model.Herato0903.4-E3;Parent=evm.model.Herato0903.4)	-promoter-TSS (ID=evm.model.Herato0903.4-E3;Parent=evm.model.Herato0903.4)	-669	ID=evm.model.Herato0903.4-E3;Parent=evm.model.Herato0903.4								
3226	Herato1801	3939031	3939240	+	0	NA	Intergenic	Intergenic	19311	ID=evm.model.Herato1801.134.1-E3;Parent=evm.model.Herato1801.134.1								
1727	Herato1301	1238959	1239325	+	0	NA	Intergenic	Intergenic	18182	ID=evm.model.Herato1301.35.1-E10;Parent=evm.model.Herato1301.35.1								
2922	Herato1301	1207502	1207688	+	0	NA	Intergenic	Intergenic	3465	ID=evm.model.Herato1301.35.1-E2;Parent=evm.model.Herato1301.35.1								
5333	Herato1906	1204473	1204888	+	0	NA	Intergenic	Intergenic	-2893	ID=evm.model.Herato1906.32-E5;Parent=evm.model.Herato1906.32								
5229	Herato0503	1582813	1583159	+	0	NA	Intergenic	Intergenic	-15543	ID=evm.model.Herato0503.51-E1;Parent=evm.model.Herato0503.51								
4967	Herato1801	1983347	1983527	+	0	NA	Intergenic	Intergenic	16151	ID=evm.model.Herato1801.83.1-E1;Parent=evm.model.Herato1801.83.1								
2178	Herato1005	1569137	1569540	+	0	NA	Intergenic	Intergenic	-10233	ID=evm.model.Herato1005.80.2-E1;Parent=evm.model.Herato1005.80.2								
1225	Herato0101	12530354	12530678	+	0	NA	Intergenic	Intergenic	12109	ID=evm.model.Herato0101.415-E72;Parent=evm.model.Herato0101.415								
290	Herato1005	1113450	1113747	+	0	NA	Intergenic	Intergenic	-2413	ID=evm.model.Herato1005.71-E11;Parent=evm.model.Herato1005.71								
2909	Herato0503	5356464	5356867	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.172-E3;Parent=evm.model.Herato0503.172)	-promoter-TSS (ID=evm.model.Herato0503.172-E3;Parent=evm.model.Herato0503.172)	-32	ID=evm.model.Herato0503.172.1-E3;Parent=evm.model.Herato0503.172.1								
5220	Herato0503	1074515	1076145	+	0	NA	Intergenic	Intergenic	3002	ID=evm.model.Herato0503.37.4-E3;Parent=evm.model.Herato0503.37.4								
210	Herato0606	1761081	1761259	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.54-E4;Parent=evm.model.Herato0606.54)	-promoter-TSS (ID=evm.model.Herato0606.54-E4;Parent=evm.model.Herato0606.54)	41	ID=evm.model.Herato0606.54.2-E3;Parent=evm.model.Herato0606.54.2								
712	Herato1108	5390161	5390415	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.235-E2;Parent=evm.model.Herato1108.235)	-promoter-TSS (ID=evm.model.Herato1108.235-E2;Parent=evm.model.Herato1108.235)	-422	ID=evm.model.Herato1108.235.1-E2;Parent=evm.model.Herato1108.235.1								
5706	Herato1901	3136408	3137867	+	0	NA	Intergenic	Intergenic	-6446	ID=evm.model.Herato1901.105-E3;Parent=evm.model.Herato1901.105								
5381	Herato1701	10831050	10831231	+	0	NA	Intergenic	Intergenic	-1162	ID=evm.model.Herato1701.380.1-E12;Parent=evm.model.Herato1701.380.1								
2560	Herato1505	394311	394542	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.22-E2;Parent=evm.model.Herato1505.22)	-promoter-TSS (ID=evm.model.Herato1505.22-E2;Parent=evm.model.Herato1505.22)	-443	ID=evm.model.Herato1505.22.5-E2;Parent=evm.model.Herato1505.22.5								
3365	Herato1202	15286172	15287077	+	0	NA	Intergenic	Intergenic	-3023	ID=evm.model.Herato1202.579-E1;Parent=evm.model.Herato1202.579								
5764	Herato0310	1440107	1440662	+	0	NA	Intergenic	Intergenic	-2915	ID=evm.model.Herato0310.27-E1;Parent=evm.model.Herato0310.27								
2702	Herato1108	7798202	7799351	+	0	NA	Intergenic	Intergenic	43235	ID=evm.model.Herato1108.342-E1;Parent=evm.model.Herato1108.342								
4529	Herato1701	1878695	1879087	+	0	NA	Intergenic	Intergenic	-29724	ID=evm.model.Herato1701.56-E1;Parent=evm.model.Herato1701.56								
2593	Herato1505	1468016	1468587	+	0	NA	Intergenic	Intergenic	2645	ID=evm.model.Herato1505.49.1-E1;Parent=evm.model.Herato1505.49.1								
3196	Herato1605	2180916	2182001	+	0	NA	Intergenic	Intergenic	-14396	ID=evm.model.Herato1605.65-E1;Parent=evm.model.Herato1605.65								
5670	Herato2001	11936465	11936923	+	0	NA	exon (ID=evm.model.Herato2001.456-E3;Parent=evm.model.Herato2001.456, exon 1 of 1)	-exon (ID=evm.model.Herato2001.456-E3;Parent=evm.model.Herato2001.456, exon 1 of 1)	119	ID=evm.model.Herato2001.456.4-E2;Parent=evm.model.Herato2001.456.4								
5074	Herato1605	3761478	3762045	+	0	NA	Intergenic	Intergenic	-5929	ID=evm.model.Herato1605.116.1-E2;Parent=evm.model.Herato1605.116.1								
1895	Herato1301	7987897	7988096	+	0	NA	Intergenic	Intergenic	-5445	ID=evm.model.Herato1301.339-E1;Parent=evm.model.Herato1301.339								
2920	Herato1202	195115	195365	+	0	NA	Intergenic	Intergenic	-2349	ID=evm.model.Herato1202.14-E1;Parent=evm.model.Herato1202.14								
5305	Herato1805	550715	551033	+	0	NA	promoter-TSS (ID=evm.model.Herato1805.34-E8;Parent=evm.model.Herato1805.34)	-promoter-TSS (ID=evm.model.Herato1805.34-E8;Parent=evm.model.Herato1805.34)	-438	ID=evm.model.Herato1805.34-E8;Parent=evm.model.Herato1805.34								
2038	Herato1003	4010954	4011137	+	0	NA	Intergenic	Intergenic	-2855	ID=evm.model.Herato1003.115-E2;Parent=evm.model.Herato1003.115								
4465	Herato1904	317732	317966	+	0	NA	Intergenic	Intergenic	23478	ID=evm.model.Herato1904.3-E1;Parent=evm.model.Herato1904.3								
4283	Herato0101	5462093	5462313	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.145-E55;Parent=evm.model.Herato0101.145)	-promoter-TSS (ID=evm.model.Herato0101.145-E55;Parent=evm.model.Herato0101.145)	214	ID=evm.model.Herato0101.145-E54;Parent=evm.model.Herato0101.145								
3799	Herato1301	11099645	11099941	+	0	NA	Intergenic	Intergenic	-6602	ID=evm.model.Herato1301.441_evm.model.Herato1301.442-E1;Parent=evm.model.Herato1301.441_evm.model.Herato1301.442								
4399	Herato0215	1678419	1678946	+	0	NA	Intergenic	Intergenic	11138	ID=evm.model.Herato0215.151-E1;Parent=evm.model.Herato0215.151								
1159	Herato0801	1117172	1117666	+	0	NA	Intergenic	Intergenic	-69394	ID=evm.model.Herato0801.19-E1;Parent=evm.model.Herato0801.19								
2048	Herato0301	3352516	3353118	+	0	NA	Intergenic	Intergenic	3623	ID=evm.model.Herato0301.89-E4;Parent=evm.model.Herato0301.89								
4512	Herato1805	1834797	1835744	+	0	NA	promoter-TSS (ID=evm.model.Herato1805.76-E6;Parent=evm.model.Herato1805.76)	-promoter-TSS (ID=evm.model.Herato1805.76-E6;Parent=evm.model.Herato1805.76)	-93	ID=evm.model.Herato1805.76-E6;Parent=evm.model.Herato1805.76								
655	Herato0701	6369593	6370089	+	0	NA	Intergenic	Intergenic	-1238	ID=evm.model.Herato0701.283-E2;Parent=evm.model.Herato0701.283								
3110	Herato1603	3441319	3441646	+	0	NA	Intergenic	Intergenic	-4265	ID=evm.model.Herato1603.89-E2;Parent=evm.model.Herato1603.89								
421	Herato0606	10402858	10403133	+	0	NA	Intergenic	Intergenic	1592	ID=evm.model.Herato0606.333-E1;Parent=evm.model.Herato0606.333								
5717	Herato0213	117413	118273	+	0	NA	Intergenic	Intergenic	1818	ID=evm.model.Herato0213.4-E7;Parent=evm.model.Herato0213.4								
2332	Herato1007	2184724	2185081	+	0	NA	Intergenic	Intergenic	-11598	ID=evm.model.Herato1007.88-E1;Parent=evm.model.Herato1007.88								
4644	Herato1701	6231303	6232687	+	0	NA	Intergenic	Intergenic	-33589	ID=evm.model.Herato1701.174.1-E1;Parent=evm.model.Herato1701.174.1								
271	Herato0606	3922387	3922571	+	0	NA	Intergenic	Intergenic	-3965	ID=evm.model.Herato0606.121-E2;Parent=evm.model.Herato0606.121								
3742	Herato1801	993590	993942	+	0	NA	Intergenic	Intergenic	-2949	ID=evm.model.Herato1801.48-E2;Parent=evm.model.Herato1801.48								
1024	Herato1202	450327	450683	+	0	NA	Intergenic	Intergenic	9637	ID=evm.model.Herato1202.25-E7;Parent=evm.model.Herato1202.25								
4822	Herato1601	5050106	5050460	+	0	NA	Intergenic	Intergenic	2794	ID=evm.model.Herato1601.108.3-E1;Parent=evm.model.Herato1601.108.3								
3174	Herato0215	2366207	2366935	+	0	NA	Intergenic	Intergenic	-16841	ID=evm.model.Herato0215.88-E2;Parent=evm.model.Herato0215.88								
2867	Herato1906	529658	529962	+	0	NA	Intergenic	Intergenic	-17283	ID=evm.model.Herato1906.20-E1;Parent=evm.model.Herato1906.20								
491	Herato0701	590040	590591	+	0	NA	Intergenic	Intergenic	4689	ID=evm.model.Herato0701.21-E1;Parent=evm.model.Herato0701.21								
2871	Herato0101	7410123	7410382	+	0	NA	Intergenic	Intergenic	4251	ID=evm.model.Herato0101.228-E3;Parent=evm.model.Herato0101.228								
1863	Herato1301	6542228	6542540	+	0	NA	Intergenic	Intergenic	-2964	ID=evm.model.Herato1301.237.1-E2;Parent=evm.model.Herato1301.237.1								
4495	Herato2101	15173941	15174193	+	0	NA	Intergenic	Intergenic	-1582	ID=evm.model.Herato2101.486-E1;Parent=evm.model.Herato2101.486								
13	Herato0508	1085997	1086378	+	0	NA	Intergenic	Intergenic	-1817	ID=evm.model.Herato0508.55-E4;Parent=evm.model.Herato0508.55								
3953	Herato1301	18153921	18155314	+	0	NA	Intergenic	Intergenic	-5249	ID=evm.model.Herato1301.628.1-E1;Parent=evm.model.Herato1301.628.1								
5852	Herato0503	6817861	6818413	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.240-E3;Parent=evm.model.Herato0503.240)	-promoter-TSS (ID=evm.model.Herato0503.240-E3;Parent=evm.model.Herato0503.240)	-241	ID=evm.model.Herato0503.240-E3;Parent=evm.model.Herato0503.240								
4672	Herato1507	7824546	7825772	+	0	NA	Intergenic	Intergenic	6811	ID=evm.model.Herato1507.275-E11;Parent=evm.model.Herato1507.275								
1514	Herato1202	15944011	15944662	+	0	NA	Intergenic	Intergenic	17300	ID=evm.model.Herato1202.617-E1;Parent=evm.model.Herato1202.617								
4098	Herato2001	12736994	12737774	+	0	NA	Intergenic	Intergenic	1790	ID=evm.model.Herato2001.483-E12;Parent=evm.model.Herato2001.483								
4906	Herato2001	111646	111974	+	0	NA	Intergenic	Intergenic	3211	ID=evm.model.Herato2001.7-E2;Parent=evm.model.Herato2001.7								
840	Herato1108	9668432	9668807	+	0	NA	Intergenic	Intergenic	-20702	ID=evm.model.Herato1108.424-E1;Parent=evm.model.Herato1108.424								
1647	Herato0901	6677436	6678857	+	0	NA	TTS (ID=evm.model.Herato0901.231-E10;Parent=evm.model.Herato0901.231)	-TTS (ID=evm.model.Herato0901.231-E10;Parent=evm.model.Herato0901.231)	1106	ID=evm.model.Herato0901.231-E10;Parent=evm.model.Herato0901.231								
4693	Herato1701	7595972	7596284	+	0	NA	Intergenic	Intergenic	-2535	ID=evm.model.Herato1701.221-E1;Parent=evm.model.Herato1701.221								
597	Herato0101	10558841	10559128	+	0	NA	Intergenic	Intergenic	-54679	ID=evm.model.Herato0101.307-E1;Parent=evm.model.Herato0101.307								
4541	Herato1904	3963658	3964224	+	0	NA	Intergenic	Intergenic	8680	ID=evm.model.Herato1904.139.1-E1;Parent=evm.model.Herato1904.139.1								
4372	Herato0101	3671673	3672080	+	0	NA	Intergenic	Intergenic	4496	ID=evm.model.Herato0101.116-E2;Parent=evm.model.Herato0101.116								
1411	Herato0821	3340361	3340955	+	0	NA	Intergenic	Intergenic	-8463	ID=novel_model_96-E1;Parent=novel_model_96								
5785	Herato0101	7350677	7351313	+	0	NA	Intergenic	Intergenic	-9338	ID=evm.model.Herato0101.228.2-E2;Parent=evm.model.Herato0101.228.2								
1480	Herato1202	15119733	15120414	+	0	NA	Intergenic	Intergenic	-66321	ID=evm.model.Herato1202.577-E1;Parent=evm.model.Herato1202.577								
4793	Herato1601	4060352	4060628	+	0	NA	Intergenic	Intergenic	2766	ID=evm.model.Herato1601.82-E1;Parent=evm.model.Herato1601.82								
4867	Herato0503	3933684	3933904	+	0	NA	Intergenic	Intergenic	4945	ID=evm.model.Herato0503.128.3-E2;Parent=evm.model.Herato0503.128.3								
3265	Herato1202	12040522	12040678	+	0	NA	Intergenic	Intergenic	-9499	ID=evm.model.Herato1202.467-E1;Parent=evm.model.Herato1202.467								
3581	Herato1908	2752634	2753020	+	0	NA	Intergenic	Intergenic	4457	ID=evm.model.Herato1908.103-E2;Parent=evm.model.Herato1908.103								
242	Herato0606	3008326	3008928	+	0	NA	Intergenic	Intergenic	-1919	ID=evm.model.Herato0606.94-E9;Parent=evm.model.Herato0606.94								
32	Herato0101	15435793	15436133	+	0	NA	Intergenic	Intergenic	-13785	ID=evm.model.Herato0101.567-E1;Parent=evm.model.Herato0101.567								
1588	Herato1701	5413025	5413288	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.144-E3;Parent=evm.model.Herato1701.144)	-promoter-TSS (ID=evm.model.Herato1701.144-E3;Parent=evm.model.Herato1701.144)	-993	ID=evm.model.Herato1701.144-E3;Parent=evm.model.Herato1701.144								
5744	Herato0101	6232543	6233652	+	0	NA	Intergenic	Intergenic	-19124	ID=evm.model.Herato0101.179-E4;Parent=evm.model.Herato0101.179								
4138	Herato1908	470425	471053	+	0	NA	Intergenic	Intergenic	-3971	ID=evm.model.Herato1908.16.1-E2;Parent=evm.model.Herato1908.16.1								
443	Herato0101	9880195	9880473	+	0	NA	Intergenic	Intergenic	-23764	ID=evm.model.Herato0101.288-E1;Parent=evm.model.Herato0101.288								
5611	Herato2001	17532225	17532540	+	0	NA	Intergenic	Intergenic	-1347	ID=evm.model.Herato2001.674-E14;Parent=evm.model.Herato2001.674								
2234	Herato1202	43416	44529	+	0	NA	Intergenic	Intergenic	-4036	ID=evm.model.Herato1202.1-E11;Parent=evm.model.Herato1202.1								
1795	Herato0901	12297508	12297761	+	0	NA	Intergenic	Intergenic	-4040	ID=evm.model.Herato0901.372-E5;Parent=evm.model.Herato0901.372								
5252	Herato2101	729105	729459	+	0	NA	Intergenic	Intergenic	-3037	ID=evm.model.Herato2101.31-E1;Parent=evm.model.Herato2101.31								
4391	Herato0411	2104950	2105493	+	0	NA	Intergenic	Intergenic	-24795	ID=evm.model.Herato0411.38-E1;Parent=evm.model.Herato0411.38								
5662	Herato0310	9532243	9532409	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.291-E1;Parent=evm.model.Herato0310.291)	-promoter-TSS (ID=evm.model.Herato0310.291-E1;Parent=evm.model.Herato0310.291)	1	ID=evm.model.Herato0310.291-E1;Parent=evm.model.Herato0310.291								
3519	Herato1701	8328157	8328464	+	0	NA	Intergenic	Intergenic	-4725	ID=evm.model.Herato1701.253-E10;Parent=evm.model.Herato1701.253								
3273	Herato1301	15134663	15134978	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.560-E1;Parent=evm.model.Herato1301.560)	-promoter-TSS (ID=evm.model.Herato1301.560-E1;Parent=evm.model.Herato1301.560)	-287	ID=evm.model.Herato1301.560-E1;Parent=evm.model.Herato1301.560								
846	Herato1507	5909520	5909875	+	0	NA	Intergenic	Intergenic	-3845	ID=evm.model.Herato1507.214.1-E1;Parent=evm.model.Herato1507.214.1								
1689	Herato1202	20258627	20259215	+	0	NA	Intergenic	Intergenic	-12117	ID=evm.model.Herato1202.819-E2;Parent=evm.model.Herato1202.819								
1861	Herato1001	1584898	1585074	+	0	NA	Intergenic	Intergenic	3133	ID=evm.model.Herato1001.60-E1;Parent=evm.model.Herato1001.60								
3484	Herato1202	19130750	19131021	+	0	NA	Intergenic	Intergenic	4619	ID=evm.model.Herato1202.775-E2;Parent=evm.model.Herato1202.775								
2825	Herato1108	11499734	11500233	+	0	NA	Intergenic	Intergenic	-8072	ID=evm.model.Herato1108.493-E1;Parent=evm.model.Herato1108.493								
1296	Herato0801	8451026	8451324	+	0	NA	promoter-TSS (ID=evm.model.Herato0801.295-E19;Parent=evm.model.Herato0801.295)	-promoter-TSS (ID=evm.model.Herato0801.295-E19;Parent=evm.model.Herato0801.295)	505	ID=evm.model.Herato0801.295-E18;Parent=evm.model.Herato0801.295								
3312	Herato1202	13881838	13882216	+	0	NA	Intergenic	Intergenic	-10652	ID=evm.model.Herato1202.534-E1;Parent=evm.model.Herato1202.534								
1553	Herato0901	3175861	3176367	+	0	NA	Intergenic	Intergenic	-74100	ID=evm.model.Herato0901.89-E1;Parent=evm.model.Herato0901.89								
3415	Herato2001	10469611	10470235	+	0	NA	Intergenic	Intergenic	-9733	ID=evm.model.Herato2001.410-E1;Parent=evm.model.Herato2001.410								
2161	Herato1301	21888982	21889202	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.742-E13;Parent=evm.model.Herato1301.742)	-promoter-TSS (ID=evm.model.Herato1301.742-E13;Parent=evm.model.Herato1301.742)	-189	ID=evm.model.Herato1301.742-E13;Parent=evm.model.Herato1301.742								
2897	Herato1507	10312066	10312381	+	0	NA	promoter-TSS (ID=evm.model.Herato1507.339-E2;Parent=evm.model.Herato1507.339)	-promoter-TSS (ID=evm.model.Herato1507.339-E2;Parent=evm.model.Herato1507.339)	97	ID=evm.model.Herato1507.339-E2;Parent=evm.model.Herato1507.339								
4051	Herato1805	5800999	5801454	+	0	NA	Intergenic	Intergenic	83832	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
1303	Herato1202	9169647	9170575	+	0	NA	Intergenic	Intergenic	8900	ID=evm.model.Herato1202.371-E1;Parent=evm.model.Herato1202.371								
4195	Herato1910	7216	7445	+	0	NA	Intergenic	Intergenic	3497	ID=evm.model.Herato1910.2-E2;Parent=evm.model.Herato1910.2								
5432	Herato1703	2152385	2153050	+	0	NA	Intergenic	Intergenic	-2981	ID=evm.model.Herato1703.51-E1;Parent=evm.model.Herato1703.51								
4738	Herato1701	9177520	9177759	+	0	NA	Intergenic	Intergenic	-2570	ID=evm.model.Herato1701.291-E2;Parent=evm.model.Herato1701.291								
1654	Herato1202	19620125	19620419	+	0	NA	Intergenic	Intergenic	-1248	ID=evm.model.Herato1202.798-E3;Parent=evm.model.Herato1202.798								
3494	Herato1202	19485975	19486391	+	0	NA	Intergenic	Intergenic	-13449	ID=evm.model.Herato1202.790-E2;Parent=evm.model.Herato1202.790								
5719	Herato0503	5277002	5277296	+	0	NA	Intergenic	Intergenic	3658	ID=evm.model.Herato0503.171-E3;Parent=evm.model.Herato0503.171								
3510	Herato1202	19775161	19775579	+	0	NA	Intergenic	Intergenic	-13772	ID=evm.model.Herato1202.799-E1;Parent=evm.model.Herato1202.799								
4638	Herato1507	6910537	6910992	+	0	NA	Intergenic	Intergenic	-46946	ID=evm.model.Herato1507.247-E1;Parent=evm.model.Herato1507.247								
15	Herato0101	8016067	8016308	+	0	NA	Intergenic	Intergenic	13085	ID=evm.model.Herato0101.241-E2;Parent=evm.model.Herato0101.241								
3268	Herato2101	14028974	14029668	+	0	NA	Intergenic	Intergenic	-2249	ID=evm.model.Herato2101.446-E1;Parent=evm.model.Herato2101.446								
4624	Herato1507	5957663	5957989	+	0	NA	promoter-TSS (ID=evm.model.Herato1507.217-E5;Parent=evm.model.Herato1507.217)	-promoter-TSS (ID=evm.model.Herato1507.217-E5;Parent=evm.model.Herato1507.217)	-453	ID=evm.model.Herato1507.217.1-E5;Parent=evm.model.Herato1507.217.1								
3016	Herato0101	19484603	19485272	+	0	NA	Intergenic	Intergenic	35782	ID=evm.model.Herato0101.765-E6;Parent=evm.model.Herato0101.765								
2236	Herato1408	760074	760339	+	0	NA	Intergenic	Intergenic	20329	ID=evm.model.Herato1408.26-E3;Parent=evm.model.Herato1408.26								
1506	Herato0901	2031974	2032472	+	0	NA	Intergenic	Intergenic	-10872	ID=evm.model.Herato0901.74-E3;Parent=evm.model.Herato0901.74								
4026	Herato0310	1809215	1809420	+	0	NA	Intergenic	Intergenic	-24961	ID=evm.model.Herato0310.43-E1;Parent=evm.model.Herato0310.43								
2855	Herato1906	48426	48704	+	0	NA	Intergenic	Intergenic	-8654	ID=evm.model.Herato1906.1-E1;Parent=evm.model.Herato1906.1								
4810	Herato0215	1764215	1764378	+	0	NA	Intergenic	Intergenic	7186	ID=evm.model.Herato0215.60.2-E2;Parent=evm.model.Herato0215.60.2								
2145	Herato0310	2311795	2312075	+	0	NA	Intergenic	Intergenic	7460	ID=evm.model.Herato0310.49-E3;Parent=evm.model.Herato0310.49								
859	Herato1507	6894586	6894975	+	0	NA	Intergenic	Intergenic	-30962	ID=evm.model.Herato1507.247-E1;Parent=evm.model.Herato1507.247								
3693	Herato1708	1457579	1458561	+	0	NA	promoter-TSS (ID=evm.model.Herato1708.81-E10;Parent=evm.model.Herato1708.81)	-promoter-TSS (ID=evm.model.Herato1708.81-E10;Parent=evm.model.Herato1708.81)	-78	ID=evm.model.Herato1708.81-E9;Parent=evm.model.Herato1708.81								
4284	Herato0401	1981925	1982238	+	0	NA	Intergenic	Intergenic	6704	ID=evm.model.Herato0401.49-E8;Parent=evm.model.Herato0401.49								
739	Herato0701	8678102	8678564	+	0	NA	Intergenic	Intergenic	71568	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
4507	Herato2101	16403946	16404507	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.507-E2;Parent=evm.model.Herato2101.507)	-promoter-TSS (ID=evm.model.Herato2101.507-E2;Parent=evm.model.Herato2101.507)	-780	ID=evm.model.Herato2101.507.1.3-E2;Parent=evm.model.Herato2101.507.1.3								
876	Herato0701	13329112	13329612	+	0	NA	Intergenic	Intergenic	-20254	ID=evm.model.Herato0701.624.2-E2;Parent=evm.model.Herato0701.624.2								
5636	Herato2101	10244046	10244583	+	0	NA	Intergenic	Intergenic	12621	ID=evm.model.Herato2101.352-E1;Parent=evm.model.Herato2101.352								
2890	Herato1108	13384681	13385170	+	0	NA	Intergenic	Intergenic	2806	ID=evm.model.Herato1108.570-E2;Parent=evm.model.Herato1108.570								
3967	Herato1805	2916937	2917586	+	0	NA	Intergenic	Intergenic	53886	ID=evm.model.Herato1805.88-E39;Parent=evm.model.Herato1805.88								
4751	Herato0503	6897219	6897963	+	0	NA	TTS (ID=evm.model.Herato0503.242-E8;Parent=evm.model.Herato0503.242)	-TTS (ID=evm.model.Herato0503.242-E8;Parent=evm.model.Herato0503.242)	134	ID=evm.model.Herato0503.242-E9;Parent=evm.model.Herato0503.242								
