PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thdown_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_shared_5thdown_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1329	Hmel213071	160872	161461	+	0	NA	Intergenic	Intergenic	-10037	ID=HMEL032243g1.t1-E1;Parent=HMEL032243g1.t1								
1725	Hmel218003	1411945	1412998	+	0	NA	Intergenic	Intergenic	25065	ID=HMEL034223g1.t1-E1;Parent=HMEL034223g1.t1								
2379	Hmel220014	606564	607230	+	0	NA	Intergenic	Intergenic	-1638	ID=HMEL014247-RA-E2;Parent=HMEL014247-RA								
727	Hmel210011	3360416	3360986	+	0	NA	Intergenic	Intergenic	2295	ID=HMEL015987g2.t1-E1;Parent=HMEL015987g2.t1								
320	Hmel207021	2014403	2015003	+	0	NA	Intergenic	Intergenic	-1018	ID=HMEL037713g1.t1-E1;Parent=HMEL037713g1.t1								
939	Hmel212001	1925055	1926632	+	0	NA	exon (ID=HMEL016803g1.t1-E2;Parent=HMEL016803g1.t1, exon 1 of 1)	-exon (ID=HMEL016803g1.t1-E2;Parent=HMEL016803g1.t1, exon 1 of 1)	402	ID=HMEL016803g1.t1-E2;Parent=HMEL016803g1.t1								
2619	Hmel201007	1331182	1331640	+	0	NA	Intergenic	Intergenic	-5686	ID=HMEL004276g1.t1-E1;Parent=HMEL004276g1.t1								
811	Hmel211004	2081064	2081449	+	0	NA	Intergenic	Intergenic	-2442	ID=HMEL031081g1.t3-E1;Parent=HMEL031081g1.t3								
1670	Hmel217014	293323	294333	+	0	NA	promoter-TSS (ID=HMEL009876-RA-E6;Parent=HMEL009876-RA)	-promoter-TSS (ID=HMEL009876-RA-E6;Parent=HMEL009876-RA)	90	ID=HMEL009876-RA-E6;Parent=HMEL009876-RA								
2010	Hmel219003	3305579	3305868	+	0	NA	Intergenic	Intergenic	-12626	ID=HMEL034629g1.t1-E1;Parent=HMEL034629g1.t1								
465	Hmel209001	1257108	1257571	+	0	NA	Intergenic	Intergenic	46371	ID=HMEL007611-RA-E4;Parent=HMEL007611-RA								
249	Hmel207002	6528651	6528845	+	0	NA	Intergenic	Intergenic	38650	ID=HMEL037499g1.t1-E1;Parent=HMEL037499g1.t1								
1612	Hmel217004	1474412	1474718	+	0	NA	Intergenic	Intergenic	-19014	ID=HMEL033798g1.t1-E1;Parent=HMEL033798g1.t1								
819	Hmel211004	2486990	2487459	+	0	NA	Intergenic	Intergenic	-6431	ID=HMEL011733g1.t1-E4;Parent=HMEL011733g1.t1								
1177	Hmel213020	940170	941316	+	0	NA	promoter-TSS (ID=HMEL031899g1.t1-E1;Parent=HMEL031899g1.t1)	-promoter-TSS (ID=HMEL031899g1.t1-E1;Parent=HMEL031899g1.t1)	-674	ID=HMEL031899g1.t1-E1;Parent=HMEL031899g1.t1								
1189	Hmel213025	448790	449063	+	0	NA	Intergenic	Intergenic	-5984	ID=HMEL031951g1.t1-E1;Parent=HMEL031951g1.t1								
1127	Hmel213004	473738	474358	+	0	NA	Intergenic	Intergenic	-4553	ID=HMEL031771g1.t2-E4;Parent=HMEL031771g1.t2								
1537	Hmel216011	2376998	2377448	+	0	NA	promoter-TSS (ID=HMEL002797g1.t1-E4;Parent=HMEL002797g1.t1)	-promoter-TSS (ID=HMEL002797g1.t1-E4;Parent=HMEL002797g1.t1)	-886	ID=HMEL002797g1.t1-E4;Parent=HMEL002797g1.t1								
894	Hmel211012	1015748	1016243	+	0	NA	Intergenic	Intergenic	-3528	ID=HMEL015096g1.t1-E5;Parent=HMEL015096g1.t1								
1748	Hmel218005	251920	252803	+	0	NA	Intergenic	Intergenic	22019	ID=HMEL034251g1.t1-E1;Parent=HMEL034251g1.t1								
2127	Hmel219012	461674	462386	+	0	NA	TTS (ID=HMEL006036g1.t1-E1;Parent=HMEL006036g1.t1)	-TTS (ID=HMEL006036g1.t1-E1;Parent=HMEL006036g1.t1)	1287	ID=HMEL006036g1.t1-E1;Parent=HMEL006036g1.t1								
858	Hmel211010	61218	61579	+	0	NA	Intergenic	Intergenic	2365	ID=HMEL031190g1.t2-E3;Parent=HMEL031190g1.t2								
1298	Hmel213067	809539	809949	+	0	NA	Intergenic	Intergenic	22873	ID=HMEL011806g1.t1-E8;Parent=HMEL011806g1.t1								
140	Hmel207002	49630	50091	+	0	NA	Intergenic	Intergenic	9818	ID=HMEL016059g1.t1-E3;Parent=HMEL016059g1.t1								
2222	Hmel220003	1908799	1909253	+	0	NA	Intergenic	Intergenic	3074	ID=HMEL017062g1.t1-E1;Parent=HMEL017062g1.t1								
1900	Hmel218018	6334184	6334733	+	0	NA	Intergenic	Intergenic	-56321	ID=HMEL034459g1.t1-E1;Parent=HMEL034459g1.t1								
385	Hmel208021	574546	575090	+	0	NA	Intergenic	Intergenic	16968	ID=HMEL037961g1.t1-E4;Parent=HMEL037961g1.t1								
954	Hmel212001	2674910	2675584	+	0	NA	Intergenic	Intergenic	-8283	ID=HMEL016834g2.t1-E1;Parent=HMEL016834g2.t1								
1359	Hmel214008	2289316	2289655	+	0	NA	Intergenic	Intergenic	-19577	ID=HMEL014238g1.t1-E1;Parent=HMEL014238g1.t1								
1479	Hmel215047	2237883	2238394	+	0	NA	Intergenic	Intergenic	-4286	ID=HMEL020463g1.t1-E1;Parent=HMEL020463g1.t1								
2578	Hmel204017	1525702	1526067	+	0	NA	Intergenic	Intergenic	5633	ID=HMEL007430g1.t1-E4;Parent=HMEL007430g1.t1								
801	Hmel211004	1482891	1484165	+	0	NA	Intergenic	Intergenic	-13329	ID=HMEL015193g1.t1-E1;Parent=HMEL015193g1.t1								
985	Hmel212001	4404181	4404640	+	0	NA	TTS (ID=HMEL016552g1.t1-E24;Parent=HMEL016552g1.t1)	-TTS (ID=HMEL016552g1.t1-E24;Parent=HMEL016552g1.t1)	242	ID=HMEL016552g1.t1-E24;Parent=HMEL016552g1.t1								
971	Hmel212001	3244982	3245716	+	0	NA	promoter-TSS (ID=HMEL004107g2.t1-E1;Parent=HMEL004107g2.t1)	-promoter-TSS (ID=HMEL004107g2.t1-E1;Parent=HMEL004107g2.t1)	-324	ID=HMEL004107g2.t1-E1;Parent=HMEL004107g2.t1								
754	Hmel210011	4669785	4670596	+	0	NA	Intergenic	Intergenic	12489	ID=HMEL009059g1.t1-E5;Parent=HMEL009059g1.t1								
479	Hmel209005	375543	376024	+	0	NA	Intergenic	Intergenic	-3259	ID=HMEL008438g1.t1-E3;Parent=HMEL008438g1.t1								
847	Hmel211009	584813	585216	+	0	NA	Intergenic	Intergenic	18218	ID=HMEL006541g1.t2-E12;Parent=HMEL006541g1.t2								
1166	Hmel213013	296794	297051	+	0	NA	promoter-TSS (ID=HMEL015364g1.t1-E4;Parent=HMEL015364g1.t1)	-promoter-TSS (ID=HMEL015364g1.t1-E4;Parent=HMEL015364g1.t1)	-678	ID=HMEL015364g1.t1-E4;Parent=HMEL015364g1.t1								
2166	Hmel202006	5057302	5057673	+	0	NA	Intergenic	Intergenic	15180	ID=HMEL033380g1.t1-E1;Parent=HMEL033380g1.t1								
1563	Hmel216015	676560	676792	+	0	NA	Intergenic	Intergenic	4691	ID=HMEL014839g1.t1-E3;Parent=HMEL014839g1.t1								
1003	Hmel212004	594991	595276	+	0	NA	Intergenic	Intergenic	21275	ID=HMEL017123g1.t1-E1;Parent=HMEL017123g1.t1								
1378	Hmel214020	87420	87948	+	0	NA	Intergenic	Intergenic	3031	ID=HMEL017308g1.t1-E1;Parent=HMEL017308g1.t1								
1054	Hmel212011	869985	870388	+	0	NA	Intergenic	Intergenic	-4128	ID=HMEL012674g2.t1-E1;Parent=HMEL012674g2.t1								
1800	Hmel218011	225399	225598	+	0	NA	Intergenic	Intergenic	-34547	ID=HMEL034333g1.t1-E1;Parent=HMEL034333g1.t1								
2101	Hmel219005	1017989	1018313	+	0	NA	Intergenic	Intergenic	-3175	ID=HMEL034724g1.t1-E1;Parent=HMEL034724g1.t1								
619	Hmel210004	6277324	6278288	+	0	NA	Intergenic	Intergenic	-21662	ID=HMEL030720g1.t1-E1;Parent=HMEL030720g1.t1								
1717	Hmel218003	719331	719597	+	0	NA	Intergenic	Intergenic	13860	ID=HMEL001028-RA-E1;Parent=HMEL001028-RA								
2557	Hmel204003	469553	470236	+	0	NA	Intergenic	Intergenic	-72105	ID=HMEL036357g1.t1-E1;Parent=HMEL036357g1.t1								
698	Hmel201011	884667	885467	+	0	NA	Intergenic	Intergenic	-3962	ID=HMEL033026g1.t1-E1;Parent=HMEL033026g1.t1								
1634	Hmel217004	2597073	2597209	+	0	NA	Intergenic	Intergenic	16077	ID=HMEL033817g1.t1-E2;Parent=HMEL033817g1.t1								
621	Hmel210004	6456325	6456900	+	0	NA	Intergenic	Intergenic	12754	ID=HMEL030724g1.t1-E2;Parent=HMEL030724g1.t1								
524	Hmel209007	2784956	2785458	+	0	NA	Intergenic	Intergenic	1854	ID=HMEL008868g1.t1-E5;Parent=HMEL008868g1.t1								
2176	Hmel202006	5411866	5412681	+	0	NA	Intergenic	Intergenic	-7711	ID=HMEL013279g1.t1-E1;Parent=HMEL013279g1.t1								
1848	Hmel218018	1073643	1074564	+	0	NA	Intergenic	Intergenic	24405	ID=HMEL034360g1.t1-E2;Parent=HMEL034360g1.t1								
2310	Hmel220005	4200658	4201082	+	0	NA	Intergenic	Intergenic	-9846	ID=HMEL035199g1.t1-E1;Parent=HMEL035199g1.t1								
2495	Hmel203067	109549	109830	+	0	NA	Intergenic	Intergenic	-11704	ID=HMEL036135g1.t1-E1;Parent=HMEL036135g1.t1								
598	Hmel210004	3409937	3410832	+	0	NA	Intergenic	Intergenic	-38703	ID=HMEL030656g1.t1-E1;Parent=HMEL030656g1.t1								
2486	Hmel203048	133804	134620	+	0	NA	Intergenic	Intergenic	1585	ID=HMEL036085g1.t2-E1;Parent=HMEL036085g1.t2								
2322	Hmel220005	4813132	4813632	+	0	NA	Intergenic	Intergenic	-4303	ID=HMEL014595g1.t1-E1;Parent=HMEL014595g1.t1								
780	Hmel211004	29408	29905	+	0	NA	Intergenic	Intergenic	15949	ID=HMEL015207g1.t1-E7;Parent=HMEL015207g1.t1								
2438	Hmel221015	878685	879178	+	0	NA	Intergenic	Intergenic	20256	ID=HMEL035661g1.t1-E5;Parent=HMEL035661g1.t1								
2317	Hmel220005	4505719	4505973	+	0	NA	TTS (ID=HMEL035212g1.t1-E4;Parent=HMEL035212g1.t1)	-TTS (ID=HMEL035212g1.t1-E4;Parent=HMEL035212g1.t1)	1085	ID=HMEL035212g1.t1-E4;Parent=HMEL035212g1.t1								
240	Hmel207002	6424313	6424679	+	0	NA	Intergenic	Intergenic	-19188	ID=HMEL037498g1.t1-E1;Parent=HMEL037498g1.t1								
1433	Hmel215006	1429809	1430247	+	0	NA	Intergenic	Intergenic	-8264	ID=HMEL000033-RA-E3;Parent=HMEL000033-RA								
1666	Hmel217004	4393839	4394988	+	0	NA	Intergenic	Intergenic	17492	ID=HMEL010081g1.t1-E6;Parent=HMEL010081g1.t1								
2209	Hmel220003	1566830	1568117	+	0	NA	Intergenic	Intergenic	-1646	ID=HMEL034999g1.t1-E1;Parent=HMEL034999g1.t1								
230	Hmel207002	6269381	6269631	+	0	NA	Intergenic	Intergenic	-32105	ID=HMEL037495g1.t1-E1;Parent=HMEL037495g1.t1								
115	Hmel206012	479676	480308	+	0	NA	promoter-TSS (ID=HMEL015997g1.t1-E1;Parent=HMEL015997g1.t1)	-promoter-TSS (ID=HMEL015997g1.t1-E1;Parent=HMEL015997g1.t1)	-31	ID=HMEL015997g1.t1-E1;Parent=HMEL015997g1.t1								
377	Hmel201009	3659127	3659915	+	0	NA	Intergenic	Intergenic	7069	ID=HMEL012421g2.t1-E1;Parent=HMEL012421g2.t1								
2374	Hmel220014	45567	46067	+	0	NA	Intergenic	Intergenic	-1206	ID=HMEL003491g1.t1-E3;Parent=HMEL003491g1.t1								
2050	Hmel219003	5233071	5233591	+	0	NA	Intergenic	Intergenic	-9828	ID=HMEL016895g1.t1-E1;Parent=HMEL016895g1.t1								
602	Hmel210004	3789330	3789610	+	0	NA	Intergenic	Intergenic	-4584	ID=HMEL006896g3.t2-E1;Parent=HMEL006896g3.t2								
922	Hmel212001	626981	627623	+	0	NA	promoter-TSS (ID=HMEL005973g1.t1-E4;Parent=HMEL005973g1.t1)	-promoter-TSS (ID=HMEL005973g1.t1-E4;Parent=HMEL005973g1.t1)	-61	ID=HMEL005973g1.t1-E4;Parent=HMEL005973g1.t1								
2319	Hmel220005	4625788	4626198	+	0	NA	Intergenic	Intergenic	-29336	ID=HMEL035214g1.t1-E1;Parent=HMEL035214g1.t1								
1311	Hmel213069	967672	968169	+	0	NA	Intergenic	Intergenic	-10687	ID=HMEL032231g1.t1-E1;Parent=HMEL032231g1.t1								
2628	Hmel205012	430968	431510	+	0	NA	Intergenic	Intergenic	28325	ID=HMEL007222g1.t1-E2;Parent=HMEL007222g1.t1								
1072	Hmel212013	203806	203979	+	0	NA	Intergenic	Intergenic	9742	ID=HMEL017584g1.t1-E7;Parent=HMEL017584g1.t1								
2470	Hmel203041	133511	133731	+	0	NA	Intergenic	Intergenic	-17015	ID=HMEL036050g1.t1-E1;Parent=HMEL036050g1.t1								
1787	Hmel218007	1363796	1365429	+	0	NA	Intergenic	Intergenic	-17037	ID=HMEL034316g1.t1-E1;Parent=HMEL034316g1.t1								
1394	Hmel214026	14913	15204	+	0	NA	Intergenic	Intergenic	-2564	ID=HMEL032575g1.t1-E4;Parent=HMEL032575g1.t1								
612	Hmel210004	4745134	4745413	+	0	NA	promoter-TSS (ID=HMEL005876g2.t1-E2;Parent=HMEL005876g2.t1)	-promoter-TSS (ID=HMEL005876g2.t1-E2;Parent=HMEL005876g2.t1)	-555	ID=HMEL005876g2.t1-E2;Parent=HMEL005876g2.t1								
936	Hmel212001	1913291	1913872	+	0	NA	Intergenic	Intergenic	2177	ID=HMEL031359g1.t1-E4;Parent=HMEL031359g1.t1								
1391	Hmel214024	390890	392319	+	0	NA	Intergenic	Intergenic	-5041	ID=HMEL032516g1.t1-E1;Parent=HMEL032516g1.t1								
2251	Hmel220005	734830	735170	+	0	NA	Intergenic	Intergenic	9849	ID=HMEL035058g1.t1-E2;Parent=HMEL035058g1.t1								
1277	Hmel213065	630143	630499	+	0	NA	Intergenic	Intergenic	-8271	ID=HMEL032151g1.t1-E1;Parent=HMEL032151g1.t1								
1086	Hmel212013	1016701	1017441	+	0	NA	promoter-TSS (ID=HMEL007389g1.t1-E1;Parent=HMEL007389g1.t1)	-promoter-TSS (ID=HMEL007389g1.t1-E1;Parent=HMEL007389g1.t1)	-163	ID=HMEL007389g1.t1-E1;Parent=HMEL007389g1.t1								
701	Hmel210011	2256578	2257132	+	0	NA	Intergenic	Intergenic	3891	ID=HMEL003719g1.t1-E4;Parent=HMEL003719g1.t1								
214	Hmel207002	5835948	5836350	+	0	NA	Intergenic	Intergenic	8483	ID=HMEL037488g1.t1-E2;Parent=HMEL037488g1.t1								
564	Hmel210004	159340	159563	+	0	NA	Intergenic	Intergenic	3114	ID=HMEL007370g1.t1-E9;Parent=HMEL007370g1.t1								
2562	Hmel201007	376178	376768	+	0	NA	Intergenic	Intergenic	2380	ID=HMEL030094g1.t1-E1;Parent=HMEL030094g1.t1								
1650	Hmel217004	3259858	3260273	+	0	NA	Intergenic	Intergenic	-7859	ID=HMEL004818g1.t1-E2;Parent=HMEL004818g1.t1								
2074	Hmel219003	6403845	6404318	+	0	NA	Intergenic	Intergenic	-2603	ID=HMEL002697g2.t1-E1;Parent=HMEL002697g2.t1								
2539	Hmel204001	587675	588115	+	0	NA	Intergenic	Intergenic	13733	ID=HMEL017444g1.t1-E6;Parent=HMEL017444g1.t1								
2547	Hmel204001	1190905	1191714	+	0	NA	Intergenic	Intergenic	1309	ID=HMEL009717g1.t1-E2;Parent=HMEL009717g1.t1								
731	Hmel210011	3536605	3537085	+	0	NA	Intergenic	Intergenic	28218	ID=HMEL030899g1.t1-E3;Parent=HMEL030899g1.t1								
1967	Hmel218018	8531185	8531466	+	0	NA	Intergenic	Intergenic	-5480	ID=HMEL034494g1.t1-E1;Parent=HMEL034494g1.t1								
657	Hmel210005	835161	836205	+	0	NA	promoter-TSS (ID=HMEL008541g1.t1-E1;Parent=HMEL008541g1.t1)	-promoter-TSS (ID=HMEL008541g1.t1-E1;Parent=HMEL008541g1.t1)	-207	ID=HMEL008541g1.t1-E1;Parent=HMEL008541g1.t1								
2139	Hmel219014	497423	497929	+	0	NA	Intergenic	Intergenic	-1053	ID=HMEL012859g4.t1-E1;Parent=HMEL012859g4.t1								
1865	Hmel218018	2612154	2612430	+	0	NA	Intergenic	Intergenic	24800	ID=HMEL034393g1.t1-E2;Parent=HMEL034393g1.t1								
1783	Hmel218007	1352505	1353279	+	0	NA	Intergenic	Intergenic	18096	ID=HMEL034315g1.t1-E1;Parent=HMEL034315g1.t1								
768	Hmel201011	1282148	1283332	+	0	NA	Intergenic	Intergenic	10304	ID=HMEL011371g1.t1-E1;Parent=HMEL011371g1.t1								
1928	Hmel218018	7461499	7461649	+	0	NA	Intergenic	Intergenic	-2580	ID=HMEL034481g1.t1-E1;Parent=HMEL034481g1.t1								
1092	Hmel212013	1337808	1338376	+	0	NA	Intergenic	Intergenic	13496	ID=HMEL031670g1.t1-E6;Parent=HMEL031670g1.t1								
503	Hmel201009	4945061	4945635	+	0	NA	Intergenic	Intergenic	10931	ID=HMEL030259g1.t1-E4;Parent=HMEL030259g1.t1								
2255	Hmel220005	1154197	1154451	+	0	NA	Intergenic	Intergenic	1530	ID=HMEL016161g1.t2-E1;Parent=HMEL016161g1.t2								
1756	Hmel218005	577029	578042	+	0	NA	Intergenic	Intergenic	-1279	ID=HMEL034261g1.t1-E4;Parent=HMEL034261g1.t1								
1636	Hmel217004	2842227	2843156	+	0	NA	Intergenic	Intergenic	1675	ID=HMEL033822g1.t1-E1;Parent=HMEL033822g1.t1								
2491	Hmel203048	415406	416409	+	0	NA	Intergenic	Intergenic	-11088	ID=HMEL036097g1.t1-E1;Parent=HMEL036097g1.t1								
1483	Hmel216002	43431	43991	+	0	NA	TTS (ID=HMEL033448g1.t1-E1;Parent=HMEL033448g1.t1)	-TTS (ID=HMEL033448g1.t1-E1;Parent=HMEL033448g1.t1)	126	ID=HMEL033448g1.t1-E1;Parent=HMEL033448g1.t1								
338	Hmel207023	527335	527860	+	0	NA	Intergenic	Intergenic	1731	ID=HMEL037743g1.t1-E2;Parent=HMEL037743g1.t1								
576	Hmel210004	1706593	1706751	+	0	NA	Intergenic	Intergenic	-20417	ID=HMEL030633g1.t1-E1;Parent=HMEL030633g1.t1								
761	Hmel210011	5055514	5055798	+	0	NA	Intergenic	Intergenic	60413	ID=HMEL030932g1.t1-E1;Parent=HMEL030932g1.t1								
1996	Hmel219003	1921862	1922569	+	0	NA	exon (ID=HMEL010668g2.t1-E1;Parent=HMEL010668g2.t1, exon 1 of 1)	-exon (ID=HMEL010668g2.t1-E1;Parent=HMEL010668g2.t1, exon 1 of 1)	187	ID=HMEL010668g2.t1-E1;Parent=HMEL010668g2.t1								
738	Hmel210011	3917057	3917514	+	0	NA	Intergenic	Intergenic	12230	ID=HMEL030905g1.t1-E2;Parent=HMEL030905g1.t1								
1775	Hmel218007	1019184	1019340	+	0	NA	Intergenic	Intergenic	-1400	ID=HMEL009746g2.t1-E1;Parent=HMEL009746g2.t1								
1415	Hmel215006	1012945	1013771	+	0	NA	exon (ID=HMEL000006-RA-E2;Parent=HMEL000006-RA, exon 1 of 1)	-exon (ID=HMEL000006-RA-E2;Parent=HMEL000006-RA, exon 1 of 1)	121	ID=HMEL000006-RA-E2;Parent=HMEL000006-RA								
484	Hmel209005	930963	931169	+	0	NA	Intergenic	Intergenic	-7436	ID=HMEL012970g1.t1-E1;Parent=HMEL012970g1.t1								
2334	Hmel220005	5656700	5657776	+	0	NA	Intergenic	Intergenic	-53598	ID=HMEL035242g1.t1-E1;Parent=HMEL035242g1.t1								
1036	Hmel201019	439580	440203	+	0	NA	Intergenic	Intergenic	12099	ID=HMEL033109g1.t1-E1;Parent=HMEL033109g1.t1								
1078	Hmel212013	646677	647211	+	0	NA	TTS (ID=HMEL011957g1.t1-E1;Parent=HMEL011957g1.t1)	-TTS (ID=HMEL011957g1.t1-E1;Parent=HMEL011957g1.t1)	306	ID=HMEL011957g1.t1-E1;Parent=HMEL011957g1.t1								
1243	Hmel213051	174139	175066	+	0	NA	Intergenic	Intergenic	-4866	ID=HMEL032087g1.t1-E1;Parent=HMEL032087g1.t1								
2530	Hmel203069	2007502	2007991	+	0	NA	Intergenic	Intergenic	12327	ID=HMEL017405g1.t1-E1;Parent=HMEL017405g1.t1								
2065	Hmel219003	6255282	6255729	+	0	NA	Intergenic	Intergenic	4814	ID=HMEL034692g1.t1-E2;Parent=HMEL034692g1.t1								
1265	Hmel213065	47451	48570	+	0	NA	Intergenic	Intergenic	13200	ID=HMEL032136g1.t1-E2;Parent=HMEL032136g1.t1								
544	Hmel201009	5375161	5375530	+	0	NA	promoter-TSS (ID=HMEL011647-RA-E7;Parent=HMEL011647-RA)	-promoter-TSS (ID=HMEL011647-RA-E7;Parent=HMEL011647-RA)	-392	ID=HMEL011647-RA-E7;Parent=HMEL011647-RA								
623	Hmel210004	6482774	6483308	+	0	NA	Intergenic	Intergenic	-3236	ID=HMEL009642g1.t1-E2;Parent=HMEL009642g1.t1								
1512	Hmel216011	639108	639267	+	0	NA	Intergenic	Intergenic	2467	ID=HMEL011155g1.t1-E1;Parent=HMEL011155g1.t1								
1196	Hmel213030	95039	95891	+	0	NA	Intergenic	Intergenic	-69889	ID=HMEL031987g1.t1-E1;Parent=HMEL031987g1.t1								
1114	Hmel212013	3048193	3048763	+	0	NA	promoter-TSS (ID=HMEL031703g1.t1-E4;Parent=HMEL031703g1.t1)	-promoter-TSS (ID=HMEL031703g1.t1-E4;Parent=HMEL031703g1.t1)	-92	ID=HMEL031703g1.t1-E4;Parent=HMEL031703g1.t1								
2389	Hmel220021	54090	54734	+	0	NA	Intergenic	Intergenic	2647	ID=HMEL009137g2.t1-E1;Parent=HMEL009137g2.t1								
2564	Hmel204013	1080368	1081180	+	0	NA	Intergenic	Intergenic	-20392	ID=HMEL036407g1.t1-E2;Parent=HMEL036407g1.t1								
2382	Hmel220014	1073151	1073820	+	0	NA	Intergenic	Intergenic	5692	ID=HMEL035333g1.t1-E2;Parent=HMEL035333g1.t1								
328	Hmel207021	2196566	2196987	+	0	NA	Intergenic	Intergenic	-1115	ID=HMEL013372g1.t1-E1;Parent=HMEL013372g1.t1								
239	Hmel201009	2322724	2323296	+	0	NA	Intergenic	Intergenic	-2777	ID=HMEL017259g1.t1-E1;Parent=HMEL017259g1.t1								
2635	Hmel205012	993050	993654	+	0	NA	Intergenic	Intergenic	-10106	ID=HMEL017894g2.t1-E1;Parent=HMEL017894g2.t1								
122	Hmel206012	1537426	1537905	+	0	NA	Intergenic	Intergenic	2591	ID=HMEL009154g1.t1-E4;Parent=HMEL009154g1.t1								
269	Hmel207008	383347	383812	+	0	NA	Intergenic	Intergenic	-10340	ID=HMEL017665g1.t1-E1;Parent=HMEL017665g1.t1								
628	Hmel210004	6951601	6952306	+	0	NA	Intergenic	Intergenic	3695	ID=HMEL004062g1.t1-E2;Parent=HMEL004062g1.t1								
878	Hmel211012	626804	627021	+	0	NA	Intergenic	Intergenic	2001	ID=HMEL031216g1.t1-E1;Parent=HMEL031216g1.t1								
1223	Hmel213049	435523	436073	+	0	NA	Intergenic	Intergenic	-7492	ID=HMEL032071g1.t1-E1;Parent=HMEL032071g1.t1								
2277	Hmel220005	2151215	2151370	+	0	NA	Intergenic	Intergenic	-2281	ID=HMEL002155g1.t1-E1;Parent=HMEL002155g1.t1								
363	Hmel208019	20188	20852	+	0	NA	Intergenic	Intergenic	42769	ID=HMEL013427g1.t1-E2;Parent=HMEL013427g1.t1								
2353	Hmel220011	23380	24068	+	0	NA	Intergenic	Intergenic	-4185	ID=HMEL010953g1.t1-E1;Parent=HMEL010953g1.t1								
733	Hmel210011	3592928	3593324	+	0	NA	promoter-TSS (ID=HMEL015501g1.t1-E1;Parent=HMEL015501g1.t1)	-promoter-TSS (ID=HMEL015501g1.t1-E1;Parent=HMEL015501g1.t1)	-993	ID=HMEL015501g1.t1-E1;Parent=HMEL015501g1.t1								
2159	Hmel219014	1801394	1801949	+	0	NA	Intergenic	Intergenic	-26080	ID=HMEL008057g1.t1-E1;Parent=HMEL008057g1.t1								
630	Hmel210004	7064981	7065360	+	0	NA	Intergenic	Intergenic	-6057	ID=HMEL004074g1.t1-E2;Parent=HMEL004074g1.t1								
997	Hmel212004	192845	193202	+	0	NA	TTS (ID=HMEL004742g1.t1-E3;Parent=HMEL004742g1.t1)	-TTS (ID=HMEL004742g1.t1-E3;Parent=HMEL004742g1.t1)	772	ID=HMEL004742g1.t1-E3;Parent=HMEL004742g1.t1								
1449	Hmel215032	46097	46968	+	0	NA	Intergenic	Intergenic	-31402	ID=HMEL016290g1.t1-E1;Parent=HMEL016290g1.t1								
608	Hmel210004	4622663	4622935	+	0	NA	Intergenic	Intergenic	3099	ID=HMEL018073g1.t1-E1;Parent=HMEL018073g1.t1								
1234	Hmel213049	658343	658845	+	0	NA	Intergenic	Intergenic	1327	ID=HMEL032075g1.t1-E3;Parent=HMEL032075g1.t1								
1649	Hmel217004	3187334	3187779	+	0	NA	Intergenic	Intergenic	-21649	ID=HMEL033830g1.t1-E1;Parent=HMEL033830g1.t1								
2226	Hmel220003	2243685	2244112	+	0	NA	Intergenic	Intergenic	11729	ID=HMEL035019g1.t1-E2;Parent=HMEL035019g1.t1								
1314	Hmel213069	987131	987381	+	0	NA	TTS (ID=HMEL003132g1.t1-E2;Parent=HMEL003132g1.t1)	-TTS (ID=HMEL003132g1.t1-E2;Parent=HMEL003132g1.t1)	1025	ID=HMEL003132g1.t2-E2;Parent=HMEL003132g1.t2								
1798	Hmel218011	195645	196896	+	0	NA	Intergenic	Intergenic	9151	ID=HMEL034332g1.t1-E10;Parent=HMEL034332g1.t1								
1474	Hmel215047	1011653	1012047	+	0	NA	Intergenic	Intergenic	-1693	ID=HMEL009118g1.t1-E2;Parent=HMEL009118g1.t1								
2535	Hmel203069	2324702	2324875	+	0	NA	Intergenic	Intergenic	21720	ID=HMEL036264g1.t1-E5;Parent=HMEL036264g1.t1								
125	Hmel206012	1776896	1777470	+	0	NA	promoter-TSS (ID=HMEL037150g1.t1-E2;Parent=HMEL037150g1.t1)	-promoter-TSS (ID=HMEL037150g1.t1-E2;Parent=HMEL037150g1.t1)	-802	ID=HMEL037150g1.t2-E2;Parent=HMEL037150g1.t2								
522	Hmel209007	2541663	2541884	+	0	NA	Intergenic	Intergenic	-3088	ID=HMEL002207g1.t1-E1;Parent=HMEL002207g1.t1								
1632	Hmel217004	2515090	2515436	+	0	NA	Intergenic	Intergenic	1836	ID=HMEL033815g1.t1-E3;Parent=HMEL033815g1.t1								
44	Hmel201009	611421	611661	+	0	NA	Intergenic	Intergenic	11771	ID=HMEL030129g1.t1-E2;Parent=HMEL030129g1.t1								
1423	Hmel215006	1251844	1252631	+	0	NA	Intergenic	Intergenic	-8798	ID=HMEL000025-RG-E2;Parent=HMEL000025-RG								
