PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_eratoUnique_5thdown.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_eratoUnique_5thdown_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4530	Herato1202	4984197	4984515	+	0	NA	Intergenic	Intergenic	11006	ID=evm.model.Herato1202.190-E4;Parent=evm.model.Herato1202.190								
3022	Herato1301	17548936	17549313	+	0	NA	Intergenic	Intergenic	7568	ID=evm.model.Herato1301.619-E3;Parent=evm.model.Herato1301.619								
7221	Herato1904	644696	645812	+	0	NA	Intergenic	Intergenic	9406	ID=evm.model.Herato1904.21-E3;Parent=evm.model.Herato1904.21								
4297	Herato1108	14332892	14334286	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.617-E7;Parent=evm.model.Herato1108.617)	-promoter-TSS (ID=evm.model.Herato1108.617-E7;Parent=evm.model.Herato1108.617)	-901	ID=evm.model.Herato1108.617-E7;Parent=evm.model.Herato1108.617								
1401	Herato0701	10987706	10988533	+	0	NA	Intergenic	Intergenic	14217	ID=evm.model.Herato0701.468-E4;Parent=evm.model.Herato0701.468								
4305	Herato1202	46005	46472	+	0	NA	Intergenic	Intergenic	-1770	ID=evm.model.Herato1202.1-E11;Parent=evm.model.Herato1202.1								
5163	Herato2001	13115508	13115740	+	0	NA	Intergenic	Intergenic	-3796	ID=evm.model.Herato2001.528-E1;Parent=evm.model.Herato2001.528								
4289	Herato1108	14237628	14238316	+	0	NA	Intergenic	Intergenic	3336	ID=evm.model.Herato1108.606-E1;Parent=evm.model.Herato1108.606								
902	Herato0701	2565935	2566194	+	0	NA	Intergenic	Intergenic	-5056	ID=evm.model.Herato0701.148.9-E2;Parent=evm.model.Herato0701.148.9								
827	Herato1007	4878636	4878817	+	0	NA	Intergenic	Intergenic	10843	ID=evm.model.Herato1007.195-E1;Parent=evm.model.Herato1007.195								
266	Herato1301	19105482	19107133	+	0	NA	Intergenic	Intergenic	1350	ID=evm.model.Herato1301.666-E3;Parent=evm.model.Herato1301.666								
7770	Herato1805	5226736	5229479	+	0	NA	Intergenic	Intergenic	-1848	ID=evm.model.Herato1805.135.1-E4;Parent=evm.model.Herato1805.135.1								
3128	Herato1805	3761048	3763155	+	0	NA	Intergenic	Intergenic	10815	ID=evm.model.Herato1805.104-E1;Parent=evm.model.Herato1805.104								
8697	Herato0503	6551009	6551232	+	0	NA	Intergenic	Intergenic	3350	ID=evm.model.Herato0503.229-E10;Parent=evm.model.Herato0503.229								
6979	Herato2001	13066036	13066563	+	0	NA	TTS (ID=evm.model.Herato2001.521-E2;Parent=evm.model.Herato2001.521)	-TTS (ID=evm.model.Herato2001.521-E2;Parent=evm.model.Herato2001.521)	223	ID=evm.model.Herato2001.521-E2;Parent=evm.model.Herato2001.521								
1624	Herato0701	16589356	16589963	+	0	NA	Intergenic	Intergenic	-3653	ID=evm.model.Herato0701.703-E3;Parent=evm.model.Herato0701.703								
7297	Herato1603	3336241	3336571	+	0	NA	Intergenic	Intergenic	23946	ID=evm.model.Herato1603.89.1-E7;Parent=evm.model.Herato1603.89.1								
4440	Herato1202	3280197	3280709	+	0	NA	Intergenic	Intergenic	5633	ID=evm.model.Herato1202.114-E2;Parent=evm.model.Herato1202.114								
2892	Herato1003	1288865	1289330	+	0	NA	Intergenic	Intergenic	-9783	ID=evm.model.Herato1003.44-E1;Parent=evm.model.Herato1003.44								
7911	Herato1807	4194806	4195935	+	0	NA	Intergenic	Intergenic	-6686	ID=evm.model.Herato1807.90.2-E4;Parent=evm.model.Herato1807.90.2								
1695	Herato1202	2276610	2277007	+	0	NA	Intergenic	Intergenic	5607	ID=evm.model.Herato1202.78.2-E2;Parent=evm.model.Herato1202.78.2								
6950	Herato1507	8188875	8189058	+	0	NA	Intergenic	Intergenic	2701	ID=evm.model.Herato1507.292.1-E2;Parent=evm.model.Herato1507.292.1								
2378	Herato0901	6658761	6658962	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.229.1-E1;Parent=evm.model.Herato0901.229.1)	-promoter-TSS (ID=evm.model.Herato0901.229.1-E1;Parent=evm.model.Herato0901.229.1)	-821	ID=evm.model.Herato0901.229.1-E1;Parent=evm.model.Herato0901.229.1								
2983	Herato1805	1065480	1066495	+	0	NA	Intergenic	Intergenic	-1192	ID=evm.model.Herato1805.58-E28;Parent=evm.model.Herato1805.58								
6665	Herato1904	2117275	2117565	+	0	NA	Intergenic	Intergenic	8480	ID=evm.model.Herato1904.76-E1;Parent=evm.model.Herato1904.76								
6086	Herato0310	6214173	6214584	+	0	NA	Intergenic	Intergenic	28524	ID=evm.model.Herato0310.165.4-E10;Parent=evm.model.Herato0310.165.4								
668	Herato0606	9079907	9080262	+	0	NA	Intergenic	Intergenic	-1221	ID=evm.model.Herato0606.291-E4;Parent=evm.model.Herato0606.291								
5711	Herato1505	1282864	1283145	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.47-E22;Parent=evm.model.Herato1505.47)	-promoter-TSS (ID=evm.model.Herato1505.47-E22;Parent=evm.model.Herato1505.47)	421	ID=evm.model.Herato1505.47.1-E21;Parent=evm.model.Herato1505.47.1								
910	Herato1105	40831	41326	+	0	NA	Intergenic	Intergenic	-10471	ID=evm.model.Herato1105.1-E1;Parent=evm.model.Herato1105.1								
3463	Herato1408	2937510	2937878	+	0	NA	Intergenic	Intergenic	-5005	ID=evm.model.Herato1408.85-E2;Parent=evm.model.Herato1408.85								
7863	Herato0310	5190148	5191176	+	0	NA	Intergenic	Intergenic	-6211	ID=evm.model.Herato0310.127-E1;Parent=evm.model.Herato0310.127								
693	Herato0101	9628465	9629033	+	0	NA	Intergenic	Intergenic	70103	ID=evm.model.Herato0101.285-E4;Parent=evm.model.Herato0101.285								
2701	Herato1001	1629776	1630240	+	0	NA	Intergenic	Intergenic	-2185	ID=evm.model.Herato1001.62-E1;Parent=evm.model.Herato1001.62								
4601	Herato1202	7212930	7213431	+	0	NA	Intergenic	Intergenic	-4163	ID=evm.model.Herato1202.286-E2;Parent=evm.model.Herato1202.286								
8690	Herato1908	2459324	2459718	+	0	NA	TTS (ID=evm.model.Herato1908.92-E2;Parent=evm.model.Herato1908.92)	-TTS (ID=evm.model.Herato1908.92-E2;Parent=evm.model.Herato1908.92)	216	ID=evm.model.Herato1908.92.1-E3;Parent=evm.model.Herato1908.92.1								
8305	Herato0301	4756449	4756760	+	0	NA	Intergenic	Intergenic	-17295	ID=evm.model.Herato0301.117-E1;Parent=evm.model.Herato0301.117								
2309	Herato0901	5084327	5085104	+	0	NA	Intergenic	Intergenic	-2175	ID=evm.model.Herato0901.137-E1;Parent=evm.model.Herato0901.137								
7341	Herato2001	975193	975817	+	0	NA	TTS (ID=evm.model.Herato2001.18.1-E1;Parent=evm.model.Herato2001.18.1)	-TTS (ID=evm.model.Herato2001.18.1-E1;Parent=evm.model.Herato2001.18.1)	104	ID=evm.model.Herato2001.18.1.1-E2;Parent=evm.model.Herato2001.18.1.1								
8235	Herato1904	3237261	3237668	+	0	NA	Intergenic	Intergenic	-1033	ID=evm.model.Herato1904.116-E1;Parent=evm.model.Herato1904.116								
4348	Herato1301	2098026	2098435	+	0	NA	Intergenic	Intergenic	-21328	ID=evm.model.Herato1301.54-E1;Parent=evm.model.Herato1301.54								
6823	Herato0209	680475	680985	+	0	NA	promoter-TSS (ID=evm.model.Herato0209.46-E1;Parent=evm.model.Herato0209.46)	-promoter-TSS (ID=evm.model.Herato0209.46-E1;Parent=evm.model.Herato0209.46)	-859	ID=evm.model.Herato0209.46-E1;Parent=evm.model.Herato0209.46								
4414	Herato1202	2875934	2876066	+	0	NA	Intergenic	Intergenic	-2919	ID=evm.model.Herato1202.96-E2;Parent=evm.model.Herato1202.96								
5065	Herato1701	5530179	5530592	+	0	NA	Intergenic	Intergenic	30545	ID=evm.model.Herato1701.148-E2;Parent=evm.model.Herato1701.148								
4859	Herato1202	13279631	13280050	+	0	NA	Intergenic	Intergenic	2422	ID=evm.model.Herato1202.501-E2;Parent=evm.model.Herato1202.501								
6885	Herato1507	6491188	6491346	+	0	NA	Intergenic	Intergenic	-3580	ID=evm.model.Herato1507.230-E3;Parent=evm.model.Herato1507.230								
2558	Herato0901	11570389	11570702	+	0	NA	Intergenic	Intergenic	-9538	ID=evm.model.Herato0901.347-E2;Parent=evm.model.Herato0901.347								
5923	Herato1301	20062440	20062724	+	0	NA	Intergenic	Intergenic	5043	ID=evm.model.Herato1301.681-E2;Parent=evm.model.Herato1301.681								
4851	Herato2001	6463389	6463617	+	0	NA	Intergenic	Intergenic	24650	ID=evm.model.Herato2001.236-E5;Parent=evm.model.Herato2001.236								
1085	Herato0701	6330346	6330673	+	0	NA	Intergenic	Intergenic	-18964	ID=evm.model.Herato0701.282-E1;Parent=evm.model.Herato0701.282								
1714	Herato0801	39888	40463	+	0	NA	Intergenic	Intergenic	-7446	ID=evm.model.Herato0801.3-E1;Parent=evm.model.Herato0801.3								
8168	Herato0310	5146043	5146204	+	0	NA	Intergenic	Intergenic	-30453	ID=evm.model.Herato0310.126-E1;Parent=evm.model.Herato0310.126								
1403	Herato0701	10991183	10991916	+	0	NA	Intergenic	Intergenic	10787	ID=evm.model.Herato0701.468-E4;Parent=evm.model.Herato0701.468								
1497	Herato1108	11473900	11474352	+	0	NA	TTS (ID=evm.model.Herato1108.492.1-E5;Parent=evm.model.Herato1108.492.1)	-TTS (ID=evm.model.Herato1108.492.1-E5;Parent=evm.model.Herato1108.492.1)	924	ID=evm.model.Herato1108.492.1-E5;Parent=evm.model.Herato1108.492.1								
497	Herato0606	5421101	5421554	+	0	NA	Intergenic	Intergenic	2289	ID=evm.model.Herato0606.181-E3;Parent=evm.model.Herato0606.181								
4236	Herato1108	12410303	12410629	+	0	NA	Intergenic	Intergenic	-6796	ID=evm.model.Herato1108.520-E2;Parent=evm.model.Herato1108.520								
4615	Herato1605	139193	139813	+	0	NA	Intergenic	Intergenic	-1101	ID=evm.model.Herato1605.9-E4;Parent=evm.model.Herato1605.9								
169	Herato0601	2893589	2893820	+	0	NA	promoter-TSS (ID=evm.model.Herato0601.68-E2;Parent=evm.model.Herato0601.68)	-promoter-TSS (ID=evm.model.Herato0601.68-E2;Parent=evm.model.Herato0601.68)	174	ID=evm.model.Herato0601.68-E1;Parent=evm.model.Herato0601.68								
6789	Herato1507	2868390	2868832	+	0	NA	TTS (ID=evm.model.Herato1507.95-E18;Parent=evm.model.Herato1507.95)	-TTS (ID=evm.model.Herato1507.95-E18;Parent=evm.model.Herato1507.95)	1080	ID=evm.model.Herato1507.95-E18;Parent=evm.model.Herato1507.95								
2579	Herato1301	2637837	2638286	+	0	NA	Intergenic	Intergenic	18644	ID=evm.model.Herato1301.64-E2;Parent=evm.model.Herato1301.64								
398	Herato1005	626597	626915	+	0	NA	TTS (ID=evm.model.Herato1005.37-E4;Parent=evm.model.Herato1005.37)	-TTS (ID=evm.model.Herato1005.37-E4;Parent=evm.model.Herato1005.37)	162	ID=evm.model.Herato1005.37-E4;Parent=evm.model.Herato1005.37								
7325	Herato0405	1555124	1555404	+	0	NA	Intergenic	Intergenic	-17146	ID=evm.model.Herato0405.48-E1;Parent=evm.model.Herato0405.48								
3182	Herato1301	20280388	20282067	+	0	NA	Intergenic	Intergenic	11379	ID=evm.model.Herato1301.693.1-E1;Parent=evm.model.Herato1301.693.1								
3934	Herato1505	3322529	3322806	+	0	NA	Intergenic	Intergenic	-5039	ID=evm.model.Herato1505.142-E2;Parent=evm.model.Herato1505.142								
955	Herato0701	3378776	3379356	+	0	NA	Intergenic	Intergenic	66630	ID=evm.model.Herato0701.170-E1;Parent=evm.model.Herato0701.170								
7358	Herato0101	5954234	5954864	+	0	NA	Intergenic	Intergenic	1866	ID=evm.model.Herato0101.171.1-E1;Parent=evm.model.Herato0101.171.1								
1888	Herato1603	4030282	4030583	+	0	NA	promoter-TSS (ID=evm.model.Herato1603.121-E1;Parent=evm.model.Herato1603.121)	-promoter-TSS (ID=evm.model.Herato1603.121-E1;Parent=evm.model.Herato1603.121)	-910	ID=evm.model.Herato1603.121-E1;Parent=evm.model.Herato1603.121								
7692	Herato1805	5802939	5803307	+	0	NA	Intergenic	Intergenic	85729	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
3267	Herato1805	5885428	5886325	+	0	NA	Intergenic	Intergenic	-6814	ID=evm.model.Herato1805.158-E1;Parent=evm.model.Herato1805.158								
4119	Herato1507	6411455	6411728	+	0	NA	Intergenic	Intergenic	-1434	ID=evm.model.Herato1507.230-E1;Parent=evm.model.Herato1507.230								
2647	Herato1001	343263	343447	+	0	NA	Intergenic	Intergenic	5812	ID=evm.model.Herato1001.16-E1;Parent=evm.model.Herato1001.16								
190	Herato0601	3064263	3064733	+	0	NA	Intergenic	Intergenic	-62680	ID=evm.model.Herato0601.74-E1;Parent=evm.model.Herato0601.74								
1808	Herato0801	3583318	3583729	+	0	NA	Intergenic	Intergenic	-31393	ID=evm.model.Herato0801.75.1-E1;Parent=evm.model.Herato0801.75.1								
1739	Herato0101	12187977	12188612	+	0	NA	Intergenic	Intergenic	-12458	ID=evm.model.Herato0101.392-E1;Parent=evm.model.Herato0101.392								
601	Herato0606	7861469	7861682	+	0	NA	Intergenic	Intergenic	-8098	ID=evm.model.Herato0606.262-E1;Parent=evm.model.Herato0606.262								
822	Herato0701	458402	458675	+	0	NA	Intergenic	Intergenic	15383	ID=evm.model.Herato0701.14.4-E2;Parent=evm.model.Herato0701.14.4								
504	Herato0606	5482778	5483181	+	0	NA	Intergenic	Intergenic	9499	ID=evm.model.Herato0606.182.2-E2;Parent=evm.model.Herato0606.182.2								
8249	Herato0419	1925097	1925580	+	0	NA	Intergenic	Intergenic	106630	ID=evm.model.Herato0419.67-E1;Parent=evm.model.Herato0419.67								
7190	Herato0310	3273514	3274209	+	0	NA	Intergenic	Intergenic	-1057	ID=evm.model.Herato0310.65-E7;Parent=evm.model.Herato0310.65								
3177	Herato1301	20157425	20157630	+	0	NA	Intergenic	Intergenic	8863	ID=evm.model.Herato1301.689-E3;Parent=evm.model.Herato1301.689								
3387	Herato1005	4510937	4512065	+	0	NA	Intergenic	Intergenic	-7863	ID=evm.model.Herato1005.218-E1;Parent=evm.model.Herato1005.218								
7617	Herato2001	7379781	7380094	+	0	NA	Intergenic	Intergenic	-5472	ID=evm.model.Herato2001.290.1-E2;Parent=evm.model.Herato2001.290.1								
1966	Herato0817	4400	4550	+	0	NA	Intergenic	Intergenic	-4565	ID=evm.model.Herato0817.1-E1;Parent=evm.model.Herato0817.1								
1665	Herato0701	17896853	17897154	+	0	NA	Intergenic	Intergenic	58916	ID=evm.model.Herato0701.741-E25;Parent=evm.model.Herato0701.741								
8212	Herato1801	2080742	2081191	+	0	NA	Intergenic	Intergenic	-4980	ID=evm.model.Herato1801.88.1-E6;Parent=evm.model.Herato1801.88.1								
5446	Herato1301	6575182	6575359	+	0	NA	TTS (ID=evm.model.Herato1301.239.1-E1;Parent=evm.model.Herato1301.239.1)	-TTS (ID=evm.model.Herato1301.239.1-E1;Parent=evm.model.Herato1301.239.1)	1497	ID=evm.model.Herato1301.239.1-E1;Parent=evm.model.Herato1301.239.1								
3873	Herato1505	2039100	2039743	+	0	NA	Intergenic	Intergenic	-34434	ID=evm.model.Herato1505.84-E1;Parent=evm.model.Herato1505.84								
8005	Herato2101	3380019	3380674	+	0	NA	Intergenic	Intergenic	29088	ID=evm.model.Herato2101.113.1-E11;Parent=evm.model.Herato2101.113.1								
2252	Herato0901	3557551	3558111	+	0	NA	Intergenic	Intergenic	19980	ID=evm.model.Herato0901.91.1-E1;Parent=evm.model.Herato0901.91.1								
5751	Herato1301	16403648	16404205	+	0	NA	Intergenic	Intergenic	7330	ID=evm.model.Herato1301.590-E2;Parent=evm.model.Herato1301.590								
2506	Herato0901	10428758	10429510	+	0	NA	TTS (ID=evm.model.Herato0901.320.1-E1;Parent=evm.model.Herato0901.320.1)	-TTS (ID=evm.model.Herato0901.320.1-E1;Parent=evm.model.Herato0901.320.1)	107	ID=evm.model.Herato0901.320.1-E1;Parent=evm.model.Herato0901.320.1								
8720	Herato0503	7110580	7111255	+	0	NA	Intergenic	Intergenic	-6731	ID=evm.model.Herato0503.258.1-E1;Parent=evm.model.Herato0503.258.1								
6461	Herato1411	4585301	4585498	+	0	NA	Intergenic	Intergenic	3730	ID=evm.model.Herato1411.176-E1;Parent=evm.model.Herato1411.176								
3122	Herato1301	19506229	19507172	+	0	NA	Intergenic	Intergenic	-153351	ID=evm.model.Herato1301.671-E1;Parent=evm.model.Herato1301.671								
3368	Herato1005	3873800	3873988	+	0	NA	Intergenic	Intergenic	-45983	ID=evm.model.Herato1005.186-E1;Parent=evm.model.Herato1005.186								
2401	Herato0901	7358209	7358482	+	0	NA	TTS (ID=evm.model.Herato0901.243-E6;Parent=evm.model.Herato0901.243)	-TTS (ID=evm.model.Herato0901.243-E6;Parent=evm.model.Herato0901.243)	743	ID=evm.model.Herato0901.243-E6;Parent=evm.model.Herato0901.243								
3994	Herato1108	7642618	7643290	+	0	NA	Intergenic	Intergenic	-9117	ID=evm.model.Herato1108.341-E2;Parent=evm.model.Herato1108.341								
1516	Herato0701	14133069	14133260	+	0	NA	Intergenic	Intergenic	9834	ID=evm.model.Herato0701.641.1-E1;Parent=evm.model.Herato0701.641.1								
3733	Herato0101	17507689	17507970	+	0	NA	Intergenic	Intergenic	15041	ID=evm.model.Herato0101.688-E1;Parent=evm.model.Herato0101.688								
6779	Herato1904	4879606	4880167	+	0	NA	Intergenic	Intergenic	-4546	ID=evm.model.Herato1904.167-E2;Parent=evm.model.Herato1904.167								
2053	Herato1202	12555157	12555632	+	0	NA	Intergenic	Intergenic	16855	ID=evm.model.Herato1202.472-E18;Parent=evm.model.Herato1202.472								
4775	Herato1202	11501472	11501796	+	0	NA	Intergenic	Intergenic	-26509	ID=evm.model.Herato1202.453.1-E1;Parent=evm.model.Herato1202.453.1								
7043	Herato1908	845493	845913	+	0	NA	Intergenic	Intergenic	47459	ID=evm.model.Herato1908.28-E1;Parent=evm.model.Herato1908.28								
4904	Herato2001	7714486	7714870	+	0	NA	Intergenic	Intergenic	6620	ID=evm.model.Herato2001.313.2-E18;Parent=evm.model.Herato2001.313.2								
172	Herato0101	8535013	8535304	+	0	NA	TTS (ID=evm.model.Herato0101.255-E2;Parent=evm.model.Herato0101.255)	-TTS (ID=evm.model.Herato0101.255-E2;Parent=evm.model.Herato0101.255)	635	ID=evm.model.Herato0101.255-E2;Parent=evm.model.Herato0101.255								
7648	Herato0301	3868287	3868438	+	0	NA	Intergenic	Intergenic	4536	ID=evm.model.Herato0301.100-E6;Parent=evm.model.Herato0301.100								
5993	Herato1301	21505041	21505315	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.728-E3;Parent=evm.model.Herato1301.728)	-promoter-TSS (ID=evm.model.Herato1301.728-E3;Parent=evm.model.Herato1301.728)	-575	ID=evm.model.Herato1301.728-E3;Parent=evm.model.Herato1301.728								
6332	Herato1411	711436	711934	+	0	NA	Intergenic	Intergenic	-10462	ID=evm.model.Herato1411.20-E3;Parent=evm.model.Herato1411.20								
5431	Herato1301	6329104	6329424	+	0	NA	Intergenic	Intergenic	7640	ID=evm.model.Herato1301.221-E1;Parent=evm.model.Herato1301.221								
4252	Herato1701	8117170	8117417	+	0	NA	Intergenic	Intergenic	1122	ID=evm.model.Herato1701.248-E2;Parent=evm.model.Herato1701.248								
223	Herato0101	8661902	8662536	+	0	NA	Intergenic	Intergenic	11741	ID=evm.model.Herato0101.259.1-E1;Parent=evm.model.Herato0101.259.1								
1043	Herato0701	5373540	5374163	+	0	NA	Intergenic	Intergenic	-5228	ID=evm.model.Herato0701.247-E4;Parent=evm.model.Herato0701.247								
7370	Herato0501	436165	437422	+	0	NA	Intergenic	Intergenic	68124	ID=evm.model.Herato0501.16-E3;Parent=evm.model.Herato0501.16								
4999	Herato2001	9926454	9926941	+	0	NA	Intergenic	Intergenic	-3091	ID=evm.model.Herato2001.395-E1;Parent=evm.model.Herato2001.395								
6014	Herato1507	7479227	7479523	+	0	NA	Intergenic	Intergenic	10925	ID=evm.model.Herato1507.260-E5;Parent=evm.model.Herato1507.260								
4571	Herato1202	6224518	6224860	+	0	NA	TTS (ID=evm.model.Herato1202.257-E10;Parent=evm.model.Herato1202.257)	-TTS (ID=evm.model.Herato1202.257-E10;Parent=evm.model.Herato1202.257)	623	ID=evm.model.Herato1202.257.2-E11;Parent=evm.model.Herato1202.257.2								
1852	Herato0801	4530465	4530676	+	0	NA	Intergenic	Intergenic	3322	ID=evm.model.Herato0801.100-E1;Parent=evm.model.Herato0801.100								
7737	Herato0310	10309218	10309830	+	0	NA	TTS (ID=evm.model.Herato0310.321-E2;Parent=evm.model.Herato0310.321)	-TTS (ID=evm.model.Herato0310.321-E2;Parent=evm.model.Herato0310.321)	878	ID=evm.model.Herato0310.321-E2;Parent=evm.model.Herato0310.321								
5470	Herato1708	2320387	2320710	+	0	NA	promoter-TSS (ID=evm.model.Herato1708.135-E6;Parent=evm.model.Herato1708.135)	-promoter-TSS (ID=evm.model.Herato1708.135-E6;Parent=evm.model.Herato1708.135)	7	ID=evm.model.Herato1708.135.1-E6;Parent=evm.model.Herato1708.135.1								
7956	Herato2001	521363	521992	+	0	NA	Intergenic	Intergenic	-15732	ID=evm.model.Herato2001.12-E2;Parent=evm.model.Herato2001.12								
2248	Herato1202	16921962	16922447	+	0	NA	Intergenic	Intergenic	1309	ID=evm.model.Herato1202.684-E4;Parent=evm.model.Herato1202.684								
6130	Herato1908	1353213	1353359	+	0	NA	Intergenic	Intergenic	6792	ID=evm.model.Herato1908.109-E1;Parent=evm.model.Herato1908.109								
4957	Herato1904	4882911	4883868	+	0	NA	Intergenic	Intergenic	-8049	ID=evm.model.Herato1904.167-E2;Parent=evm.model.Herato1904.167								
5306	Herato1703	1846170	1846783	+	0	NA	Intergenic	Intergenic	1945	ID=evm.model.Herato1703.32.1-E1;Parent=evm.model.Herato1703.32.1								
1417	Herato0701	11203962	11205380	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.475-E1;Parent=evm.model.Herato0701.475)	-promoter-TSS (ID=evm.model.Herato0701.475-E1;Parent=evm.model.Herato0701.475)	-224	ID=evm.model.Herato0701.475-E1;Parent=evm.model.Herato0701.475								
216	Herato0101	8618302	8619070	+	0	NA	Intergenic	Intergenic	3230	ID=evm.model.Herato0101.258-E5;Parent=evm.model.Herato0101.258								
7932	Herato2001	14290401	14290818	+	0	NA	Intergenic	Intergenic	3260	ID=evm.model.Herato2001.563-E2;Parent=evm.model.Herato2001.563								
3351	Herato1005	3073374	3073850	+	0	NA	TTS (ID=evm.model.Herato1005.156-E2;Parent=evm.model.Herato1005.156)	-TTS (ID=evm.model.Herato1005.156-E2;Parent=evm.model.Herato1005.156)	520	ID=evm.model.Herato1005.156-E2;Parent=evm.model.Herato1005.156								
7660	Herato0301	4196935	4197222	+	0	NA	Intergenic	Intergenic	-17779	ID=evm.model.Herato0301.105-E2;Parent=evm.model.Herato0301.105								
5116	Herato1202	18726015	18726295	+	0	NA	Intergenic	Intergenic	-1497	ID=evm.model.Herato1202.757-E6;Parent=evm.model.Herato1202.757								
1951	Herato0801	8514802	8515177	+	0	NA	Intergenic	Intergenic	-3587	ID=evm.model.Herato0801.303-E4;Parent=evm.model.Herato0801.303								
3600	Herato1411	833904	834613	+	0	NA	promoter-TSS (ID=evm.model.Herato1411.21.1-E1;Parent=evm.model.Herato1411.21.1)	-promoter-TSS (ID=evm.model.Herato1411.21.1-E1;Parent=evm.model.Herato1411.21.1)	71	ID=evm.model.Herato1411.21.1-E1;Parent=evm.model.Herato1411.21.1								
