PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_melpUnique_5thup.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_melpUnique_5thup_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
582	Hmel202006	5998893	6000287	+	0	NA	Intergenic	Intergenic	1886	ID=HMEL010273g3.t1-E7;Parent=HMEL010273g3.t1								
3257	Hmel212013	675841	676289	+	0	NA	Intergenic	Intergenic	-10615	ID=HMEL011957g2.t1-E2;Parent=HMEL011957g2.t1								
1884	Hmel207028	107868	108445	+	0	NA	Intergenic	Intergenic	7482	ID=HMEL010451g1.t1-E2;Parent=HMEL010451g1.t1								
5296	Hmel219003	4844588	4846250	+	0	NA	Intergenic	Intergenic	-2412	ID=HMEL013130g1.t2-E1;Parent=HMEL013130g1.t2								
5555	Hmel220003	1215793	1216642	+	0	NA	Intergenic	Intergenic	-44425	ID=HMEL017016g1.t1-E1;Parent=HMEL017016g1.t1								
4868	Hmel218004	385765	386590	+	0	NA	Intergenic	Intergenic	10851	ID=HMEL034244g1.t1-E2;Parent=HMEL034244g1.t1								
5303	Hmel219003	5597367	5599753	+	0	NA	Intergenic	Intergenic	-13177	ID=HMEL016877g1.t1-E1;Parent=HMEL016877g1.t1								
4167	Hmel215047	897586	897910	+	0	NA	Intergenic	Intergenic	6524	ID=HMEL032882g1.t1-E1;Parent=HMEL032882g1.t1								
557	Hmel202006	4595729	4595948	+	0	NA	promoter-TSS (ID=HMEL014046g3.t1-E7;Parent=HMEL014046g3.t1)	-promoter-TSS (ID=HMEL014046g3.t1-E7;Parent=HMEL014046g3.t1)	-285	ID=HMEL014046g3.t1-E7;Parent=HMEL014046g3.t1								
3621	Hmel213049	563196	563647	+	0	NA	Intergenic	Intergenic	-3692	ID=HMEL032072g1.t1-E1;Parent=HMEL032072g1.t1								
2726	Hmel211001	4005	4700	+	0	NA	Intergenic	Intergenic	35989	ID=HMEL015344g1.t1-E1;Parent=HMEL015344g1.t1								
441	Hmel202004	1942674	1943182	+	0	NA	Intergenic	Intergenic	1658	ID=HMEL033240g1.t1-E2;Parent=HMEL033240g1.t1								
6182	Hmel211012	304630	304963	+	0	NA	Intergenic	Intergenic	-5853	ID=HMEL031208g1.t1-E1;Parent=HMEL031208g1.t1								
5653	Hmel220005	1170163	1170434	+	0	NA	Intergenic	Intergenic	-1470	ID=HMEL035072g1.t1-E1;Parent=HMEL035072g1.t1								
4041	Hmel215006	1847058	1847831	+	0	NA	TTS (ID=HMEL032691g1.t1-E2;Parent=HMEL032691g1.t1)	-TTS (ID=HMEL032691g1.t1-E2;Parent=HMEL032691g1.t1)	636	ID=HMEL032691g1.t1-E2;Parent=HMEL032691g1.t1								
3325	Hmel212014	84582	84858	+	0	NA	Intergenic	Intergenic	2080	ID=HMEL014802g3.t1-E1;Parent=HMEL014802g3.t1								
672	Hmel203033	430397	431224	+	0	NA	Intergenic	Intergenic	-10167	ID=HMEL017476g1.t1-E1;Parent=HMEL017476g1.t1								
983	Hmel204036	78342	79147	+	0	NA	Intergenic	Intergenic	-2957	ID=HMEL005005g1.t1-E3;Parent=HMEL005005g1.t1								
4257	Hmel216001	238824	239003	+	0	NA	Intergenic	Intergenic	-6862	ID=HMEL016242g1.t1-E1;Parent=HMEL016242g1.t1								
3806	Hmel214008	591336	591877	+	0	NA	Intergenic	Intergenic	5648	ID=HMEL032318g1.t1-E2;Parent=HMEL032318g1.t1								
3689	Hmel213065	213891	214132	+	0	NA	Intergenic	Intergenic	-13220	ID=HMEL032140g1.t1-E2;Parent=HMEL032140g1.t1								
5858	Hmel221001	295349	295739	+	0	NA	promoter-TSS (ID=HMEL011045-RA-E2;Parent=HMEL011045-RA)	-promoter-TSS (ID=HMEL011045-RA-E2;Parent=HMEL011045-RA)	-1	ID=HMEL011045-RA-E2;Parent=HMEL011045-RA								
4482	Hmel216016	91054	91835	+	0	NA	Intergenic	Intergenic	-1264	ID=HMEL033662g1.t1-E1;Parent=HMEL033662g1.t1								
3496	Hmel213022	2599	4347	+	0	NA	promoter-TSS (ID=HMEL014213g1.t1-E10;Parent=HMEL014213g1.t1)	-promoter-TSS (ID=HMEL014213g1.t1-E10;Parent=HMEL014213g1.t1)	-119	ID=HMEL014213g1.t1-E9;Parent=HMEL014213g1.t1								
5391	Hmel219014	1156344	1156672	+	0	NA	Intergenic	Intergenic	-3205	ID=HMEL005589g1.t1-E1;Parent=HMEL005589g1.t1								
5540	Hmel220003	950445	950613	+	0	NA	Intergenic	Intergenic	-2118	ID=HMEL017007g1.t2-E3;Parent=HMEL017007g1.t2								
751	Hmel203067	420965	421119	+	0	NA	Intergenic	Intergenic	2737	ID=HMEL036139g1.t1-E2;Parent=HMEL036139g1.t1								
1746	Hmel207014	536850	537619	+	0	NA	promoter-TSS (ID=HMEL002406g1.t1-E1;Parent=HMEL002406g1.t1)	-promoter-TSS (ID=HMEL002406g1.t1-E1;Parent=HMEL002406g1.t1)	9	ID=HMEL002406g1.t1-E1;Parent=HMEL002406g1.t1								
4551	Hmel217001	2759643	2759917	+	0	NA	promoter-TSS (ID=HMEL033760g1.t1-E1;Parent=HMEL033760g1.t1)	-promoter-TSS (ID=HMEL033760g1.t1-E1;Parent=HMEL033760g1.t1)	-934	ID=HMEL033760g1.t1-E1;Parent=HMEL033760g1.t1								
4300	Hmel216009	234513	234820	+	0	NA	promoter-TSS (ID=HMEL010221g1.t1-E6;Parent=HMEL010221g1.t1)	-promoter-TSS (ID=HMEL010221g1.t1-E6;Parent=HMEL010221g1.t1)	139	ID=HMEL010221g1.t2-E5;Parent=HMEL010221g1.t2								
3356	Hmel213004	724806	725485	+	0	NA	Intergenic	Intergenic	-2121	ID=HMEL011789g1.t2-E7;Parent=HMEL011789g1.t2								
2167	Hmel209006	479469	480575	+	0	NA	Intergenic	Intergenic	23403	ID=HMEL030350g1.t1-E2;Parent=HMEL030350g1.t1								
1980	Hmel208021	589826	590627	+	0	NA	Intergenic	Intergenic	1560	ID=HMEL037961g1.t1-E4;Parent=HMEL037961g1.t1								
2275	Hmel209007	3709214	3709463	+	0	NA	Intergenic	Intergenic	21070	ID=HMEL013703g1.t1-E5;Parent=HMEL013703g1.t1								
4004	Hmel215006	509175	509463	+	0	NA	Intergenic	Intergenic	-18288	ID=HMEL005802g1.t1-E2;Parent=HMEL005802g1.t1								
4890	Hmel218005	507140	507853	+	0	NA	Intergenic	Intergenic	-1937	ID=HMEL034258g1.t1-E6;Parent=HMEL034258g1.t1								
5024	Hmel218018	2408285	2408930	+	0	NA	promoter-TSS (ID=HMEL017835g1.t1-E1;Parent=HMEL017835g1.t1)	-promoter-TSS (ID=HMEL017835g1.t1-E1;Parent=HMEL017835g1.t1)	-832	ID=HMEL017835g1.t1-E1;Parent=HMEL017835g1.t1								
677	Hmel203033	454499	454902	+	0	NA	Intergenic	Intergenic	-6217	ID=HMEL017477g1.t1-E1;Parent=HMEL017477g1.t1								
5532	Hmel220003	655084	655553	+	0	NA	Intergenic	Intergenic	-16818	ID=HMEL034984g1.t1-E1;Parent=HMEL034984g1.t1								
907	Hmel204013	835488	836319	+	0	NA	Intergenic	Intergenic	-6276	ID=HMEL036401g1.t1-E1;Parent=HMEL036401g1.t1								
5925	Hmel221001	2384145	2384608	+	0	NA	Intergenic	Intergenic	5275	ID=HMEL035471g1.t1-E2;Parent=HMEL035471g1.t1								
1868	Hmel207023	499710	500141	+	0	NA	Intergenic	Intergenic	-12930	ID=HMEL037742g1.t1-E1;Parent=HMEL037742g1.t1								
3480	Hmel213020	910243	910615	+	0	NA	promoter-TSS (ID=HMEL031897g1.t1-E14;Parent=HMEL031897g1.t1)	-promoter-TSS (ID=HMEL031897g1.t1-E14;Parent=HMEL031897g1.t1)	-65	ID=HMEL031897g1.t2-E14;Parent=HMEL031897g1.t2								
3154	Hmel212004	244327	245206	+	0	NA	Intergenic	Intergenic	-8945	ID=HMEL018011g1.t1-E1;Parent=HMEL018011g1.t1								
590	Hmel202006	6175218	6175591	+	0	NA	Intergenic	Intergenic	-8232	ID=HMEL033407g1.t1-E1;Parent=HMEL033407g1.t1								
1210	Hmel205022	616454	616838	+	0	NA	Intergenic	Intergenic	-8278	ID=HMEL013790g1.t1-E1;Parent=HMEL013790g1.t1								
5812	Hmel220017	1022551	1022967	+	0	NA	promoter-TSS (ID=HMEL014842g1.t1-E1;Parent=HMEL014842g1.t1)	-promoter-TSS (ID=HMEL014842g1.t1-E1;Parent=HMEL014842g1.t1)	-419	ID=HMEL014842g1.t1-E1;Parent=HMEL014842g1.t1								
5062	Hmel218018	4081566	4082181	+	0	NA	Intergenic	Intergenic	3429	ID=HMEL006062g1.t1-E1;Parent=HMEL006062g1.t1								
4201	Hmel215047	2190525	2190823	+	0	NA	TTS (ID=HMEL005629g1.t1-E8;Parent=HMEL005629g1.t1)	-TTS (ID=HMEL005629g1.t1-E8;Parent=HMEL005629g1.t1)	914	ID=HMEL005629g1.t1-E8;Parent=HMEL005629g1.t1								
664	Hmel203033	339696	341250	+	0	NA	promoter-TSS (ID=HMEL009870g2.t1-E1;Parent=HMEL009870g2.t1)	-promoter-TSS (ID=HMEL009870g2.t1-E1;Parent=HMEL009870g2.t1)	-315	ID=HMEL009870g2.t1-E1;Parent=HMEL009870g2.t1								
5832	Hmel220022	523243	524168	+	0	NA	Intergenic	Intergenic	3857	ID=HMEL035405g1.t1-E12;Parent=HMEL035405g1.t1								
5639	Hmel220005	692065	694402	+	0	NA	promoter-TSS (ID=HMEL012263g3.t1-E1;Parent=HMEL012263g3.t1)	-promoter-TSS (ID=HMEL012263g3.t1-E1;Parent=HMEL012263g3.t1)	60	ID=HMEL012263g3.t1-E1;Parent=HMEL012263g3.t1								
1790	Hmel207021	460436	460951	+	0	NA	Intergenic	Intergenic	-12854	ID=HMEL037663g1.t1-E1;Parent=HMEL037663g1.t1								
4363	Hmel216011	644974	645794	+	0	NA	Intergenic	Intergenic	8664	ID=HMEL011155g1.t1-E1;Parent=HMEL011155g1.t1								
2264	Hmel209007	2656497	2656715	+	0	NA	Intergenic	Intergenic	-2331	ID=HMEL008857g1.t1-E1;Parent=HMEL008857g1.t1								
79	Hmel201007	836814	837549	+	0	NA	Intergenic	Intergenic	10044	ID=HMEL030097g1.t1-E1;Parent=HMEL030097g1.t1								
3845	Hmel214008	2003139	2003420	+	0	NA	Intergenic	Intergenic	2214	ID=HMEL005009g1.t1-E1;Parent=HMEL005009g1.t1								
1420	Hmel206009	2087485	2088086	+	0	NA	Intergenic	Intergenic	-2733	ID=HMEL010600g1.t1-E1;Parent=HMEL010600g1.t1								
3295	Hmel212013	2790336	2791216	+	0	NA	Intergenic	Intergenic	-10931	ID=HMEL012642g1.t1-E1;Parent=HMEL012642g1.t1								
3437	Hmel213013	101325	101519	+	0	NA	Intergenic	Intergenic	2008	ID=HMEL031837g1.t1-E2;Parent=HMEL031837g1.t1								
352	Hmel201013	21164	21756	+	0	NA	NA	NA	NA	NA								
2502	Hmel210010	157828	158156	+	0	NA	promoter-TSS (ID=HMEL030820g1.t1-E1;Parent=HMEL030820g1.t1)	-promoter-TSS (ID=HMEL030820g1.t1-E1;Parent=HMEL030820g1.t1)	-751	ID=HMEL030820g1.t1-E1;Parent=HMEL030820g1.t1								
3865	Hmel214012	24480	24775	+	0	NA	Intergenic	Intergenic	4144	ID=HMEL017655g1.t1-E1;Parent=HMEL017655g1.t1								
126	Hmel201009	618938	619597	+	0	NA	Intergenic	Intergenic	4045	ID=HMEL030129g1.t1-E2;Parent=HMEL030129g1.t1								
1034	Hmel205005	656908	657168	+	0	NA	Intergenic	Intergenic	-2904	ID=HMEL016273g1.t2-E12;Parent=HMEL016273g1.t2								
2803	Hmel211004	691760	692207	+	0	NA	Intergenic	Intergenic	2268	ID=HMEL015266g1.t2-E1;Parent=HMEL015266g1.t2								
2875	Hmel211004	3984707	3984917	+	0	NA	Intergenic	Intergenic	-4018	ID=HMEL031139g1.t1-E1;Parent=HMEL031139g1.t1								
5819	Hmel220018	38102	38284	+	0	NA	Intergenic	Intergenic	-1349	ID=HMEL035390g1.t1-E1;Parent=HMEL035390g1.t1								
1533	Hmel206019	1846684	1848107	+	0	NA	TTS (ID=HMEL010794g1.t1-E1;Parent=HMEL010794g1.t1)	-TTS (ID=HMEL010794g1.t1-E1;Parent=HMEL010794g1.t1)	-1178	ID=HMEL010794g1.t1-E2;Parent=HMEL010794g1.t1								
3679	Hmel213062	955835	956392	+	0	NA	Intergenic	Intergenic	-15508	ID=HMEL032123g1.t1-E2;Parent=HMEL032123g1.t1								
651	Hmel203030	246544	247832	+	0	NA	promoter-TSS (ID=HMEL036018g1.t1-E4;Parent=HMEL036018g1.t1)	-promoter-TSS (ID=HMEL036018g1.t1-E4;Parent=HMEL036018g1.t1)	-4	ID=HMEL036018g1.t1-E4;Parent=HMEL036018g1.t1								
176	Hmel201009	2961637	2961862	+	0	NA	Intergenic	Intergenic	-2835	ID=HMEL017203g1.t2-E1;Parent=HMEL017203g1.t2								
4660	Hmel217004	4023941	4024144	+	0	NA	promoter-TSS (ID=HMEL017735g1.t1-E6;Parent=HMEL017735g1.t1)	-promoter-TSS (ID=HMEL017735g1.t1-E6;Parent=HMEL017735g1.t1)	-494	ID=HMEL017735g1.t1-E6;Parent=HMEL017735g1.t1								
3145	Hmel212001	6232787	6233479	+	0	NA	Intergenic	Intergenic	-22345	ID=HMEL016387g1.t1-E1;Parent=HMEL016387g1.t1								
947	Hmel204017	1977435	1977613	+	0	NA	Intergenic	Intergenic	7280	ID=HMEL014388g1.t1-E10;Parent=HMEL014388g1.t1								
256	Hmel201011	872906	873382	+	0	NA	Intergenic	Intergenic	6470	ID=HMEL033026g1.t1-E3;Parent=HMEL033026g1.t1								
2810	Hmel211004	998175	998717	+	0	NA	Intergenic	Intergenic	2377	ID=HMEL031048g1.t1-E1;Parent=HMEL031048g1.t1								
5071	Hmel218018	4520358	4520870	+	0	NA	Intergenic	Intergenic	12094	ID=HMEL015549g1.t1-E3;Parent=HMEL015549g1.t1								
920	Hmel204013	1271638	1273169	+	0	NA	Intergenic	Intergenic	7149	ID=HMEL016045g1.t1-E1;Parent=HMEL016045g1.t1								
428	Hmel202004	1138379	1138689	+	0	NA	Intergenic	Intergenic	-1462	ID=HMEL033206g1.t1-E2;Parent=HMEL033206g1.t1								
4840	Hmel218003	1490682	1490897	+	0	NA	Intergenic	Intergenic	3070	ID=HMEL003382g1.t1-E1;Parent=HMEL003382g1.t1								
2305	Hmel209007	5181543	5182751	+	0	NA	Intergenic	Intergenic	-5369	ID=HMEL011590g1.t1-E3;Parent=HMEL011590g1.t1								
4545	Hmel217001	2354557	2355176	+	0	NA	Intergenic	Intergenic	27757	ID=HMEL033746g1.t1-E2;Parent=HMEL033746g1.t1								
4344	Hmel216010	188874	189521	+	0	NA	Intergenic	Intergenic	-5320	ID=HMEL006570g1.t1-E1;Parent=HMEL006570g1.t1								
3758	Hmel213071	166010	166522	+	0	NA	Intergenic	Intergenic	-4937	ID=HMEL032243g1.t1-E1;Parent=HMEL032243g1.t1								
3545	Hmel213027	93359	94056	+	0	NA	Intergenic	Intergenic	-10628	ID=HMEL031965g1.t1-E1;Parent=HMEL031965g1.t1								
5273	Hmel219003	3707438	3708086	+	0	NA	promoter-TSS (ID=HMEL002086g2.t1-E2;Parent=HMEL002086g2.t1)	-promoter-TSS (ID=HMEL002086g2.t1-E2;Parent=HMEL002086g2.t1)	-363	ID=HMEL002086g2.t1-E2;Parent=HMEL002086g2.t1								
500	Hmel202006	3727817	3728431	+	0	NA	Intergenic	Intergenic	1343	ID=HMEL033352g1.t1-E2;Parent=HMEL033352g1.t1								
1221	Hmel205023	11076	11236	+	0	NA	Intergenic	Intergenic	3636	ID=HMEL020352g1.t1-E1;Parent=HMEL020352g1.t1								
6135	Hmel221047	42604	44500	+	0	NA	Intergenic	Intergenic	-3313	ID=HMEL009249g3.t1-E1;Parent=HMEL009249g3.t1								
1200	Hmel205022	384366	385308	+	0	NA	Intergenic	Intergenic	-1366	ID=HMEL036818g1.t1-E1;Parent=HMEL036818g1.t1								
1757	Hmel207015	109279	110027	+	0	NA	promoter-TSS (ID=HMEL037636g1.t1-E4;Parent=HMEL037636g1.t1)	-promoter-TSS (ID=HMEL037636g1.t1-E4;Parent=HMEL037636g1.t1)	257	ID=HMEL037636g1.t1-E3;Parent=HMEL037636g1.t1								
4193	Hmel215047	1583261	1583502	+	0	NA	Intergenic	Intergenic	3416	ID=HMEL032912g1.t1-E4;Parent=HMEL032912g1.t1								
918	Hmel204013	1238741	1239485	+	0	NA	Intergenic	Intergenic	4127	ID=HMEL036411g1.t1-E2;Parent=HMEL036411g1.t1								
1413	Hmel206009	1977971	1978712	+	0	NA	Intergenic	Intergenic	1913	ID=HMEL004097g1.t1-E2;Parent=HMEL004097g1.t1								
5336	Hmel219005	148783	149372	+	0	NA	Intergenic	Intergenic	-3053	ID=HMEL009277g2.t1-E41;Parent=HMEL009277g2.t1								
4386	Hmel216011	1835119	1835335	+	0	NA	Intergenic	Intergenic	6253	ID=HMEL033570g1.t1-E2;Parent=HMEL033570g1.t1								
2107	Hmel209001	924886	925151	+	0	NA	Intergenic	Intergenic	13883	ID=HMEL038230g1.t1-E1;Parent=HMEL038230g1.t1								
1275	Hmel206006	364360	364643	+	0	NA	Intergenic	Intergenic	-63362	ID=HMEL012148g1.t1-E1;Parent=HMEL012148g1.t1								
2211	Hmel209007	400282	400759	+	0	NA	promoter-TSS (ID=HMEL030369g1.t1-E3;Parent=HMEL030369g1.t1)	-promoter-TSS (ID=HMEL030369g1.t1-E3;Parent=HMEL030369g1.t1)	69	ID=HMEL030369g1.t1-E3;Parent=HMEL030369g1.t1								
1598	Hmel207002	1788923	1789547	+	0	NA	Intergenic	Intergenic	2114	ID=HMEL011245g1.t1-E5;Parent=HMEL011245g1.t1								
4941	Hmel218007	1467208	1467891	+	0	NA	Intergenic	Intergenic	1484	ID=HMEL003257g1.t1-E6;Parent=HMEL003257g1.t1								
3453	Hmel213020	31541	31847	+	0	NA	promoter-TSS (ID=HMEL005408g1.t1-E3;Parent=HMEL005408g1.t1)	-promoter-TSS (ID=HMEL005408g1.t1-E3;Parent=HMEL005408g1.t1)	-69	ID=HMEL005408g1.t1-E3;Parent=HMEL005408g1.t1								
1856	Hmel207023	379681	379975	+	0	NA	Intergenic	Intergenic	-4678	ID=HMEL037741g1.t1-E2;Parent=HMEL037741g1.t1								
1491	Hmel206012	299018	299305	+	0	NA	promoter-TSS (ID=HMEL037105g1.t1-E1;Parent=HMEL037105g1.t1)	-promoter-TSS (ID=HMEL037105g1.t1-E1;Parent=HMEL037105g1.t1)	-208	ID=HMEL037105g1.t1-E1;Parent=HMEL037105g1.t1								
1362	Hmel206009	775961	776488	+	0	NA	Intergenic	Intergenic	-30585	ID=HMEL017101g1.t1-E1;Parent=HMEL017101g1.t1								
4155	Hmel215047	518338	518798	+	0	NA	Intergenic	Intergenic	17017	ID=HMEL032869g1.t1-E2;Parent=HMEL032869g1.t1								
1804	Hmel207021	896664	897647	+	0	NA	Intergenic	Intergenic	8720	ID=HMEL037685g1.t1-E1;Parent=HMEL037685g1.t1								
632	Hmel203001	31585	31790	+	0	NA	promoter-TSS (ID=HMEL007076g1.t1-E4;Parent=HMEL007076g1.t1)	-promoter-TSS (ID=HMEL007076g1.t1-E4;Parent=HMEL007076g1.t1)	-447	ID=HMEL007076g1.t1-E4;Parent=HMEL007076g1.t1								
2357	Hmel210004	1056398	1057321	+	0	NA	Intergenic	Intergenic	2572	ID=HMEL011109g1.t1-E10;Parent=HMEL011109g1.t1								
394	Hmel201019	1008538	1009017	+	0	NA	Intergenic	Intergenic	1802	ID=HMEL033129g1.t1-E1;Parent=HMEL033129g1.t1								
1371	Hmel206009	960287	960693	+	0	NA	Intergenic	Intergenic	-40976	ID=HMEL037011g1.t1-E1;Parent=HMEL037011g1.t1								
2484	Hmel210009	262552	262870	+	0	NA	Intergenic	Intergenic	-5342	ID=HMEL030799g1.t1-E1;Parent=HMEL030799g1.t1								
5068	Hmel218018	4375876	4377525	+	0	NA	Intergenic	Intergenic	6238	ID=HMEL015557g1.t1-E3;Parent=HMEL015557g1.t1								
2659	Hmel210011	4680496	4681721	+	0	NA	Intergenic	Intergenic	-4490	ID=HMEL009058g1.t1-E1;Parent=HMEL009058g1.t1								
513	Hmel202006	3951202	3951362	+	0	NA	promoter-TSS (ID=HMEL010631g2.t1-E4;Parent=HMEL010631g2.t1)	-promoter-TSS (ID=HMEL010631g2.t1-E4;Parent=HMEL010631g2.t1)	84	ID=HMEL010631g2.t1-E4;Parent=HMEL010631g2.t1								
4954	Hmel218011	364271	365070	+	0	NA	Intergenic	Intergenic	30876	ID=HMEL034336g1.t1-E1;Parent=HMEL034336g1.t1								
5903	Hmel221001	2032158	2033235	+	0	NA	promoter-TSS (ID=HMEL007283g1.t1-E1;Parent=HMEL007283g1.t1)	-promoter-TSS (ID=HMEL007283g1.t1-E1;Parent=HMEL007283g1.t1)	-133	ID=HMEL007283g1.t1-E1;Parent=HMEL007283g1.t1								
3938	Hmel214024	898505	898698	+	0	NA	Intergenic	Intergenic	-3079	ID=HMEL032538g1.t1-E1;Parent=HMEL032538g1.t1								
50	Hmel201005	681618	681986	+	0	NA	Intergenic	Intergenic	9654	ID=HMEL003139g1.t1-E1;Parent=HMEL003139g1.t1								
2645	Hmel210011	4258117	4258881	+	0	NA	Intergenic	Intergenic	5382	ID=HMEL009085g1.t1-E6;Parent=HMEL009085g1.t1								
1519	Hmel206012	1785713	1786051	+	0	NA	Intergenic	Intergenic	-7410	ID=HMEL037150g1.t1-E3;Parent=HMEL037150g1.t1								
2633	Hmel210011	3963823	3965084	+	0	NA	Intergenic	Intergenic	26863	ID=HMEL030906g1.t1-E2;Parent=HMEL030906g1.t1								
3173	Hmel212006	34851	35007	+	0	NA	Intergenic	Intergenic	-6635	ID=HMEL002712g1.t1-E1;Parent=HMEL002712g1.t1								
797	Hmel203069	912188	912665	+	0	NA	TTS (ID=HMEL036216g1.t1-E7;Parent=HMEL036216g1.t1)	-TTS (ID=HMEL036216g1.t1-E7;Parent=HMEL036216g1.t1)	1141	ID=HMEL036216g1.t1-E7;Parent=HMEL036216g1.t1								
2459	Hmel210004	7339027	7339687	+	0	NA	Intergenic	Intergenic	8679	ID=HMEL004083g1.t1-E2;Parent=HMEL004083g1.t1								
2197	Hmel209006	121708	122503	+	0	NA	Intergenic	Intergenic	-8271	ID=HMEL030343g1.t1-E1;Parent=HMEL030343g1.t1								
3543	Hmel213027	79106	79259	+	0	NA	Intergenic	Intergenic	-4290	ID=HMEL031964g1.t1-E1;Parent=HMEL031964g1.t1								
5570	Hmel220003	1426404	1426802	+	0	NA	promoter-TSS (ID=HMEL017024g1.t1-E30;Parent=HMEL017024g1.t1)	-promoter-TSS (ID=HMEL017024g1.t1-E30;Parent=HMEL017024g1.t1)	80	ID=HMEL017024g1.t1-E30;Parent=HMEL017024g1.t1								
4318	Hmel216009	602700	603388	+	0	NA	Intergenic	Intergenic	8979	ID=HMEL033493g1.t1-E7;Parent=HMEL033493g1.t1								
5207	Hmel219003	1407075	1408137	+	0	NA	Intergenic	Intergenic	3461	ID=HMEL034601g1.t1-E1;Parent=HMEL034601g1.t1								
1236	Hmel205024	620834	621256	+	0	NA	Intergenic	Intergenic	-2930	ID=HMEL012717-RA-E1;Parent=HMEL012717-RA								
5323	Hmel219003	7088019	7088992	+	0	NA	Intergenic	Intergenic	3077	ID=HMEL034705g1.t1-E1;Parent=HMEL034705g1.t1								
2413	Hmel210004	5751244	5752201	+	0	NA	Intergenic	Intergenic	4995	ID=HMEL009006g1.t1-E3;Parent=HMEL009006g1.t1								
645	Hmel203030	163910	164680	+	0	NA	Intergenic	Intergenic	-16769	ID=HMEL036017g1.t1-E1;Parent=HMEL036017g1.t1								
4400	Hmel216011	2433467	2433765	+	0	NA	Intergenic	Intergenic	-7013	ID=HMEL002805g1.t1-E1;Parent=HMEL002805g1.t1								
2566	Hmel210011	1785737	1785971	+	0	NA	promoter-TSS (ID=HMEL006697g1.t1-E2;Parent=HMEL006697g1.t1)	-promoter-TSS (ID=HMEL006697g1.t1-E2;Parent=HMEL006697g1.t1)	-883	ID=HMEL006697g1.t3-E2;Parent=HMEL006697g1.t3								
5493	Hmel219019	432578	433602	+	0	NA	Intergenic	Intergenic	9399	ID=HMEL018010g1.t1-E1;Parent=HMEL018010g1.t1								
1176	Hmel205017	595353	595511	+	0	NA	Intergenic	Intergenic	7134	ID=HMEL036753g1.t1-E1;Parent=HMEL036753g1.t1								
5015	Hmel218018	2077182	2078262	+	0	NA	Intergenic	Intergenic	3597	ID=HMEL016189g1.t1-E1;Parent=HMEL016189g1.t1								
2881	Hmel211004	4028115	4028902	+	0	NA	Intergenic	Intergenic	-9497	ID=HMEL015694g1.t1-E1;Parent=HMEL015694g1.t1								
1039	Hmel205005	806674	807858	+	0	NA	promoter-TSS (ID=HMEL016265g1.t1-E5;Parent=HMEL016265g1.t1)	-promoter-TSS (ID=HMEL016265g1.t1-E5;Parent=HMEL016265g1.t1)	-487	ID=HMEL016265g1.t1-E5;Parent=HMEL016265g1.t1								
1815	Hmel207021	1480397	1480762	+	0	NA	Intergenic	Intergenic	28125	ID=HMEL037701g1.t1-E1;Parent=HMEL037701g1.t1								
3662	Hmel213053	109307	109694	+	0	NA	Intergenic	Intergenic	-55126	ID=HMEL032094g1.t1-E1;Parent=HMEL032094g1.t1								
1005	Hmel205001	377782	378225	+	0	NA	Intergenic	Intergenic	-8089	ID=HMEL036596g1.t1-E1;Parent=HMEL036596g1.t1								
4723	Hmel217018	1057987	1058723	+	0	NA	Intergenic	Intergenic	1481	ID=HMEL022206g1.t1-E3;Parent=HMEL022206g1.t1								
4280	Hmel216006	778023	778577	+	0	NA	promoter-TSS (ID=HMEL009397g1.t1-E2;Parent=HMEL009397g1.t1)	-promoter-TSS (ID=HMEL009397g1.t1-E2;Parent=HMEL009397g1.t1)	-533	ID=HMEL009397g1.t1-E2;Parent=HMEL009397g1.t1								
28	Hmel201002	1969412	1969975	+	0	NA	Intergenic	Intergenic	31182	ID=HMEL002970g1.t1-E3;Parent=HMEL002970g1.t1								
4130	Hmel215044	374379	375967	+	0	NA	promoter-TSS (ID=HMEL013008g1.t1-E12;Parent=HMEL013008g1.t1)	-promoter-TSS (ID=HMEL013008g1.t1-E12;Parent=HMEL013008g1.t1)	534	ID=HMEL013008g1.t2-E11;Parent=HMEL013008g1.t2								
2089	Hmel208051	1714102	1714588	+	0	NA	promoter-TSS (ID=HMEL038187g1.t1-E1;Parent=HMEL038187g1.t1)	-promoter-TSS (ID=HMEL038187g1.t1-E1;Parent=HMEL038187g1.t1)	-836	ID=HMEL038187g1.t1-E1;Parent=HMEL038187g1.t1								
2087	Hmel208051	1701229	1701833	+	0	NA	Intergenic	Intergenic	1520	ID=HMEL038186g1.t1-E2;Parent=HMEL038186g1.t1								
3474	Hmel213020	608608	608804	+	0	NA	promoter-TSS (ID=HMEL010103g1.t1-E4;Parent=HMEL010103g1.t1)	-promoter-TSS (ID=HMEL010103g1.t1-E4;Parent=HMEL010103g1.t1)	-444	ID=HMEL010103g1.t1-E4;Parent=HMEL010103g1.t1								
4575	Hmel217004	689154	689596	+	0	NA	Intergenic	Intergenic	-22242	ID=HMEL033779g1.t1-E1;Parent=HMEL033779g1.t1								
