PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thdown_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_shared_5thdown_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1616	Herato1701	6194257	6194718	+	0	NA	Intergenic	Intergenic	3919	ID=evm.model.Herato1701.174-E1;Parent=evm.model.Herato1701.174								
1583	Herato1701	4129615	4129900	+	0	NA	Intergenic	Intergenic	2977	ID=evm.model.Herato1701.95.2-E1;Parent=evm.model.Herato1701.95.2								
1544	Herato1605	1020493	1020907	+	0	NA	Intergenic	Intergenic	-7234	ID=evm.model.Herato1605.34.1-E1;Parent=evm.model.Herato1605.34.1								
1538	Herato1605	326662	327144	+	0	NA	Intergenic	Intergenic	-2254	ID=evm.model.Herato1605.24-E1;Parent=evm.model.Herato1605.24								
396	Herato0101	12851132	12852201	+	0	NA	Intergenic	Intergenic	-3285	ID=evm.model.Herato0101.435.2-E3;Parent=evm.model.Herato0101.435.2								
258	Herato0101	11090298	11090653	+	0	NA	Intergenic	Intergenic	28195	ID=evm.model.Herato0101.317-E6;Parent=evm.model.Herato0101.317								
1422	Herato1505	2088269	2088845	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.85-E1;Parent=evm.model.Herato1505.85)	-promoter-TSS (ID=evm.model.Herato1505.85-E1;Parent=evm.model.Herato1505.85)	-716	ID=evm.model.Herato1505.85-E1;Parent=evm.model.Herato1505.85								
482	Herato0901	3755816	3756686	+	0	NA	Intergenic	Intergenic	11148	ID=evm.model.Herato0901.93-E2;Parent=evm.model.Herato0901.93								
2620	Herato0503	2535615	2536012	+	0	NA	Intergenic	Intergenic	-9906	ID=evm.model.Herato0503.97.2-E1;Parent=evm.model.Herato0503.97.2								
949	Herato1202	2782547	2782724	+	0	NA	Intergenic	Intergenic	-3922	ID=evm.model.Herato1202.94-E1;Parent=evm.model.Herato1202.94								
499	Herato0901	6058805	6059344	+	0	NA	Intergenic	Intergenic	-2082	ID=evm.model.Herato0901.200.1-E5;Parent=evm.model.Herato0901.200.1								
1047	Herato1202	14310608	14311052	+	0	NA	TTS (ID=evm.model.Herato1202.541-E1;Parent=evm.model.Herato1202.541)	-TTS (ID=evm.model.Herato1202.541-E1;Parent=evm.model.Herato1202.541)	1050	ID=evm.model.Herato1202.541-E1;Parent=evm.model.Herato1202.541								
2138	Herato1908	301234	301715	+	0	NA	Intergenic	Intergenic	-7429	ID=evm.model.Herato1908.15.2-E2;Parent=evm.model.Herato1908.15.2								
1055	Herato1202	14944910	14945757	+	0	NA	Intergenic	Intergenic	-13654	ID=evm.model.Herato1202.576-E1;Parent=evm.model.Herato1202.576								
2447	Herato0101	3802015	3802333	+	0	NA	Intergenic	Intergenic	39163	ID=evm.model.Herato0101.117-E21;Parent=evm.model.Herato0101.117								
1276	Herato1301	18226650	18227839	+	0	NA	Intergenic	Intergenic	-7831	ID=evm.model.Herato1301.629-E1;Parent=evm.model.Herato1301.629								
141	Herato0101	10210384	10210759	+	0	NA	Intergenic	Intergenic	19465	ID=evm.model.Herato0101.296-E2;Parent=evm.model.Herato0101.296								
909	Herato0101	18873261	18873748	+	0	NA	Intergenic	Intergenic	-9685	ID=evm.model.Herato0101.747-E1;Parent=evm.model.Herato0101.747								
2618	Herato0503	1806570	1807200	+	0	NA	Intergenic	Intergenic	-3385	ID=evm.model.Herato0503.66-E2;Parent=evm.model.Herato0503.66								
1124	Herato1202	20226442	20227096	+	0	NA	Intergenic	Intergenic	4354	ID=evm.model.Herato1202.819.2-E12;Parent=evm.model.Herato1202.819.2								
1230	Herato1301	14143923	14144237	+	0	NA	Intergenic	Intergenic	-136975	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
75	Herato0606	3972377	3973354	+	0	NA	Intergenic	Intergenic	-33690	ID=evm.model.Herato0606.122-E1;Parent=evm.model.Herato0606.122								
2588	Herato0411	4772345	4773082	+	0	NA	Intergenic	Intergenic	29837	ID=evm.model.Herato0411.102-E3;Parent=evm.model.Herato0411.102								
1917	Herato0214	667381	667746	+	0	NA	Intergenic	Intergenic	2699	ID=evm.model.Herato0214.42-E3;Parent=evm.model.Herato0214.42								
1163	Herato1301	4251926	4253191	+	0	NA	Intergenic	Intergenic	3604	ID=evm.model.Herato1301.115-E2;Parent=evm.model.Herato1301.115								
450	Herato0901	571687	572423	+	0	NA	Intergenic	Intergenic	4613	ID=evm.model.Herato0901.27-E1;Parent=evm.model.Herato0901.27								
1702	Herato1703	1087515	1088607	+	0	NA	Intergenic	Intergenic	-10797	ID=evm.model.Herato1703.48-E1;Parent=evm.model.Herato1703.48								
1405	Herato1411	6671134	6671533	+	0	NA	Intergenic	Intergenic	-3525	ID=evm.model.Herato1411.246.1-E4;Parent=evm.model.Herato1411.246.1								
1713	Herato1801	933488	936180	+	0	NA	Intergenic	Intergenic	2095	ID=evm.model.Herato1801.46-E13;Parent=evm.model.Herato1801.46								
1060	Herato1202	15078954	15080124	+	0	NA	Intergenic	Intergenic	-25787	ID=evm.model.Herato1202.577-E1;Parent=evm.model.Herato1202.577								
2420	Herato2101	8020137	8021547	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.281-E6;Parent=evm.model.Herato2101.281)	-promoter-TSS (ID=evm.model.Herato2101.281-E6;Parent=evm.model.Herato2101.281)	-796	ID=evm.model.Herato2101.281-E6;Parent=evm.model.Herato2101.281								
2104	Herato1904	8319108	8319873	+	0	NA	Intergenic	Intergenic	-20894	ID=evm.model.Herato1904.276-E2;Parent=evm.model.Herato1904.276								
2126	Herato1906	1064738	1065631	+	0	NA	Intergenic	Intergenic	17217	ID=evm.model.Herato1906.29-E1;Parent=evm.model.Herato1906.29								
900	Herato1108	12554181	12554585	+	0	NA	Intergenic	Intergenic	10394	ID=evm.model.Herato1108.526-E2;Parent=evm.model.Herato1108.526								
318	Herato0701	16260745	16261070	+	0	NA	Intergenic	Intergenic	68018	ID=evm.model.Herato0701.699-E5;Parent=evm.model.Herato0701.699								
1729	Herato1801	2507180	2507451	+	0	NA	promoter-TSS (ID=evm.model.Herato1801.90-E1;Parent=evm.model.Herato1801.90)	-promoter-TSS (ID=evm.model.Herato1801.90-E1;Parent=evm.model.Herato1801.90)	-46	ID=evm.model.Herato1801.90-E1;Parent=evm.model.Herato1801.90								
2526	Herato0310	7801592	7802645	+	0	NA	Intergenic	Intergenic	-1428	ID=evm.model.Herato0310.207.12-E5;Parent=evm.model.Herato0310.207.12								
972	Herato1202	3861393	3862574	+	0	NA	Intergenic	Intergenic	-2264	ID=evm.model.Herato1202.138-E2;Parent=evm.model.Herato1202.138								
473	Herato0901	2186551	2187089	+	0	NA	Intergenic	Intergenic	9111	ID=evm.model.Herato0901.75-E2;Parent=evm.model.Herato0901.75								
2572	Herato0411	1414451	1415218	+	0	NA	TTS (ID=evm.model.Herato0411.29-E5;Parent=evm.model.Herato0411.29)	-TTS (ID=evm.model.Herato0411.29-E5;Parent=evm.model.Herato0411.29)	1047	ID=evm.model.Herato0411.29-E5;Parent=evm.model.Herato0411.29								
1774	Herato1805	404370	404967	+	0	NA	promoter-TSS (ID=evm.model.Herato1805.23-E14;Parent=evm.model.Herato1805.23)	-promoter-TSS (ID=evm.model.Herato1805.23-E14;Parent=evm.model.Herato1805.23)	-177	ID=evm.model.Herato1805.23.3-E14;Parent=evm.model.Herato1805.23.3								
3	Herato0508	779975	781017	+	0	NA	Intergenic	Intergenic	5475	ID=evm.model.Herato0508.43-E2;Parent=evm.model.Herato0508.43								
248	Herato0701	8950381	8950894	+	0	NA	Intergenic	Intergenic	84522	ID=evm.model.Herato0701.375-E9;Parent=evm.model.Herato0701.375								
146	Herato0701	1064626	1065357	+	0	NA	Intergenic	Intergenic	16794	ID=evm.model.Herato0701.39-E4;Parent=evm.model.Herato0701.39								
1351	Herato1408	1611216	1611511	+	0	NA	Intergenic	Intergenic	-27693	ID=evm.model.Herato1408.52-E1;Parent=evm.model.Herato1408.52								
2396	Herato2101	2736575	2736856	+	0	NA	Intergenic	Intergenic	-8499	ID=evm.model.Herato2101.101.3-E1;Parent=evm.model.Herato2101.101.3								
356	Herato0801	1877185	1877864	+	0	NA	promoter-TSS (ID=evm.model.Herato0801.39-E6;Parent=evm.model.Herato0801.39)	-promoter-TSS (ID=evm.model.Herato0801.39-E6;Parent=evm.model.Herato0801.39)	60	ID=evm.model.Herato0801.39.2-E6;Parent=evm.model.Herato0801.39.2								
802	Herato1108	4611285	4611721	+	0	NA	Intergenic	Intergenic	15894	ID=evm.model.Herato1108.179-E1;Parent=evm.model.Herato1108.179								
2063	Herato1904	4776993	4777395	+	0	NA	Intergenic	Intergenic	-26384	ID=evm.model.Herato1904.162-E1;Parent=evm.model.Herato1904.162								
528	Herato0901	9108806	9109356	+	0	NA	Intergenic	Intergenic	-7980	ID=evm.model.Herato0901.297-E2;Parent=evm.model.Herato0901.297								
164	Herato0701	3084492	3084961	+	0	NA	Intergenic	Intergenic	31350	ID=evm.model.Herato0701.166-E5;Parent=evm.model.Herato0701.166								
807	Herato0101	17984400	17984652	+	0	NA	Intergenic	Intergenic	35548	ID=evm.model.Herato0101.718-E4;Parent=evm.model.Herato0101.718								
2040	Herato1904	2698140	2698488	+	0	NA	Intergenic	Intergenic	-23065	ID=evm.model.Herato1904.88-E1;Parent=evm.model.Herato1904.88								
2678	Herato0503	8485197	8485579	+	0	NA	Intergenic	Intergenic	32264	ID=evm.model.Herato0503.332-E2;Parent=evm.model.Herato0503.332								
2632	Herato0101	7375907	7376468	+	0	NA	Intergenic	Intergenic	-7067	ID=evm.model.Herato0101.228.4-E1;Parent=evm.model.Herato0101.228.4								
1049	Herato1202	14617808	14618549	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.567-E3;Parent=evm.model.Herato1202.567)	-promoter-TSS (ID=evm.model.Herato1202.567-E3;Parent=evm.model.Herato1202.567)	-114	ID=evm.model.Herato1202.567.2.3-E3;Parent=evm.model.Herato1202.567.2.3								
882	Herato1108	11892548	11894282	+	0	NA	Intergenic	Intergenic	-7803	ID=evm.model.Herato1108.507-E2;Parent=evm.model.Herato1108.507								
1050	Herato1202	14618806	14618980	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.567-E3;Parent=evm.model.Herato1202.567)	-promoter-TSS (ID=evm.model.Herato1202.567-E3;Parent=evm.model.Herato1202.567)	-829	ID=evm.model.Herato1202.567.2.3-E3;Parent=evm.model.Herato1202.567.2.3								
1488	Herato1601	4439524	4440652	+	0	NA	Intergenic	Intergenic	-8379	ID=evm.model.Herato1601.84-E2;Parent=evm.model.Herato1601.84								
560	Herato1001	1321103	1321887	+	0	NA	promoter-TSS (ID=evm.model.Herato1001.51-E12;Parent=evm.model.Herato1001.51)	-promoter-TSS (ID=evm.model.Herato1001.51-E12;Parent=evm.model.Herato1001.51)	-559	ID=evm.model.Herato1001.51-E12;Parent=evm.model.Herato1001.51								
798	Herato1108	4068216	4068978	+	0	NA	Intergenic	Intergenic	10043	ID=evm.model.Herato1108.155-E3;Parent=evm.model.Herato1108.155								
898	Herato1108	12399489	12400717	+	0	NA	Intergenic	Intergenic	3567	ID=evm.model.Herato1108.520-E2;Parent=evm.model.Herato1108.520								
1031	Herato0101	20353970	20354804	+	0	NA	Intergenic	Intergenic	52108	ID=evm.model.Herato0101.780-E1;Parent=evm.model.Herato0101.780								
1273	Herato1301	18178630	18179653	+	0	NA	Intergenic	Intergenic	-4844	ID=evm.model.Herato1301.629-E5;Parent=evm.model.Herato1301.629								
2516	Herato0310	5718361	5718909	+	0	NA	Intergenic	Intergenic	-5794	ID=evm.model.Herato0310.132-E1;Parent=evm.model.Herato0310.132								
451	Herato0901	643469	643829	+	0	NA	Intergenic	Intergenic	11484	ID=evm.model.Herato0901.30-E2;Parent=evm.model.Herato0901.30								
2616	Herato0503	1442108	1442417	+	0	NA	TTS (ID=evm.model.Herato0503.47-E7;Parent=evm.model.Herato0503.47)	-TTS (ID=evm.model.Herato0503.47-E7;Parent=evm.model.Herato0503.47)	143	ID=evm.model.Herato0503.47-E9;Parent=evm.model.Herato0503.47								
454	Herato0901	822937	823710	+	0	NA	Intergenic	Intergenic	12399	ID=evm.model.Herato0901.36-E5;Parent=evm.model.Herato0901.36								
2538	Herato0310	10103932	10104136	+	0	NA	Intergenic	Intergenic	4080	ID=evm.model.Herato0310.308-E1;Parent=evm.model.Herato0310.308								
1364	Herato1408	4515103	4515400	+	0	NA	Intergenic	Intergenic	-2410	ID=evm.model.Herato1408.165-E1;Parent=evm.model.Herato1408.165								
1408	Herato1411	6761976	6763348	+	0	NA	Intergenic	Intergenic	-2965	ID=evm.model.Herato1411.250-E1;Parent=evm.model.Herato1411.250								
2448	Herato0301	2983464	2984286	+	0	NA	Intergenic	Intergenic	-7860	ID=evm.model.Herato0301.72-E2;Parent=evm.model.Herato0301.72								
634	Herato1003	6022474	6022730	+	0	NA	Intergenic	Intergenic	13401	ID=evm.model.Herato1003.199.1-E2;Parent=evm.model.Herato1003.199.1								
578	Herato1001	4621134	4621513	+	0	NA	Intergenic	Intergenic	16769	ID=evm.model.Herato1001.159-E5;Parent=evm.model.Herato1001.159								
2551	Herato0401	1656886	1657359	+	0	NA	Intergenic	Intergenic	22149	ID=evm.model.Herato0401.41-E7;Parent=evm.model.Herato0401.41								
695	Herato1005	3865014	3865683	+	0	NA	Intergenic	Intergenic	-37437	ID=evm.model.Herato1005.186-E1;Parent=evm.model.Herato1005.186								
978	Herato1202	4919469	4919644	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.189-E2;Parent=evm.model.Herato1202.189)	-promoter-TSS (ID=evm.model.Herato1202.189-E2;Parent=evm.model.Herato1202.189)	96	ID=evm.model.Herato1202.189-E2;Parent=evm.model.Herato1202.189								
2144	Herato1908	630823	631494	+	0	NA	promoter-TSS (ID=evm.model.Herato1908.26-E5;Parent=evm.model.Herato1908.26)	-promoter-TSS (ID=evm.model.Herato1908.26-E5;Parent=evm.model.Herato1908.26)	-639	ID=evm.model.Herato1908.26-E5;Parent=evm.model.Herato1908.26								
325	Herato0701	16455502	16456207	+	0	NA	Intergenic	Intergenic	47882	ID=evm.model.Herato0701.701-E4;Parent=evm.model.Herato0701.701								
378	Herato0101	12695006	12695689	+	0	NA	Intergenic	Intergenic	4705	ID=evm.model.Herato0101.427.2-E6;Parent=evm.model.Herato0101.427.2								
889	Herato1108	11972867	11973564	+	0	NA	Intergenic	Intergenic	-10293	ID=evm.model.Herato1108.512-E2;Parent=evm.model.Herato1108.512								
1233	Herato1301	14220983	14221758	+	0	NA	Intergenic	Intergenic	-59685	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
540	Herato0101	14702693	14702929	+	0	NA	Intergenic	Intergenic	-24261	ID=evm.model.Herato0101.526-E1;Parent=evm.model.Herato0101.526								
1162	Herato1301	4216986	4217228	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.115-E4;Parent=evm.model.Herato1301.115)	-promoter-TSS (ID=evm.model.Herato1301.115-E4;Parent=evm.model.Herato1301.115)	-859	ID=evm.model.Herato1301.115-E4;Parent=evm.model.Herato1301.115								
1615	Herato1701	6191540	6191728	+	0	NA	Intergenic	Intergenic	-1829	ID=evm.model.Herato1701.174-E2;Parent=evm.model.Herato1701.174								
211	Herato0701	7979207	7979955	+	0	NA	TTS (ID=evm.model.Herato0701.361-E4;Parent=evm.model.Herato0701.361)	-TTS (ID=evm.model.Herato0701.361-E4;Parent=evm.model.Herato0701.361)	1021	ID=evm.model.Herato0701.361-E4;Parent=evm.model.Herato0701.361								
684	Herato1005	2629940	2630617	+	0	NA	Intergenic	Intergenic	9725	ID=evm.model.Herato1005.222-E2;Parent=evm.model.Herato1005.222								
2073	Herato1904	4975359	4976096	+	0	NA	Intergenic	Intergenic	1840	ID=evm.model.Herato1904.170-E9;Parent=evm.model.Herato1904.170								
1732	Herato1801	2809582	2810167	+	0	NA	Intergenic	Intergenic	-48693	ID=evm.model.Herato1801.98-E1;Parent=evm.model.Herato1801.98								
861	Herato1108	10040540	10041979	+	0	NA	Intergenic	Intergenic	21042	ID=evm.model.Herato1108.449-E1;Parent=evm.model.Herato1108.449								
337	Herato0701	17913946	17914427	+	0	NA	Intergenic	Intergenic	56043	ID=evm.model.Herato0701.743-E3;Parent=evm.model.Herato0701.743								
2406	Herato2101	6071527	6072069	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.211-E15;Parent=evm.model.Herato2101.211)	-promoter-TSS (ID=evm.model.Herato2101.211-E15;Parent=evm.model.Herato2101.211)	-176	ID=evm.model.Herato2101.211-E15;Parent=evm.model.Herato2101.211								
76	Herato0606	3973777	3974084	+	0	NA	Intergenic	Intergenic	-34755	ID=evm.model.Herato0606.122-E1;Parent=evm.model.Herato0606.122								
1924	Herato1807	1661422	1661962	+	0	NA	TTS (ID=evm.model.Herato1807.36-E3;Parent=evm.model.Herato1807.36)	-TTS (ID=evm.model.Herato1807.36-E3;Parent=evm.model.Herato1807.36)	1059	ID=evm.model.Herato1807.36-E3;Parent=evm.model.Herato1807.36								
982	Herato1202	5009074	5009428	+	0	NA	Intergenic	Intergenic	-24098	ID=evm.model.Herato1202.191_evm.model.Herato1202.192-E1;Parent=evm.model.Herato1202.191_evm.model.Herato1202.192								
571	Herato1001	3603261	3604234	+	0	NA	Intergenic	Intergenic	-10507	ID=evm.model.Herato1001.118-E2;Parent=evm.model.Herato1001.118								
1214	Herato1301	12145204	12145693	+	0	NA	Intergenic	Intergenic	7640	ID=evm.model.Herato1301.479-E1;Parent=evm.model.Herato1301.479								
1190	Herato1301	8135462	8135849	+	0	NA	Intergenic	Intergenic	4106	ID=evm.model.Herato1301.341.1-E23;Parent=evm.model.Herato1301.341.1								
2592	Herato0411	4959586	4960238	+	0	NA	Intergenic	Intergenic	2703	ID=evm.model.Herato0411.109-E1;Parent=evm.model.Herato0411.109								
389	Herato0101	12783887	12784145	+	0	NA	Intergenic	Intergenic	-8091	ID=evm.model.Herato0101.433-E4;Parent=evm.model.Herato0101.433								
1660	Herato1701	9518541	9519306	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.314-E1;Parent=evm.model.Herato1701.314)	-promoter-TSS (ID=evm.model.Herato1701.314-E1;Parent=evm.model.Herato1701.314)	-97	ID=evm.model.Herato1701.314-E1;Parent=evm.model.Herato1701.314								
1171	Herato1301	5599324	5599617	+	0	NA	Intergenic	Intergenic	3147	ID=evm.model.Herato1301.199-E1;Parent=evm.model.Herato1301.199								
1345	Herato1408	784630	784923	+	0	NA	Intergenic	Intergenic	44899	ID=evm.model.Herato1408.26-E3;Parent=evm.model.Herato1408.26								
2290	Herato2001	8462371	8462599	+	0	NA	Intergenic	Intergenic	15681	ID=evm.model.Herato2001.357-E1;Parent=evm.model.Herato2001.357								
966	Herato1202	3669853	3670643	+	0	NA	Intergenic	Intergenic	-9560	ID=evm.model.Herato1202.124-E1;Parent=evm.model.Herato1202.124								
1123	Herato1202	20122405	20122955	+	0	NA	Intergenic	Intergenic	-8926	ID=evm.model.Herato1202.812.1-E2;Parent=evm.model.Herato1202.812.1								
2314	Herato2001	9755193	9755733	+	0	NA	Intergenic	Intergenic	-80422	ID=evm.model.Herato2001.394-E1;Parent=evm.model.Herato2001.394								
2216	Herato2001	2403655	2403986	+	0	NA	Intergenic	Intergenic	4656	ID=evm.model.Herato2001.64.4-E10;Parent=evm.model.Herato2001.64.4								
992	Herato0101	19914719	19915735	+	0	NA	Intergenic	Intergenic	1327	ID=evm.model.Herato0101.768-E1;Parent=evm.model.Herato0101.768								
236	Herato0701	8722633	8723038	+	0	NA	Intergenic	Intergenic	27066	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
758	Herato1007	3503044	3503680	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.130-E3;Parent=evm.model.Herato1007.130)	-promoter-TSS (ID=evm.model.Herato1007.130-E3;Parent=evm.model.Herato1007.130)	100	ID=evm.model.Herato1007.130-E3;Parent=evm.model.Herato1007.130								
1954	Herato1807	3284747	3285124	+	0	NA	Intergenic	Intergenic	23173	ID=evm.model.Herato1807.63-E5;Parent=evm.model.Herato1807.63								
218	Herato0701	8253712	8254019	+	0	NA	Intergenic	Intergenic	13259	ID=evm.model.Herato0701.366-E6;Parent=evm.model.Herato0701.366								
706	Herato1007	594240	594881	+	0	NA	Intergenic	Intergenic	-10834	ID=evm.model.Herato1007.8-E2;Parent=evm.model.Herato1007.8								
14	Herato0601	1055801	1056450	+	0	NA	Intergenic	Intergenic	-62966	ID=evm.model.Herato0601.11-E1;Parent=evm.model.Herato0601.11								
2345	Herato2001	12138967	12139314	+	0	NA	Intergenic	Intergenic	-14034	ID=evm.model.Herato2001.465-E1;Parent=evm.model.Herato2001.465								
2587	Herato0411	4697880	4698280	+	0	NA	Intergenic	Intergenic	104470	ID=evm.model.Herato0411.102-E3;Parent=evm.model.Herato0411.102								
1608	Herato1701	5563783	5564037	+	0	NA	Intergenic	Intergenic	-1036	ID=evm.model.Herato1701.148-E1;Parent=evm.model.Herato1701.148								
2328	Herato2001	10920261	10920423	+	0	NA	TTS (ID=evm.model.Herato2001.421-E5;Parent=evm.model.Herato2001.421)	-TTS (ID=evm.model.Herato2001.421-E5;Parent=evm.model.Herato2001.421)	959	ID=evm.model.Herato2001.421-E5;Parent=evm.model.Herato2001.421								
2567	Herato0411	1086096	1086561	+	0	NA	Intergenic	Intergenic	-3580	ID=evm.model.Herato0411.19-E4;Parent=evm.model.Herato0411.19								
2474	Herato0310	603093	603457	+	0	NA	Intergenic	Intergenic	-6578	ID=evm.model.Herato0310.13-E1;Parent=evm.model.Herato0310.13								
234	Herato0701	8700580	8701060	+	0	NA	Intergenic	Intergenic	49081	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
594	Herato0101	15551719	15552229	+	0	NA	Intergenic	Intergenic	-13446	ID=evm.model.Herato0101.572-E1;Parent=evm.model.Herato0101.572								
1438	Herato1505	2915820	2916331	+	0	NA	Intergenic	Intergenic	-2947	ID=evm.model.Herato1505.124.1-E1;Parent=evm.model.Herato1505.124.1								
1903	Herato1807	850264	852017	+	0	NA	Intergenic	Intergenic	-9087	ID=evm.model.Herato1807.14-E2;Parent=evm.model.Herato1807.14								
2188	Herato2001	1341734	1342953	+	0	NA	Intergenic	Intergenic	-11164	ID=evm.model.Herato2001.22.2-E1;Parent=evm.model.Herato2001.22.2								
1778	Herato1805	738992	739502	+	0	NA	promoter-TSS (ID=evm.model.Herato1805.50-E5;Parent=evm.model.Herato1805.50)	-promoter-TSS (ID=evm.model.Herato1805.50-E5;Parent=evm.model.Herato1805.50)	148	ID=evm.model.Herato1805.50.2-E5;Parent=evm.model.Herato1805.50.2								
2339	Herato2001	11797101	11797420	+	0	NA	Intergenic	Intergenic	4890	ID=evm.model.Herato2001.446-E6;Parent=evm.model.Herato2001.446								
1859	Herato1805	5243643	5244377	+	0	NA	promoter-TSS (ID=evm.model.Herato1805.135-E5;Parent=evm.model.Herato1805.135)	-promoter-TSS (ID=evm.model.Herato1805.135-E5;Parent=evm.model.Herato1805.135)	-649	ID=evm.model.Herato1805.135.2-E6;Parent=evm.model.Herato1805.135.2								
160	Herato0701	2691804	2693143	+	0	NA	Intergenic	Intergenic	-2962	ID=evm.model.Herato0701.151_evm.model.Herato0701.150-E3;Parent=evm.model.Herato0701.151_evm.model.Herato0701.150								
