PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thup_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_shared_5thup_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
515	Herato1003	7180343	7181636	+	0	NA	promoter-TSS (ID=evm.model.Herato1003.262-E6;Parent=evm.model.Herato1003.262)	-promoter-TSS (ID=evm.model.Herato1003.262-E6;Parent=evm.model.Herato1003.262)	-137	ID=evm.model.Herato1003.262-E6;Parent=evm.model.Herato1003.262								
1525	Herato1805	10001744	10002133	+	0	NA	Intergenic	Intergenic	79634	ID=evm.model.Herato1805.291-E2;Parent=evm.model.Herato1805.291								
1242	Herato1603	1953055	1953966	+	0	NA	Intergenic	Intergenic	-41786	ID=evm.model.Herato1603.58-E1;Parent=evm.model.Herato1603.58								
138	Herato0701	449613	449929	+	0	NA	Intergenic	Intergenic	-8627	ID=evm.model.Herato0701.14.6-E1;Parent=evm.model.Herato0701.14.6								
1107	Herato1408	2711697	2712202	+	0	NA	Intergenic	Intergenic	3804	ID=evm.model.Herato1408.74-E4;Parent=evm.model.Herato1408.74								
1208	Herato1507	7084708	7084980	+	0	NA	Intergenic	Intergenic	-37221	ID=evm.model.Herato1507.249.1-E1;Parent=evm.model.Herato1507.249.1								
1874	Herato2101	4879907	4880426	+	0	NA	Intergenic	Intergenic	-20944	ID=evm.model.Herato2101.159-E3;Parent=evm.model.Herato2101.159								
1803	Herato2001	11300211	11300860	+	0	NA	Intergenic	Intergenic	-1435	ID=evm.model.Herato2001.431.1-E3;Parent=evm.model.Herato2001.431.1								
724	Herato1108	11352753	11353099	+	0	NA	Intergenic	Intergenic	-10656	ID=evm.model.Herato1108.490-E1;Parent=evm.model.Herato1108.490								
1201	Herato1507	6487889	6488129	+	0	NA	Intergenic	Intergenic	-6838	ID=evm.model.Herato1507.230-E3;Parent=evm.model.Herato1507.230								
519	Herato1005	434847	435040	+	0	NA	Intergenic	Intergenic	13999	ID=evm.model.Herato1005.32-E16;Parent=evm.model.Herato1005.32								
1195	Herato1507	4646639	4646981	+	0	NA	Intergenic	Intergenic	-24894	ID=evm.model.Herato1507.157-E1;Parent=evm.model.Herato1507.157								
17	Herato0601	1112240	1112385	+	0	NA	Intergenic	Intergenic	-6779	ID=evm.model.Herato0601.11-E1;Parent=evm.model.Herato0601.11								
1327	Herato1701	6111880	6112257	+	0	NA	Intergenic	Intergenic	7649	ID=evm.model.Herato1701.167-E1;Parent=evm.model.Herato1701.167								
1274	Herato1605	116343	117224	+	0	NA	promoter-TSS (ID=evm.model.Herato1605.7-E1;Parent=evm.model.Herato1605.7)	-promoter-TSS (ID=evm.model.Herato1605.7-E1;Parent=evm.model.Herato1605.7)	-209	ID=evm.model.Herato1605.7-E1;Parent=evm.model.Herato1605.7								
110	Herato0606	7010057	7010924	+	0	NA	Intergenic	Intergenic	-10832	ID=evm.model.Herato0606.238-E2;Parent=evm.model.Herato0606.238								
333	Herato0801	838296	838571	+	0	NA	Intergenic	Intergenic	114886	ID=evm.model.Herato0801.17-E17;Parent=evm.model.Herato0801.17								
1995	Herato0310	8603305	8604190	+	0	NA	Intergenic	Intergenic	6272	ID=evm.model.Herato0310.229-E1;Parent=evm.model.Herato0310.229								
646	Herato0101	17745319	17746594	+	0	NA	Intergenic	Intergenic	-49685	ID=evm.model.Herato0101.703-E1;Parent=evm.model.Herato0101.703								
446	Herato0901	9815376	9815743	+	0	NA	Intergenic	Intergenic	4251	ID=evm.model.Herato0901.305-E12;Parent=evm.model.Herato0901.305								
1220	Herato1507	9625642	9625969	+	0	NA	Intergenic	Intergenic	-2533	ID=evm.model.Herato1507.323-E1;Parent=evm.model.Herato1507.323								
1582	Herato1807	3584545	3585565	+	0	NA	Intergenic	Intergenic	-1021	ID=evm.model.Herato1807.66.1-E8;Parent=evm.model.Herato1807.66.1								
1599	Herato1901	2951130	2952430	+	0	NA	promoter-TSS (ID=evm.model.Herato1901.96-E1;Parent=evm.model.Herato1901.96)	-promoter-TSS (ID=evm.model.Herato1901.96-E1;Parent=evm.model.Herato1901.96)	-126	ID=evm.model.Herato1901.96-E1;Parent=evm.model.Herato1901.96								
1149	Herato1411	6557358	6557662	+	0	NA	Intergenic	Intergenic	8758	ID=evm.model.Herato1411.243-E1;Parent=evm.model.Herato1411.243								
1087	Herato1301	21854061	21854354	+	0	NA	Intergenic	Intergenic	-1932	ID=evm.model.Herato1301.740-E1;Parent=evm.model.Herato1301.740								
1288	Herato0211	92882	93162	+	0	NA	Intergenic	Intergenic	3555	ID=evm.model.Herato0211.1-E5;Parent=evm.model.Herato0211.1								
810	Herato0101	19900481	19901307	+	0	NA	Intergenic	Intergenic	-13006	ID=evm.model.Herato0101.768-E1;Parent=evm.model.Herato0101.768								
1238	Herato0209	1001037	1001592	+	0	NA	Intergenic	Intergenic	6253	ID=evm.model.Herato0209.65-E2;Parent=evm.model.Herato0209.65								
33	Herato0601	3394802	3395379	+	0	NA	Intergenic	Intergenic	-8438	ID=evm.model.Herato0601.80-E1;Parent=evm.model.Herato0601.80								
1587	Herato1807	4026988	4028288	+	0	NA	Intergenic	Intergenic	-9070	ID=evm.model.Herato1807.85-E2;Parent=evm.model.Herato1807.85								
1559	Herato1807	2262322	2262736	+	0	NA	Intergenic	Intergenic	-7777	ID=evm.model.Herato1807.42.2-E1;Parent=evm.model.Herato1807.42.2								
7	Herato0508	1848062	1848675	+	0	NA	promoter-TSS (ID=evm.model.Herato0508.67-E1;Parent=evm.model.Herato0508.67)	-promoter-TSS (ID=evm.model.Herato0508.67-E1;Parent=evm.model.Herato0508.67)	75	ID=evm.model.Herato0508.67.2-E1;Parent=evm.model.Herato0508.67.2								
1793	Herato2001	8646221	8646830	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.366-E8;Parent=evm.model.Herato2001.366)	-promoter-TSS (ID=evm.model.Herato2001.366-E8;Parent=evm.model.Herato2001.366)	-51	ID=evm.model.Herato2001.366.1-E5;Parent=evm.model.Herato2001.366.1								
227	Herato0701	9185699	9185971	+	0	NA	Intergenic	Intergenic	38353	ID=evm.model.Herato0701.388-E13;Parent=evm.model.Herato0701.388								
1701	Herato1910	3443533	3443857	+	0	NA	Intergenic	Intergenic	10323	ID=evm.model.Herato1910.159.2-E2;Parent=evm.model.Herato1910.159.2								
1860	Herato2101	2336859	2338231	+	0	NA	Intergenic	Intergenic	9574	ID=evm.model.Herato2101.82-E38;Parent=evm.model.Herato2101.82								
1937	Herato0101	3922742	3923053	+	0	NA	Intergenic	Intergenic	29647	ID=evm.model.Herato0101.119-E19;Parent=evm.model.Herato0101.119								
2013	Herato0101	5968447	5968758	+	0	NA	Intergenic	Intergenic	-7763	ID=evm.model.Herato0101.171-E1;Parent=evm.model.Herato0101.171								
255	Herato0701	13961032	13961647	+	0	NA	Intergenic	Intergenic	1462	ID=evm.model.Herato0701.632-E2;Parent=evm.model.Herato0701.632								
264	Herato0701	14434573	14435224	+	0	NA	Intergenic	Intergenic	6730	ID=evm.model.Herato0701.662-E3;Parent=evm.model.Herato0701.662								
806	Herato0101	19808350	19809328	+	0	NA	Intergenic	Intergenic	22539	ID=evm.model.Herato0101.767-E4;Parent=evm.model.Herato0101.767								
1885	Herato2101	7456366	7456781	+	0	NA	Intergenic	Intergenic	13603	ID=evm.model.Herato2101.266-E10;Parent=evm.model.Herato2101.266								
182	Herato0701	2993008	2993707	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.163-E19;Parent=evm.model.Herato0701.163)	-promoter-TSS (ID=evm.model.Herato0701.163-E19;Parent=evm.model.Herato0701.163)	-194	ID=evm.model.Herato0701.163-E19;Parent=evm.model.Herato0701.163								
1817	Herato2001	11920929	11921240	+	0	NA	Intergenic	Intergenic	4847	ID=evm.model.Herato2001.456.7-E2;Parent=evm.model.Herato2001.456.7								
556	Herato1005	4531661	4532592	+	0	NA	TTS (ID=evm.model.Herato1005.218-E2;Parent=evm.model.Herato1005.218)	-TTS (ID=evm.model.Herato1005.218-E2;Parent=evm.model.Herato1005.218)	550	ID=evm.model.Herato1005.218-E3;Parent=evm.model.Herato1005.218								
717	Herato1108	10180410	10180899	+	0	NA	Intergenic	Intergenic	1245	ID=evm.model.Herato1108.452.1-E2;Parent=evm.model.Herato1108.452.1								
815	Herato0101	19929225	19929776	+	0	NA	Intergenic	Intergenic	15600	ID=evm.model.Herato0101.768-E1;Parent=evm.model.Herato0101.768								
671	Herato0101	18011967	18012377	+	0	NA	Intergenic	Intergenic	19485	ID=evm.model.Herato0101.719-E1;Parent=evm.model.Herato0101.719								
1511	Herato1805	6861203	6861480	+	0	NA	Intergenic	Intergenic	-3457	ID=evm.model.Herato1805.188-E1;Parent=evm.model.Herato1805.188								
167	Herato0101	10415595	10415761	+	0	NA	Intergenic	Intergenic	-1492	ID=evm.model.Herato0101.301-E1;Parent=evm.model.Herato0101.301								
692	Herato0101	18279731	18280409	+	0	NA	Intergenic	Intergenic	4019	ID=evm.model.Herato0101.724-E3;Parent=evm.model.Herato0101.724								
1605	Herato1901	3081901	3082451	+	0	NA	Intergenic	Intergenic	5705	ID=evm.model.Herato1901.104-E4;Parent=evm.model.Herato1901.104								
663	Herato1108	4177626	4177908	+	0	NA	Intergenic	Intergenic	-19342	ID=evm.model.Herato1108.156.1-E1;Parent=evm.model.Herato1108.156.1								
1907	Herato2101	12917347	12917790	+	0	NA	Intergenic	Intergenic	18613	ID=evm.model.Herato2101.417-E3;Parent=evm.model.Herato2101.417								
854	Herato1202	13203703	13204220	+	0	NA	Intergenic	Intergenic	11933	ID=evm.model.Herato1202.497.1-E4;Parent=evm.model.Herato1202.497.1								
1945	Herato0301	4666444	4666751	+	0	NA	Intergenic	Intergenic	-2674	ID=evm.model.Herato0301.116.2-E2;Parent=evm.model.Herato0301.116.2								
969	Herato1301	4096553	4096942	+	0	NA	Intergenic	Intergenic	16748	ID=evm.model.Herato1301.112-E34;Parent=evm.model.Herato1301.112								
1174	Herato1505	2992207	2992696	+	0	NA	Intergenic	Intergenic	8254	ID=evm.model.Herato1505.131-E1;Parent=evm.model.Herato1505.131								
1946	Herato0101	4040340	4040664	+	0	NA	Intergenic	Intergenic	-24918	ID=evm.model.Herato0101.119-E1;Parent=evm.model.Herato0101.119								
510	Herato1003	6884151	6884411	+	0	NA	Intergenic	Intergenic	-23374	ID=evm.model.Herato1003.245-E1;Parent=evm.model.Herato1003.245								
393	Herato0901	1356446	1356834	+	0	NA	Intergenic	Intergenic	6461	ID=evm.model.Herato0901.49-E12;Parent=evm.model.Herato0901.49								
1501	Herato1805	5768689	5768913	+	0	NA	Intergenic	Intergenic	51407	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
658	Herato1108	4086616	4086884	+	0	NA	Intergenic	Intergenic	-19270	ID=evm.model.Herato1108.155-E4;Parent=evm.model.Herato1108.155								
274	Herato0701	14633397	14633622	+	0	NA	Intergenic	Intergenic	-16071	ID=evm.model.Herato0701.665-E1;Parent=evm.model.Herato0701.665								
549	Herato1005	3570352	3571078	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.182-E4;Parent=evm.model.Herato1005.182)	-promoter-TSS (ID=evm.model.Herato1005.182-E4;Parent=evm.model.Herato1005.182)	-128	ID=evm.model.Herato1005.182.1-E4;Parent=evm.model.Herato1005.182.1								
877	Herato1202	15318896	15320574	+	0	NA	Intergenic	Intergenic	32321	ID=evm.model.Herato1202.580-E5;Parent=evm.model.Herato1202.580								
1508	Herato1805	5892573	5894388	+	0	NA	TTS (ID=evm.model.Herato1805.158-E1;Parent=evm.model.Herato1805.158)	-TTS (ID=evm.model.Herato1805.158-E1;Parent=evm.model.Herato1805.158)	790	ID=evm.model.Herato1805.158-E1;Parent=evm.model.Herato1805.158								
1128	Herato1411	1617527	1617924	+	0	NA	Intergenic	Intergenic	-6087	ID=evm.model.Herato1411.45-E4;Parent=evm.model.Herato1411.45								
1771	Herato2001	6456050	6456522	+	0	NA	Intergenic	Intergenic	28643	ID=evm.model.Herato2001.235-E10;Parent=evm.model.Herato2001.235								
946	Herato1301	1680326	1680766	+	0	NA	TTS (ID=evm.model.Herato1301.39-E1;Parent=evm.model.Herato1301.39)	-TTS (ID=evm.model.Herato1301.39-E1;Parent=evm.model.Herato1301.39)	2178	ID=evm.model.Herato1301.39-E1;Parent=evm.model.Herato1301.39								
1724	Herato2001	1546298	1546885	+	0	NA	Intergenic	Intergenic	10400	ID=evm.model.Herato2001.28-E1;Parent=evm.model.Herato2001.28								
1520	Herato1805	9389011	9389343	+	0	NA	Intergenic	Intergenic	-12303	ID=evm.model.Herato1805.285-E1;Parent=evm.model.Herato1805.285								
250	Herato0701	12501829	12502742	+	0	NA	Intergenic	Intergenic	13002	ID=evm.model.Herato0701.592-E1;Parent=evm.model.Herato0701.592								
303	Herato0701	16562006	16562721	+	0	NA	Intergenic	Intergenic	-20921	ID=evm.model.Herato0701.703-E1;Parent=evm.model.Herato0701.703								
1361	Herato0101	2880432	2880888	+	0	NA	Intergenic	Intergenic	-15802	ID=evm.model.Herato0101.93-E1;Parent=evm.model.Herato0101.93								
614	Herato1007	3791900	3792641	+	0	NA	Intergenic	Intergenic	15500	ID=evm.model.Herato1007.144-E2;Parent=evm.model.Herato1007.144								
1765	Herato2001	5219878	5221024	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.177-E2;Parent=evm.model.Herato2001.177)	-promoter-TSS (ID=evm.model.Herato2001.177-E2;Parent=evm.model.Herato2001.177)	80	ID=evm.model.Herato2001.177.2-E1;Parent=evm.model.Herato2001.177.2								
130	Herato0101	9958878	9959162	+	0	NA	Intergenic	Intergenic	-19011	ID=evm.model.Herato0101.289-E1;Parent=evm.model.Herato0101.289								
53	Herato0606	1743557	1744289	+	0	NA	Intergenic	Intergenic	17288	ID=evm.model.Herato0606.54.2-E3;Parent=evm.model.Herato0606.54.2								
1373	Herato1703	1665252	1665869	+	0	NA	TTS (ID=evm.model.Herato1703.28-E6;Parent=evm.model.Herato1703.28)	-TTS (ID=evm.model.Herato1703.28-E6;Parent=evm.model.Herato1703.28)	225	ID=evm.model.Herato1703.28-E6;Parent=evm.model.Herato1703.28								
1465	Herato1805	2906080	2906660	+	0	NA	Intergenic	Intergenic	64777	ID=evm.model.Herato1805.88-E39;Parent=evm.model.Herato1805.88								
1302	Herato1701	1200955	1201352	+	0	NA	Intergenic	Intergenic	-119214	ID=evm.model.Herato1701.36.1-E1;Parent=evm.model.Herato1701.36.1								
1397	Herato1801	2764719	2765102	+	0	NA	Intergenic	Intergenic	-14133	ID=evm.model.Herato1801.96-E1;Parent=evm.model.Herato1801.96								
941	Herato1301	1391282	1391729	+	0	NA	Intergenic	Intergenic	-58089	ID=evm.model.Herato1301.37-E1;Parent=evm.model.Herato1301.37								
583	Herato1007	1163778	1164066	+	0	NA	Intergenic	Intergenic	8193	ID=evm.model.Herato1007.44-E1;Parent=evm.model.Herato1007.44								
1879	Herato2101	6035875	6036201	+	0	NA	Intergenic	Intergenic	20688	ID=evm.model.Herato2101.210-E1;Parent=evm.model.Herato2101.210								
1824	Herato2001	14007538	14008960	+	0	NA	Intergenic	Intergenic	20975	ID=novel_model_275-E1;Parent=novel_model_275								
1869	Herato2101	4084245	4084760	+	0	NA	Intergenic	Intergenic	-10170	ID=evm.model.Herato2101.132-E2;Parent=evm.model.Herato2101.132								
591	Herato1007	1941554	1941856	+	0	NA	Intergenic	Intergenic	20698	ID=evm.model.Herato1007.84-E1;Parent=evm.model.Herato1007.84								
832	Herato1202	11213355	11213560	+	0	NA	Intergenic	Intergenic	1623	ID=evm.model.Herato1202.447-E2;Parent=evm.model.Herato1202.447								
828	Herato1202	10757822	10758775	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.428.2-E1;Parent=evm.model.Herato1202.428.2)	-promoter-TSS (ID=evm.model.Herato1202.428.2-E1;Parent=evm.model.Herato1202.428.2)	-134	ID=evm.model.Herato1202.428.2-E1;Parent=evm.model.Herato1202.428.2								
276	Herato0101	11649984	11650985	+	0	NA	Intergenic	Intergenic	2718	ID=evm.model.Herato0101.355-E12;Parent=evm.model.Herato0101.355								
102	Herato0606	5642103	5642370	+	0	NA	Intergenic	Intergenic	8728	ID=evm.model.Herato0606.191-E2;Parent=evm.model.Herato0606.191								
1920	Herato2101	16402243	16402744	+	0	NA	Intergenic	Intergenic	-2513	ID=evm.model.Herato2101.507.1.3-E2;Parent=evm.model.Herato2101.507.1.3								
1831	Herato2001	14573854	14574452	+	0	NA	Intergenic	Intergenic	25410	ID=evm.model.Herato2001.569-E2;Parent=evm.model.Herato2001.569								
1218	Herato1507	8853881	8854564	+	0	NA	Intergenic	Intergenic	-7300	ID=evm.model.Herato1507.305-E1;Parent=evm.model.Herato1507.305								
1404	Herato1801	3330416	3330714	+	0	NA	Intergenic	Intergenic	-5121	ID=evm.model.Herato1801.119.1-E2;Parent=evm.model.Herato1801.119.1								
1543	Herato1807	1000466	1002427	+	0	NA	Intergenic	Intergenic	20760	ID=evm.model.Herato1807.18-E1;Parent=evm.model.Herato1807.18								
259	Herato0701	14189645	14190152	+	0	NA	Intergenic	Intergenic	-18275	ID=evm.model.Herato0701.643-E1;Parent=evm.model.Herato0701.643								
424	Herato0901	4636439	4636934	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.121-E10;Parent=evm.model.Herato0901.121)	-promoter-TSS (ID=evm.model.Herato0901.121-E10;Parent=evm.model.Herato0901.121)	-910	ID=evm.model.Herato0901.121-E10;Parent=evm.model.Herato0901.121								
1625	Herato1904	2453764	2455773	+	0	NA	Intergenic	Intergenic	7152	ID=evm.model.Herato1904.87-E6;Parent=evm.model.Herato1904.87								
163	Herato0701	2407657	2407962	+	0	NA	Intergenic	Intergenic	2239	ID=evm.model.Herato0701.144-E1;Parent=evm.model.Herato0701.144								
1106	Herato1408	2552539	2553130	+	0	NA	Intergenic	Intergenic	2264	ID=evm.model.Herato1408.71-E1;Parent=evm.model.Herato1408.71								
1402	Herato1801	2998151	2998484	+	0	NA	Intergenic	Intergenic	-5017	ID=evm.model.Herato1801.108.2-E1;Parent=evm.model.Herato1801.108.2								
1836	Herato2001	15437167	15437553	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.604-E2;Parent=evm.model.Herato2001.604)	-promoter-TSS (ID=evm.model.Herato2001.604-E2;Parent=evm.model.Herato2001.604)	-373	ID=evm.model.Herato2001.604-E2;Parent=evm.model.Herato2001.604								
1531	Herato1807	63881	64481	+	0	NA	Intergenic	Intergenic	6867	ID=evm.model.Herato1807.1.5-E1;Parent=evm.model.Herato1807.1.5								
1841	Herato2001	16781118	16781335	+	0	NA	Intergenic	Intergenic	-13082	ID=evm.model.Herato2001.649.1-E1;Parent=evm.model.Herato2001.649.1								
347	Herato0801	4727499	4727871	+	0	NA	TTS (ID=evm.model.Herato0801.104-E6;Parent=evm.model.Herato0801.104)	-TTS (ID=evm.model.Herato0801.104-E6;Parent=evm.model.Herato0801.104)	134	ID=evm.model.Herato0801.104-E7;Parent=evm.model.Herato0801.104								
1333	Herato1701	6459384	6460892	+	0	NA	Intergenic	Intergenic	-8793	ID=evm.model.Herato1701.183-E1;Parent=evm.model.Herato1701.183								
434	Herato0901	6181053	6181530	+	0	NA	TTS (ID=evm.model.Herato0901.205-E3;Parent=evm.model.Herato0901.205)	-TTS (ID=evm.model.Herato0901.205-E3;Parent=evm.model.Herato0901.205)	1102	ID=evm.model.Herato0901.205-E3;Parent=evm.model.Herato0901.205								
865	Herato1202	14829315	14829535	+	0	NA	Intergenic	Intergenic	-8207	ID=evm.model.Herato1202.573-E1;Parent=evm.model.Herato1202.573								
1184	Herato1507	1175350	1175774	+	0	NA	Intergenic	Intergenic	12741	ID=novel_model_189_novel_model_191-E2;Parent=novel_model_189_novel_model_191								
442	Herato0901	8835650	8837024	+	0	NA	Intergenic	Intergenic	-21011	ID=evm.model.Herato0901.282-E1;Parent=evm.model.Herato0901.282								
1577	Herato1807	3041389	3043422	+	0	NA	Intergenic	Intergenic	-38744	ID=evm.model.Herato1807.61-E1;Parent=evm.model.Herato1807.61								
1572	Herato1807	2866871	2867611	+	0	NA	Intergenic	Intergenic	4123	ID=evm.model.Herato1807.59-E2;Parent=evm.model.Herato1807.59								
689	Herato1108	7164302	7164851	+	0	NA	Intergenic	Intergenic	-8580	ID=evm.model.Herato1108.318-E1;Parent=evm.model.Herato1108.318								
886	Herato1202	16217865	16218916	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.635-E2;Parent=evm.model.Herato1202.635)	-promoter-TSS (ID=evm.model.Herato1202.635-E2;Parent=evm.model.Herato1202.635)	-273	ID=evm.model.Herato1202.635.1.1-E1;Parent=evm.model.Herato1202.635.1.1								
1116	Herato1408	5667569	5667939	+	0	NA	TTS (ID=evm.model.Herato1408.215-E1;Parent=evm.model.Herato1408.215)	-TTS (ID=evm.model.Herato1408.215-E1;Parent=evm.model.Herato1408.215)	101	ID=evm.model.Herato1408.215-E1;Parent=evm.model.Herato1408.215								
1329	Herato1701	6220475	6221162	+	0	NA	Intergenic	Intergenic	-22412	ID=evm.model.Herato1701.174.1-E1;Parent=evm.model.Herato1701.174.1								
1725	Herato2001	1549411	1549906	+	0	NA	Intergenic	Intergenic	7333	ID=evm.model.Herato2001.28-E1;Parent=evm.model.Herato2001.28								
727	Herato1108	11880281	11881612	+	0	NA	Intergenic	Intergenic	3326	ID=evm.model.Herato1108.507-E1;Parent=evm.model.Herato1108.507								
320	Herato0101	12023481	12023749	+	0	NA	Intergenic	Intergenic	-28829	ID=evm.model.Herato0101.381-E1;Parent=evm.model.Herato0101.381								
939	Herato1301	1192492	1193855	+	0	NA	Intergenic	Intergenic	-7888	ID=evm.model.Herato1301.35.4-E1;Parent=evm.model.Herato1301.35.4								
811	Herato1202	7408523	7409389	+	0	NA	Intergenic	Intergenic	-10530	ID=evm.model.Herato1202.294-E1;Parent=evm.model.Herato1202.294								
1670	Herato1906	913106	913772	+	0	NA	Intergenic	Intergenic	-2594	ID=evm.model.Herato1906.27-E1;Parent=evm.model.Herato1906.27								
2010	Herato0101	5758196	5758429	+	0	NA	Intergenic	Intergenic	10202	ID=evm.model.Herato0101.159-E3;Parent=evm.model.Herato0101.159								
465	Herato1001	1925661	1926105	+	0	NA	Intergenic	Intergenic	-2531	ID=evm.model.Herato1001.67.1-E1;Parent=evm.model.Herato1001.67.1								
249	Herato0701	12495654	12496553	+	0	NA	Intergenic	Intergenic	-8239	ID=evm.model.Herato0701.592-E2;Parent=evm.model.Herato0701.592								
1612	Herato1904	337618	337894	+	0	NA	Intergenic	Intergenic	10224	ID=evm.model.Herato1904.4-E3;Parent=evm.model.Herato1904.4								
819	Herato0101	19948774	19949120	+	0	NA	Intergenic	Intergenic	-9582	ID=evm.model.Herato0101.768-E2;Parent=evm.model.Herato0101.768								
1177	Herato1505	3184904	3185186	+	0	NA	Intergenic	Intergenic	-6041	ID=evm.model.Herato1505.137-E2;Parent=evm.model.Herato1505.137								
1189	Herato1507	2685129	2685887	+	0	NA	Intergenic	Intergenic	3543	ID=evm.model.Herato1507.80-E5;Parent=evm.model.Herato1507.80								
1127	Herato1411	1448100	1448542	+	0	NA	Intergenic	Intergenic	18968	ID=evm.model.Herato1411.41-E4;Parent=evm.model.Herato1411.41								
1537	Herato1807	651946	652259	+	0	NA	Intergenic	Intergenic	-5320	ID=evm.model.Herato1807.12-E4;Parent=evm.model.Herato1807.12								
