PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thup_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_shared_5thup_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
138	Hmel207002	52334	52499	+	0	NA	Intergenic	Intergenic	7262	ID=HMEL016059g1.t1-E3;Parent=HMEL016059g1.t1								
1107	Hmel214008	1760408	1760614	+	0	NA	TTS (ID=HMEL032355g1.t1-E4;Parent=HMEL032355g1.t1)	-TTS (ID=HMEL032355g1.t1-E4;Parent=HMEL032355g1.t1)	530	ID=HMEL032355g1.t1-E4;Parent=HMEL032355g1.t1								
1208	Hmel215047	516365	516646	+	0	NA	Intergenic	Intergenic	19080	ID=HMEL032869g1.t1-E2;Parent=HMEL032869g1.t1								
1874	Hmel221009	274909	275349	+	0	NA	Intergenic	Intergenic	-8145	ID=HMEL035523g1.t1-E1;Parent=HMEL035523g1.t1								
1803	Hmel220005	5432672	5433673	+	0	NA	Intergenic	Intergenic	-5099	ID=HMEL035237g1.t1-E1;Parent=HMEL035237g1.t1								
724	Hmel211012	516844	517275	+	0	NA	Intergenic	Intergenic	-14288	ID=HMEL031213g1.t1-E1;Parent=HMEL031213g1.t1								
1201	Hmel215047	63757	64002	+	0	NA	Intergenic	Intergenic	-20788	ID=HMEL032850g1.t1-E1;Parent=HMEL032850g1.t1								
519	Hmel210005	1005419	1005731	+	0	NA	Intergenic	Intergenic	-5568	ID=HMEL030775g1.t1-E1;Parent=HMEL030775g1.t1								
1195	Hmel215034	262648	262988	+	0	NA	Intergenic	Intergenic	-20645	ID=HMEL016743g1.t1-E1;Parent=HMEL016743g1.t1								
17	Hmel206006	421714	421879	+	0	NA	Intergenic	Intergenic	-6067	ID=HMEL012148g1.t1-E1;Parent=HMEL012148g1.t1								
1327	Hmel217004	1617872	1618131	+	0	NA	Intergenic	Intergenic	8382	ID=HMEL006834g1.t1-E1;Parent=HMEL006834g1.t1								
1274	Hmel216011	2272561	2273448	+	0	NA	promoter-TSS (ID=HMEL002785g1.t1-E1;Parent=HMEL002785g1.t1)	-promoter-TSS (ID=HMEL002785g1.t1-E1;Parent=HMEL002785g1.t1)	-413	ID=HMEL002785g1.t1-E1;Parent=HMEL002785g1.t1								
110	Hmel206012	264317	264898	+	0	NA	Intergenic	Intergenic	5858	ID=HMEL037103g1.t1-E1;Parent=HMEL037103g1.t1								
333	Hmel208008	150425	150797	+	0	NA	Intergenic	Intergenic	-18667	ID=HMEL037820g1.t1-E1;Parent=HMEL037820g1.t1								
1995	Hmel203069	1238536	1239229	+	0	NA	Intergenic	Intergenic	3793	ID=HMEL011484g1.t1-E1;Parent=HMEL011484g1.t1								
646	Hmel201011	1651203	1652390	+	0	NA	Intergenic	Intergenic	4283	ID=HMEL033053g1.t1-E1;Parent=HMEL033053g1.t1								
446	Hmel209007	3155949	3156279	+	0	NA	Intergenic	Intergenic	-22725	ID=HMEL030441g1.t1-E1;Parent=HMEL030441g1.t1								
1220	Hmel215047	2269091	2269523	+	0	NA	Intergenic	Intergenic	-2055	ID=HMEL003185g1.t1-E1;Parent=HMEL003185g1.t1								
1582	Hmel218018	8681794	8682642	+	0	NA	promoter-TSS (ID=HMEL009230g3.t1-E2;Parent=HMEL009230g3.t1)	-promoter-TSS (ID=HMEL009230g3.t1-E2;Parent=HMEL009230g3.t1)	166	ID=HMEL009230g3.t1-E1;Parent=HMEL009230g3.t1								
1599	Hmel219003	1882205	1883643	+	0	NA	promoter-TSS (ID=HMEL010666g2.t1-E1;Parent=HMEL010666g2.t1)	-promoter-TSS (ID=HMEL010666g2.t1-E1;Parent=HMEL010666g2.t1)	-244	ID=HMEL010666g2.t1-E1;Parent=HMEL010666g2.t1								
1149	Hmel214029	1204378	1204814	+	0	NA	Intergenic	Intergenic	4264	ID=HMEL016337g5.t1-E2;Parent=HMEL016337g5.t1								
1087	Hmel213071	94622	94947	+	0	NA	Intergenic	Intergenic	-1406	ID=HMEL004684g1.t1-E1;Parent=HMEL004684g1.t1								
1288	Hmel202006	1161037	1161283	+	0	NA	Intergenic	Intergenic	3532	ID=HMEL006871g1.t2-E4;Parent=HMEL006871g1.t2								
810	Hmel201019	27669	28348	+	0	NA	Intergenic	Intergenic	-11137	ID=HMEL033098g1.t1-E1;Parent=HMEL033098g1.t1								
1238	Hmel202006	825260	825791	+	0	NA	Intergenic	Intergenic	-5209	ID=HMEL022537g1.t1-E1;Parent=HMEL022537g1.t1								
33	Hmel206006	2156443	2157091	+	0	NA	Intergenic	Intergenic	-8679	ID=HMEL016515g1.t1-E1;Parent=HMEL016515g1.t1								
1587	Hmel218018	9038160	9039110	+	0	NA	Intergenic	Intergenic	-6774	ID=HMEL013936g2.t1-E2;Parent=HMEL013936g2.t1								
1559	Hmel218018	7587265	7587531	+	0	NA	Intergenic	Intergenic	9476	ID=HMEL016583g1.t1-E8;Parent=HMEL016583g1.t1								
7	Hmel205024	539223	539831	+	0	NA	Intergenic	Intergenic	11391	ID=HMEL012721g1.t2-E27;Parent=HMEL012721g1.t2								
1793	Hmel220005	3314115	3314437	+	0	NA	promoter-TSS (ID=HMEL005065g1.t1-E10;Parent=HMEL005065g1.t1)	-promoter-TSS (ID=HMEL005065g1.t1-E10;Parent=HMEL005065g1.t1)	18	ID=HMEL005065g1.t1-E9;Parent=HMEL005065g1.t1								
227	Hmel207002	6708506	6708812	+	0	NA	Intergenic	Intergenic	28434	ID=HMEL037511g1.t1-E14;Parent=HMEL037511g1.t1								
1701	Hmel219018	1240785	1241226	+	0	NA	Intergenic	Intergenic	-21886	ID=HMEL034911g1.t1-E1;Parent=HMEL034911g1.t1								
1860	Hmel221001	1570864	1572078	+	0	NA	promoter-TSS (ID=HMEL013511g2.t1-E2;Parent=HMEL013511g2.t1)	-promoter-TSS (ID=HMEL013511g2.t1-E2;Parent=HMEL013511g2.t1)	-551	ID=HMEL013511g2.t1-E2;Parent=HMEL013511g2.t1								
1937	Hmel201005	302097	302399	+	0	NA	Intergenic	Intergenic	19316	ID=HMEL003398g1.t1-E19;Parent=HMEL003398g1.t1								
2013	Hmel201007	379406	379749	+	0	NA	promoter-TSS (ID=HMEL030094g1.t1-E1;Parent=HMEL030094g1.t1)	-promoter-TSS (ID=HMEL030094g1.t1-E1;Parent=HMEL030094g1.t1)	-724	ID=HMEL030094g1.t1-E1;Parent=HMEL030094g1.t1								
255	Hmel207021	302531	303280	+	0	NA	Intergenic	Intergenic	1351	ID=HMEL008258g1.t1-E2;Parent=HMEL008258g1.t1								
264	Hmel207021	658075	658654	+	0	NA	promoter-TSS (ID=HMEL037678g1.t1-E1;Parent=HMEL037678g1.t1)	-promoter-TSS (ID=HMEL037678g1.t1-E1;Parent=HMEL037678g1.t1)	-735	ID=HMEL037678g1.t1-E1;Parent=HMEL037678g1.t1								
806	Hmel201014	19651	20889	+	0	NA	NA	NA	NA	NA								
1885	Hmel221012	1545500	1545814	+	0	NA	Intergenic	Intergenic	-4690	ID=HMEL035586g1.t1-E1;Parent=HMEL035586g1.t1								
182	Hmel207002	1947051	1947606	+	0	NA	Intergenic	Intergenic	1870	ID=HMEL008503g1.t1-E9;Parent=HMEL008503g1.t1								
1817	Hmel220009	138425	138840	+	0	NA	Intergenic	Intergenic	-10736	ID=HMEL035254g1.t2-E1;Parent=HMEL035254g1.t2								
556	Hmel210011	1866528	1868030	+	0	NA	TTS (ID=HMEL006689g1.t1-E3;Parent=HMEL006689g1.t1)	-TTS (ID=HMEL006689g1.t1-E3;Parent=HMEL006689g1.t1)	396	ID=HMEL030866g1.t1-E1;Parent=HMEL030866g1.t1								
717	Hmel211010	225008	225344	+	0	NA	Intergenic	Intergenic	1210	ID=HMEL006520g2.t1-E2;Parent=HMEL006520g2.t1								
815	Hmel201019	55573	56110	+	0	NA	Intergenic	Intergenic	13862	ID=HMEL033099g1.t1-E1;Parent=HMEL033099g1.t1								
671	Hmel201011	1879073	1879399	+	0	NA	Intergenic	Intergenic	11714	ID=HMEL033060g1.t1-E2;Parent=HMEL033060g1.t1								
1511	Hmel218018	3311074	3311432	+	0	NA	promoter-TSS (ID=HMEL034405g1.t1-E1;Parent=HMEL034405g1.t1)	-promoter-TSS (ID=HMEL034405g1.t1-E1;Parent=HMEL034405g1.t1)	-28	ID=HMEL034405g1.t1-E1;Parent=HMEL034405g1.t1								
167	Hmel201009	1905536	1905742	+	0	NA	Intergenic	Intergenic	-1342	ID=HMEL015812g1.t1-E1;Parent=HMEL015812g1.t1								
692	Hmel201011	2111334	2111874	+	0	NA	Intergenic	Intergenic	14629	ID=HMEL033069g1.t1-E2;Parent=HMEL033069g1.t1								
1605	Hmel219003	1987415	1988045	+	0	NA	Intergenic	Intergenic	6475	ID=HMEL010678g1.t1-E4;Parent=HMEL010678g1.t1								
663	Hmel211004	1159827	1160171	+	0	NA	Intergenic	Intergenic	-13695	ID=HMEL003326g1.t1-E1;Parent=HMEL003326g1.t1								
1907	Hmel221025	49562	49911	+	0	NA	Intergenic	Intergenic	8696	ID=HMEL035694g1.t1-E1;Parent=HMEL035694g1.t1								
854	Hmel212009	908600	909003	+	0	NA	Intergenic	Intergenic	10433	ID=HMEL011919g1.t1-E4;Parent=HMEL011919g1.t1								
1945	Hmel203034	8289	8526	+	0	NA	Intergenic	Intergenic	-2402	ID=HMEL007691g1.t1-E2;Parent=HMEL007691g1.t1								
969	Hmel213013	89292	89647	+	0	NA	Intergenic	Intergenic	9042	ID=HMEL031837g1.t1-E3;Parent=HMEL031837g1.t1								
1174	Hmel215006	1887710	1888534	+	0	NA	Intergenic	Intergenic	-1343	ID=HMEL032694g1.t1-E1;Parent=HMEL032694g1.t1								
1946	Hmel201005	389067	389371	+	0	NA	Intergenic	Intergenic	-7621	ID=HMEL030070g1.t1-E1;Parent=HMEL030070g1.t1								
510	Hmel210005	293849	294006	+	0	NA	Intergenic	Intergenic	1433	ID=HMEL030741g1.t1-E2;Parent=HMEL030741g1.t1								
393	Hmel209001	945861	946128	+	0	NA	Intergenic	Intergenic	-1310	ID=HMEL015014g1.t1-E1;Parent=HMEL015014g1.t1								
1501	Hmel218018	2547050	2547509	+	0	NA	Intergenic	Intergenic	-6916	ID=HMEL034392g1.t1-E1;Parent=HMEL034392g1.t1								
658	Hmel211004	1084080	1084297	+	0	NA	Intergenic	Intergenic	-10105	ID=HMEL031051g1.t1-E1;Parent=HMEL031051g1.t1								
274	Hmel207021	826642	826947	+	0	NA	Intergenic	Intergenic	-12293	ID=HMEL037683g1.t1-E1;Parent=HMEL037683g1.t1								
549	Hmel210011	1145888	1146566	+	0	NA	promoter-TSS (ID=HMEL006927g3.t1-E3;Parent=HMEL006927g3.t1)	-promoter-TSS (ID=HMEL006927g3.t1-E3;Parent=HMEL006927g3.t1)	-39	ID=HMEL006927g3.t1-E3;Parent=HMEL006927g3.t1								
877	Hmel212011	1306423	1308092	+	0	NA	Intergenic	Intergenic	-3728	ID=HMEL031615g1.t1-E1;Parent=HMEL031615g1.t1								
1508	Hmel218018	2652783	2653890	+	0	NA	Intergenic	Intergenic	-6181	ID=HMEL004132g1.t1-E1;Parent=HMEL004132g1.t1								
1128	Hmel214022	141966	142448	+	0	NA	Intergenic	Intergenic	-5551	ID=HMEL015567g1.t1-E11;Parent=HMEL015567g1.t1								
1771	Hmel220005	1682639	1683140	+	0	NA	Intergenic	Intergenic	3987	ID=HMEL035096g1.t1-E2;Parent=HMEL035096g1.t1								
946	Hmel213004	855545	856228	+	0	NA	TTS (ID=HMEL004945g1.t1-E1;Parent=HMEL004945g1.t1)	-TTS (ID=HMEL004945g1.t1-E1;Parent=HMEL004945g1.t1)	1969	ID=HMEL004945g1.t1-E1;Parent=HMEL004945g1.t1								
1724	Hmel220003	985646	986162	+	0	NA	Intergenic	Intergenic	8721	ID=HMEL017007g1.t2-E1;Parent=HMEL017007g1.t2								
1520	Hmel218018	5006444	5006802	+	0	NA	Intergenic	Intergenic	20350	ID=HMEL004588g2.t1-E3;Parent=HMEL004588g2.t1								
250	Hmel207014	310654	311792	+	0	NA	Intergenic	Intergenic	2333	ID=HMEL037620g1.t1-E2;Parent=HMEL037620g1.t1								
303	Hmel207021	2249578	2250255	+	0	NA	Intergenic	Intergenic	11107	ID=HMEL037717g1.t1-E1;Parent=HMEL037717g1.t1								
1361	Hmel201002	2199615	2200102	+	0	NA	Intergenic	Intergenic	-12346	ID=HMEL014993g1.t1-E1;Parent=HMEL014993g1.t1								
614	Hmel210011	5005280	5005765	+	0	NA	Intergenic	Intergenic	10279	ID=HMEL030932g1.t1-E1;Parent=HMEL030932g1.t1								
1765	Hmel220005	804696	805520	+	0	NA	promoter-TSS (ID=HMEL035063g1.t1-E1;Parent=HMEL035063g1.t1)	-promoter-TSS (ID=HMEL035063g1.t1-E1;Parent=HMEL035063g1.t1)	-221	ID=HMEL035063g1.t1-E1;Parent=HMEL035063g1.t1								
130	Hmel201009	1509850	1510359	+	0	NA	Intergenic	Intergenic	-15961	ID=HMEL030149g1.t1-E1;Parent=HMEL030149g1.t1								
53	Hmel206009	909853	910287	+	0	NA	Intergenic	Intergenic	30712	ID=HMEL037010g1.t1-E3;Parent=HMEL037010g1.t1								
1373	Hmel217018	980979	981555	+	0	NA	promoter-TSS (ID=HMEL033981g1.t1-E6;Parent=HMEL033981g1.t1)	-promoter-TSS (ID=HMEL033981g1.t1-E6;Parent=HMEL033981g1.t1)	157	ID=HMEL033981g1.t1-E5;Parent=HMEL033981g1.t1								
1465	Hmel218018	285163	285694	+	0	NA	Intergenic	Intergenic	85621	ID=HMEL017493-RA-E1;Parent=HMEL017493-RA								
1302	Hmel217001	890975	891553	+	0	NA	Intergenic	Intergenic	-17568	ID=HMEL017727g1.t1-E1;Parent=HMEL017727g1.t1								
1397	Hmel218003	1862830	1863168	+	0	NA	Intergenic	Intergenic	-30965	ID=HMEL034231g1.t1-E1;Parent=HMEL034231g1.t1								
941	Hmel213004	612001	612635	+	0	NA	Intergenic	Intergenic	-59964	ID=HMEL011789g1.t1-E1;Parent=HMEL011789g1.t1								
583	Hmel210011	2905310	2905606	+	0	NA	promoter-TSS (ID=HMEL030883g1.t1-E1;Parent=HMEL030883g1.t1)	-promoter-TSS (ID=HMEL030883g1.t1-E1;Parent=HMEL030883g1.t1)	52	ID=HMEL030883g1.t1-E1;Parent=HMEL030883g1.t1								
1879	Hmel221012	367741	368039	+	0	NA	TTS (ID=HMEL035552g1.t1-E2;Parent=HMEL035552g1.t1)	-TTS (ID=HMEL035552g1.t1-E2;Parent=HMEL035552g1.t1)	148	ID=HMEL035552g1.t1-E2;Parent=HMEL035552g1.t1								
1824	Hmel220014	14886	16003	+	0	NA	Intergenic	Intergenic	4263	ID=HMEL035303g1.t1-E1;Parent=HMEL035303g1.t1								
1869	Hmel221005	540339	540890	+	0	NA	Intergenic	Intergenic	-6532	ID=HMEL015065g1.t1-E1;Parent=HMEL015065g1.t1								
591	Hmel210011	3544973	3545434	+	0	NA	Intergenic	Intergenic	-24230	ID=HMEL030900g1.t1-E1;Parent=HMEL030900g1.t1								
832	Hmel212006	100638	100950	+	0	NA	Intergenic	Intergenic	1517	ID=HMEL002718g1.t1-E2;Parent=HMEL002718g1.t1								
828	Hmel212004	1480543	1481765	+	0	NA	promoter-TSS (ID=HMEL012600g1.t1-E1;Parent=HMEL012600g1.t1)	-promoter-TSS (ID=HMEL012600g1.t1-E1;Parent=HMEL012600g1.t1)	-546	ID=HMEL012600g1.t1-E1;Parent=HMEL012600g1.t1								
276	Hmel201009	2844403	2845348	+	0	NA	promoter-TSS (ID=HMEL030194g1.t1-E2;Parent=HMEL030194g1.t1)	-promoter-TSS (ID=HMEL030194g1.t1-E2;Parent=HMEL030194g1.t1)	-260	ID=HMEL030194g1.t1-E2;Parent=HMEL030194g1.t1								
102	Hmel206009	3897494	3897945	+	0	NA	TTS (ID=HMEL014678g2.t1-E3;Parent=HMEL014678g2.t1)	-TTS (ID=HMEL014678g2.t1-E3;Parent=HMEL014678g2.t1)	914	ID=HMEL014678g2.t1-E3;Parent=HMEL014678g2.t1								
1920	Hmel221044	433031	433628	+	0	NA	Intergenic	Intergenic	-2682	ID=HMEL011562g1.t1-E2;Parent=HMEL011562g1.t1								
1831	Hmel220014	236912	237219	+	0	NA	promoter-TSS (ID=HMEL035307g1.t1-E2;Parent=HMEL035307g1.t1)	-promoter-TSS (ID=HMEL035307g1.t1-E2;Parent=HMEL035307g1.t1)	-722	ID=HMEL035307g1.t1-E2;Parent=HMEL035307g1.t1								
1218	Hmel215047	1834229	1834910	+	0	NA	TTS (ID=HMEL032921g1.t1-E2;Parent=HMEL032921g1.t1)	-TTS (ID=HMEL032921g1.t1-E2;Parent=HMEL032921g1.t1)	890	ID=HMEL032921g1.t1-E2;Parent=HMEL032921g1.t1								
1404	Hmel218004	434366	434645	+	0	NA	Intergenic	Intergenic	-3141	ID=HMEL006662g1.t1-E1;Parent=HMEL006662g1.t1								
1543	Hmel218018	6543906	6545085	+	0	NA	Intergenic	Intergenic	11589	ID=HMEL034461g1.t1-E3;Parent=HMEL034461g1.t1								
259	Hmel207021	462877	463511	+	0	NA	Intergenic	Intergenic	-10353	ID=HMEL037663g1.t1-E1;Parent=HMEL037663g1.t1								
424	Hmel209007	14536	14932	+	0	NA	promoter-TSS (ID=HMEL003969g1.t1-E10;Parent=HMEL003969g1.t1)	-promoter-TSS (ID=HMEL003969g1.t1-E10;Parent=HMEL003969g1.t1)	-711	ID=HMEL003969g1.t1-E10;Parent=HMEL003969g1.t1								
1625	Hmel219003	4470590	4471563	+	0	NA	Intergenic	Intergenic	-4593	ID=HMEL013144g1.t1-E1;Parent=HMEL013144g1.t1								
163	Hmel207002	1488653	1488883	+	0	NA	Intergenic	Intergenic	1924	ID=HMEL011231-RA-E1;Parent=HMEL011231-RA								
1106	Hmel214008	1643533	1644175	+	0	NA	exon (ID=HMEL006481g1.t1-E2;Parent=HMEL006481g1.t1, exon 1 of 1)	-exon (ID=HMEL006481g1.t1-E2;Parent=HMEL006481g1.t1, exon 1 of 1)	153	ID=HMEL006481g1.t1-E2;Parent=HMEL006481g1.t1								
1402	Hmel218004	171353	171683	+	0	NA	Intergenic	Intergenic	2620	ID=HMEL034238g1.t1-E2;Parent=HMEL034238g1.t1								
1836	Hmel220014	1001091	1001446	+	0	NA	promoter-TSS (ID=HMEL035331g1.t1-E2;Parent=HMEL035331g1.t1)	-promoter-TSS (ID=HMEL035331g1.t1-E2;Parent=HMEL035331g1.t1)	-505	ID=HMEL035331g1.t1-E2;Parent=HMEL035331g1.t1								
1531	Hmel218018	5775989	5776503	+	0	NA	Intergenic	Intergenic	12771	ID=HMEL005850g1.t1-E2;Parent=HMEL005850g1.t1								
1841	Hmel220017	482319	482794	+	0	NA	Intergenic	Intergenic	-7586	ID=HMEL005468g1.t1-E1;Parent=HMEL005468g1.t1								
347	Hmel208019	671793	672099	+	0	NA	TTS (ID=HMEL037922g1.t1-E6;Parent=HMEL037922g1.t1)	-TTS (ID=HMEL037922g1.t1-E6;Parent=HMEL037922g1.t1)	129	ID=HMEL037922g1.t1-E7;Parent=HMEL037922g1.t1								
1333	Hmel217004	1881212	1882394	+	0	NA	Intergenic	Intergenic	-8761	ID=HMEL016695g1.t2-E1;Parent=HMEL016695g1.t2								
434	Hmel209007	1062375	1063087	+	0	NA	TTS (ID=HMEL014632g1.t1-E3;Parent=HMEL014632g1.t1)	-TTS (ID=HMEL014632g1.t1-E3;Parent=HMEL014632g1.t1)	957	ID=HMEL014632g1.t1-E3;Parent=HMEL014632g1.t1								
865	Hmel212011	895652	895876	+	0	NA	Intergenic	Intergenic	-7212	ID=HMEL012674g4.t1-E1;Parent=HMEL012674g4.t1								
1184	Hmel215028	485412	485702	+	0	NA	Intergenic	Intergenic	51174	ID=HMEL032745g1.t1-E2;Parent=HMEL032745g1.t1								
442	Hmel209007	2627798	2628611	+	0	NA	Intergenic	Intergenic	-14231	ID=HMEL008855g2.t1-E1;Parent=HMEL008855g2.t1								
1577	Hmel218018	8225991	8226809	+	0	NA	Intergenic	Intergenic	-2203	ID=HMEL034489g1.t1-E1;Parent=HMEL034489g1.t1								
1572	Hmel218018	8090021	8090957	+	0	NA	Intergenic	Intergenic	3323	ID=HMEL016601g1.t1-E1;Parent=HMEL016601g1.t1								
689	Hmel211004	3418275	3418674	+	0	NA	Intergenic	Intergenic	-5543	ID=HMEL031125g1.t1-E1;Parent=HMEL031125g1.t1								
886	Hmel212013	452604	454031	+	0	NA	promoter-TSS (ID=HMEL031633g1.t1-E2;Parent=HMEL031633g1.t1)	-promoter-TSS (ID=HMEL031633g1.t1-E2;Parent=HMEL031633g1.t1)	-2	ID=HMEL031633g1.t1-E2;Parent=HMEL031633g1.t1								
1116	Hmel214019	169698	170188	+	0	NA	promoter-TSS (ID=HMEL020813g1.t1-E2;Parent=HMEL020813g1.t1)	-promoter-TSS (ID=HMEL020813g1.t1-E2;Parent=HMEL020813g1.t1)	-55	ID=HMEL020813g1.t1-E2;Parent=HMEL020813g1.t1								
1329	Hmel217004	1701982	1702611	+	0	NA	Intergenic	Intergenic	12193	ID=HMEL033801g1.t1-E2;Parent=HMEL033801g1.t1								
1725	Hmel220003	988287	988874	+	0	NA	Intergenic	Intergenic	6045	ID=HMEL017007g1.t2-E1;Parent=HMEL017007g1.t2								
727	Hmel211012	910405	911690	+	0	NA	Intergenic	Intergenic	-16242	ID=HMEL015092g1.t1-E1;Parent=HMEL015092g1.t1								
320	Hmel201009	3153198	3153819	+	0	NA	Intergenic	Intergenic	4839	ID=HMEL030207g1.t1-E2;Parent=HMEL030207g1.t1								
939	Hmel213004	458862	460613	+	0	NA	Intergenic	Intergenic	-6698	ID=HMEL031771g1.t2-E1;Parent=HMEL031771g1.t2								
811	Hmel212001	6003456	6004269	+	0	NA	Intergenic	Intergenic	-8936	ID=HMEL031459g1.t1-E1;Parent=HMEL031459g1.t1								
1670	Hmel219012	351982	352600	+	0	NA	Intergenic	Intergenic	-45574	ID=HMEL006034g1.t1-E1;Parent=HMEL006034g1.t1								
2010	Hmel201007	270830	271058	+	0	NA	Intergenic	Intergenic	8148	ID=HMEL030088g1.t1-E1;Parent=HMEL030088g1.t1								
465	Hmel210001	1435647	1436040	+	0	NA	Intergenic	Intergenic	2395	ID=HMEL007881g1.t1-E7;Parent=HMEL007881g1.t1								
249	Hmel207014	305858	306605	+	0	NA	TTS (ID=HMEL037620g1.t1-E1;Parent=HMEL037620g1.t1)	-TTS (ID=HMEL037620g1.t1-E1;Parent=HMEL037620g1.t1)	797	ID=HMEL037620g1.t1-E1;Parent=HMEL037620g1.t1								
1612	Hmel219003	2949615	2949903	+	0	NA	Intergenic	Intergenic	-3292	ID=HMEL005113g1.t1-E1;Parent=HMEL005113g1.t1								
819	Hmel201019	72625	72978	+	0	NA	Intergenic	Intergenic	-7623	ID=HMEL033099g1.t1-E2;Parent=HMEL033099g1.t1								
1177	Hmel215008	150509	150838	+	0	NA	Intergenic	Intergenic	-4858	ID=HMEL011564g1.t1-E2;Parent=HMEL011564g1.t1								
1189	Hmel215029	74306	74793	+	0	NA	promoter-TSS (ID=HMEL004964g1.t1-E2;Parent=HMEL004964g1.t1)	-promoter-TSS (ID=HMEL004964g1.t1-E2;Parent=HMEL004964g1.t1)	-124	ID=HMEL004964g1.t1-E2;Parent=HMEL004964g1.t1								
1127	Hmel214022	10674	11199	+	0	NA	Intergenic	Intergenic	16491	ID=HMEL021913g1.t1-E5;Parent=HMEL021913g1.t1								
1537	Hmel218018	6262558	6262986	+	0	NA	Intergenic	Intergenic	-3016	ID=HMEL016327g1.t1-E1;Parent=HMEL016327g1.t1								
894	Hmel212013	1337294	1337552	+	0	NA	Intergenic	Intergenic	14165	ID=HMEL031670g1.t1-E6;Parent=HMEL031670g1.t1								
1748	Hmel220003	2189253	2189842	+	0	NA	promoter-TSS (ID=HMEL012567g1.t1-E4;Parent=HMEL012567g1.t1)	-promoter-TSS (ID=HMEL012567g1.t1-E4;Parent=HMEL012567g1.t1)	-569	ID=HMEL012567g1.t1-E4;Parent=HMEL012567g1.t1								
858	Hmel212011	390485	391868	+	0	NA	promoter-TSS (ID=HMEL012711g1.t1-E1;Parent=HMEL012711g1.t1)	-promoter-TSS (ID=HMEL012711g1.t1-E1;Parent=HMEL012711g1.t1)	229	ID=HMEL012710g1.t1-E1;Parent=HMEL012710g1.t1								
1298	Hmel217001	343118	343908	+	0	NA	TTS (ID=HMEL016452g3.t1-E1;Parent=HMEL016452g3.t1)	-TTS (ID=HMEL016452g3.t1-E1;Parent=HMEL016452g3.t1)	1606	ID=HMEL016452g3.t1-E1;Parent=HMEL016452g3.t1								
140	Hmel207002	166480	167106	+	0	NA	promoter-TSS (ID=HMEL016120g1.t1-E3;Parent=HMEL016120g1.t1)	-promoter-TSS (ID=HMEL016120g1.t1-E3;Parent=HMEL016120g1.t1)	-498	ID=HMEL016120g1.t1-E3;Parent=HMEL016120g1.t1								
1900	Hmel221015	700277	700695	+	0	NA	exon (ID=HMEL008471g2.t1-E1;Parent=HMEL008471g2.t1, exon 1 of 1)	-exon (ID=HMEL008471g2.t1-E1;Parent=HMEL008471g2.t1, exon 1 of 1)	169	ID=HMEL008471g2.t1-E1;Parent=HMEL008471g2.t1								
385	Hmel208051	911512	912035	+	0	NA	promoter-TSS (ID=HMEL038158g1.t1-E1;Parent=HMEL038158g1.t1)	-promoter-TSS (ID=HMEL038158g1.t1-E1;Parent=HMEL038158g1.t1)	-39	ID=HMEL038158g1.t1-E1;Parent=HMEL038158g1.t1								
954	Hmel213004	1397437	1398063	+	0	NA	Intergenic	Intergenic	-4564	ID=HMEL031784g1.t1-E4;Parent=HMEL031784g1.t1								
1359	Hmel217018	55249	55526	+	0	NA	Intergenic	Intergenic	46429	ID=HMEL033949g1.t1-E1;Parent=HMEL033949g1.t1								
1479	Hmel218018	437628	438046	+	0	NA	Intergenic	Intergenic	49304	ID=HMEL017487-RA-E1;Parent=HMEL017487-RA								
801	Hmel201012	60389	60750	+	0	NA	Intergenic	Intergenic	3963	ID=HMEL033095g1.t1-E2;Parent=HMEL033095g1.t1								
985	Hmel213022	12221	12505	+	0	NA	Intergenic	Intergenic	-3424	ID=HMEL014213g1.t1-E2;Parent=HMEL014213g1.t1								
971	Hmel213013	183091	183846	+	0	NA	Intergenic	Intergenic	3498	ID=HMEL015354g1.t1-E3;Parent=HMEL015354g1.t1								
754	Hmel212001	610398	611017	+	0	NA	Intergenic	Intergenic	2177	ID=HMEL005971g1.t1-E5;Parent=HMEL005971g1.t1								
479	Hmel210004	2735422	2736167	+	0	NA	Intergenic	Intergenic	7768	ID=HMEL022620-RA-E4;Parent=HMEL022620-RA								
847	Hmel201019	508133	508564	+	0	NA	Intergenic	Intergenic	-31059	ID=HMEL033110g1.t1-E1;Parent=HMEL033110g1.t1								
1166	Hmel215006	713573	714060	+	0	NA	Intergenic	Intergenic	-8974	ID=HMEL032670g1.t1-E1;Parent=HMEL032670g1.t1								
1563	Hmel218018	7770724	7771314	+	0	NA	Intergenic	Intergenic	-6031	ID=HMEL016588g4.t1-E2;Parent=HMEL016588g4.t1								
1003	Hmel213038	8147	8610	+	0	NA	Intergenic	Intergenic	-15248	ID=HMEL032018g1.t1-E1;Parent=HMEL032018g1.t1								
