PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_melpUnique_D1down.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_melpUnique_D1down_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1309	Hmel210012	40332	40830	+	0	NA	Intergenic	Intergenic	-16752	ID=HMEL030953g1.t1-E1;Parent=HMEL030953g1.t1								
1752	Hmel213044	852623	852834	+	0	NA	Intergenic	Intergenic	-4484	ID=HMEL032044g1.t1-E1;Parent=HMEL032044g1.t1								
1576	Hmel212013	1362932	1363196	+	0	NA	Intergenic	Intergenic	-4091	ID=HMEL031670g1.t1-E1;Parent=HMEL031670g1.t1								
2874	Hmel215043	713	1273	+	0	NA	Intergenic	Intergenic	-2622	ID=HMEL032825g1.t1-E1;Parent=HMEL032825g1.t1								
2681	Hmel220003	1766858	1767189	+	0	NA	Intergenic	Intergenic	2782	ID=HMEL017045g1.t1-E2;Parent=HMEL017045g1.t1								
1622	Hmel213004	1026392	1026792	+	0	NA	Intergenic	Intergenic	-1519	ID=HMEL031778g1.t1-E3;Parent=HMEL031778g1.t1								
1260	Hmel210011	2799687	2799971	+	0	NA	Intergenic	Intergenic	-1554	ID=HMEL015947g1.t1-E1;Parent=HMEL015947g1.t1								
874	Hmel207021	1307017	1308714	+	0	NA	Intergenic	Intergenic	-4939	ID=HMEL012321g1.t1-E1;Parent=HMEL012321g1.t1								
975	Hmel208023	19385	19654	+	0	NA	promoter-TSS (ID=HMEL021486g1.t1-E1;Parent=HMEL021486g1.t1)	-promoter-TSS (ID=HMEL021486g1.t1-E1;Parent=HMEL021486g1.t1)	-116	ID=HMEL021486g1.t1-E1;Parent=HMEL021486g1.t1								
493	Hmel205005	90292	90847	+	0	NA	Intergenic	Intergenic	-33596	ID=HMEL036616g1.t1-E1;Parent=HMEL036616g1.t1								
1708	Hmel213029	111375	111786	+	0	NA	Intergenic	Intergenic	-6029	ID=HMEL031986g1.t1-E1;Parent=HMEL031986g1.t1								
2220	Hmel217001	1308890	1309482	+	0	NA	Intergenic	Intergenic	18800	ID=HMEL017700g1.t1-E4;Parent=HMEL017700g1.t1								
1436	Hmel212001	559424	559627	+	0	NA	Intergenic	Intergenic	-5807	ID=HMEL022668g1.t1-E1;Parent=HMEL022668g1.t1								
1911	Hmel214024	899630	899888	+	0	NA	Intergenic	Intergenic	-4237	ID=HMEL032538g1.t1-E1;Parent=HMEL032538g1.t1								
2856	Hmel208051	1456455	1456869	+	0	NA	promoter-TSS (ID=HMEL010123g1.t1-E2;Parent=HMEL010123g1.t1)	-promoter-TSS (ID=HMEL010123g1.t1-E2;Parent=HMEL010123g1.t1)	-620	ID=HMEL010123g1.t1-E2;Parent=HMEL010123g1.t1								
2528	Hmel219003	2845011	2845259	+	0	NA	Intergenic	Intergenic	-4375	ID=HMEL034625g1.t1-E1;Parent=HMEL034625g1.t1								
1591	Hmel212013	2331830	2332083	+	0	NA	Intergenic	Intergenic	-4447	ID=HMEL011475g1.t1-E3;Parent=HMEL011475g1.t1								
1677	Hmel213020	313607	313908	+	0	NA	promoter-TSS (ID=HMEL021221g1.t1-E6;Parent=HMEL021221g1.t1)	-promoter-TSS (ID=HMEL021221g1.t1-E6;Parent=HMEL021221g1.t1)	79	ID=HMEL021221g1.t1-E6;Parent=HMEL021221g1.t1								
2199	Hmel216016	99862	100524	+	0	NA	Intergenic	Intergenic	-9487	ID=HMEL017745g1.t1-E1;Parent=HMEL017745g1.t1								
2174	Hmel216013	539154	539475	+	0	NA	Intergenic	Intergenic	1316	ID=HMEL033619g1.t1-E1;Parent=HMEL033619g1.t1								
1320	Hmel211002	29553	30079	+	0	NA	Intergenic	Intergenic	16021	ID=HMEL030983g1.t1-E2;Parent=HMEL030983g1.t1								
1026	Hmel209001	1223596	1223787	+	0	NA	Intergenic	Intergenic	-33527	ID=HMEL007609g1.t1-E1;Parent=HMEL007609g1.t1								
2752	Hmel220011	88157	89394	+	0	NA	Intergenic	Intergenic	-5962	ID=HMEL035266g1.t1-E1;Parent=HMEL035266g1.t1								
1390	Hmel211008	27254	27687	+	0	NA	Intergenic	Intergenic	-4699	ID=HMEL031152g1.t1-E1;Parent=HMEL031152g1.t1								
1993	Hmel215034	380213	381205	+	0	NA	promoter-TSS (ID=HMEL016735g1.t1-E8;Parent=HMEL016735g1.t1)	-promoter-TSS (ID=HMEL016735g1.t1-E8;Parent=HMEL016735g1.t1)	632	ID=HMEL016735g1.t1-E7;Parent=HMEL016735g1.t1								
1893	Hmel214019	966458	967410	+	0	NA	Intergenic	Intergenic	-8864	ID=HMEL032473g1.t1-E1;Parent=HMEL032473g1.t1								
1469	Hmel212001	2662413	2662985	+	0	NA	TTS (ID=HMEL016834g1.t1-E2;Parent=HMEL016834g1.t1)	-TTS (ID=HMEL016834g1.t1-E2;Parent=HMEL016834g1.t1)	174	ID=HMEL016834g1.t1-E2;Parent=HMEL016834g1.t1								
1499	Hmel212001	5863056	5863447	+	0	NA	exon (ID=HMEL031454g1.t1-E1;Parent=HMEL031454g1.t1, exon 1 of 1)	-exon (ID=HMEL031454g1.t1-E1;Parent=HMEL031454g1.t1, exon 1 of 1)	189	ID=HMEL031454g1.t1-E1;Parent=HMEL031454g1.t1								
1646	Hmel213004	1919785	1920011	+	0	NA	Intergenic	Intergenic	-8328	ID=HMEL031798g1.t1-E1;Parent=HMEL031798g1.t1								
400	Hmel204001	1038464	1039236	+	0	NA	Intergenic	Intergenic	-7941	ID=HMEL036324g1.t1-E1;Parent=HMEL036324g1.t1								
534	Hmel205012	882851	883807	+	0	NA	Intergenic	Intergenic	7671	ID=HMEL036670g1.t1-E1;Parent=HMEL036670g1.t1								
746	Hmel206019	358805	359189	+	0	NA	Intergenic	Intergenic	-9531	ID=HMEL037190g1.t1-E1;Parent=HMEL037190g1.t1								
919	Hmel207030	104483	104787	+	0	NA	promoter-TSS (ID=HMEL005308g4.t1-E1;Parent=HMEL005308g4.t1)	-promoter-TSS (ID=HMEL005308g4.t1-E1;Parent=HMEL005308g4.t1)	-178	ID=HMEL005308g4.t1-E1;Parent=HMEL005308g4.t1								
744	Hmel206012	1748639	1749388	+	0	NA	promoter-TSS (ID=HMEL037149g1.t1-E3;Parent=HMEL037149g1.t1)	-promoter-TSS (ID=HMEL037149g1.t1-E3;Parent=HMEL037149g1.t1)	-634	ID=HMEL037149g1.t1-E3;Parent=HMEL037149g1.t1								
1268	Hmel210011	3417994	3418315	+	0	NA	promoter-TSS (ID=HMEL030897g1.t1-E1;Parent=HMEL030897g1.t1)	-promoter-TSS (ID=HMEL030897g1.t1-E1;Parent=HMEL030897g1.t1)	-526	ID=HMEL030897g1.t1-E1;Parent=HMEL030897g1.t1								
633	Hmel206006	490884	491426	+	0	NA	Intergenic	Intergenic	7086	ID=HMEL012150g1.t1-E4;Parent=HMEL012150g1.t1								
1372	Hmel211004	2688984	2689122	+	0	NA	Intergenic	Intergenic	-2241	ID=HMEL031098g1.t2-E2;Parent=HMEL031098g1.t2								
151	Hmel201019	279052	279555	+	0	NA	Intergenic	Intergenic	-4519	ID=HMEL033106g1.t1-E5;Parent=HMEL033106g1.t1								
1977	Hmel215028	1116283	1116722	+	0	NA	Intergenic	Intergenic	-1728	ID=HMEL032759g1.t1-E1;Parent=HMEL032759g1.t1								
2023	Hmel215047	918575	918984	+	0	NA	Intergenic	Intergenic	5560	ID=HMEL005156g1.t1-E5;Parent=HMEL005156g1.t1								
1669	Hmel213017	132581	132966	+	0	NA	Intergenic	Intergenic	1109	ID=HMEL008095g1.t1-E4;Parent=HMEL008095g1.t1								
1825	Hmel213069	1202535	1202961	+	0	NA	Intergenic	Intergenic	3897	ID=HMEL016100g3.t1-E2;Parent=HMEL016100g3.t1								
1285	Hmel210011	4268830	4269796	+	0	NA	TTS (ID=HMEL009083g1.t1-E1;Parent=HMEL009083g1.t1)	-TTS (ID=HMEL009083g1.t1-E1;Parent=HMEL009083g1.t1)	1226	ID=HMEL009083g1.t1-E1;Parent=HMEL009083g1.t1								
1952	Hmel215006	574110	574707	+	0	NA	Intergenic	Intergenic	-8804	ID=HMEL005803g2.t1-E4;Parent=HMEL005803g2.t1								
287	Hmel203003	16971	17494	+	0	NA	Intergenic	Intergenic	-2010	ID=HMEL035957g1.t1-E1;Parent=HMEL035957g1.t1								
475	Hmel204036	154711	155396	+	0	NA	promoter-TSS (ID=HMEL004861g1.t1-E2;Parent=HMEL004861g1.t1)	-promoter-TSS (ID=HMEL004861g1.t1-E2;Parent=HMEL004861g1.t1)	-916	ID=HMEL004861g1.t1-E2;Parent=HMEL004861g1.t1								
2595	Hmel219014	1221556	1222328	+	0	NA	Intergenic	Intergenic	1960	ID=HMEL010460g1.t1-E2;Parent=HMEL010460g1.t1								
932	Hmel208008	336775	337131	+	0	NA	Intergenic	Intergenic	-26010	ID=HMEL037830g1.t1-E1;Parent=HMEL037830g1.t1								
1549	Hmel212011	965187	965379	+	0	NA	Intergenic	Intergenic	-21452	ID=HMEL012672g1.t1-E1;Parent=HMEL012672g1.t1								
1959	Hmel215006	733065	733898	+	0	NA	Intergenic	Intergenic	-17992	ID=HMEL002008g1.t1-E1;Parent=HMEL002008g1.t1								
515	Hmel205010	71465	71619	+	0	NA	Intergenic	Intergenic	-5879	ID=HMEL003422g2.t1-E2;Parent=HMEL003422g2.t1								
1525	Hmel212006	166975	167956	+	0	NA	TTS (ID=HMEL002721g1.t1-E1;Parent=HMEL002721g1.t1)	-TTS (ID=HMEL002721g1.t1-E1;Parent=HMEL002721g1.t1)	601	ID=HMEL002721g1.t1-E1;Parent=HMEL002721g1.t1								
2545	Hmel219003	4691142	4691495	+	0	NA	Intergenic	Intergenic	-15239	ID=HMEL013138g1.t1-E1;Parent=HMEL013138g1.t1								
1242	Hmel210011	1307550	1307941	+	0	NA	promoter-TSS (ID=HMEL003035g1.t1-E1;Parent=HMEL003035g1.t1)	-promoter-TSS (ID=HMEL003035g1.t1-E1;Parent=HMEL003035g1.t1)	-847	ID=HMEL003035g1.t1-E1;Parent=HMEL003035g1.t1								
2761	Hmel220014	117390	118221	+	0	NA	Intergenic	Intergenic	4814	ID=HmelUGT351A1-E8;Parent=HmelUGT351A1								
138	Hmel201011	2783044	2783370	+	0	NA	Intergenic	Intergenic	12840	ID=HMEL033085g1.t1-E2;Parent=HMEL033085g1.t1								
1107	Hmel209007	4095005	4095230	+	0	NA	TTS (ID=HMEL030472g1.t1-E2;Parent=HMEL030472g1.t1)	-TTS (ID=HMEL030472g1.t1-E2;Parent=HMEL030472g1.t1)	787	ID=HMEL030472g1.t1-E3;Parent=HMEL030472g1.t1								
1208	Hmel210009	272350	272781	+	0	NA	Intergenic	Intergenic	4065	ID=HMEL005941g1.t1-E2;Parent=HMEL005941g1.t1								
1874	Hmel214010	137700	138087	+	0	NA	Intergenic	Intergenic	-1707	ID=HMEL004660g1.t1-E1;Parent=HMEL004660g1.t1								
1803	Hmel213062	976059	976225	+	0	NA	promoter-TSS (ID=HMEL032123g1.t1-E4;Parent=HMEL032123g1.t1)	-promoter-TSS (ID=HMEL032123g1.t1-E4;Parent=HMEL032123g1.t1)	-477	ID=HMEL032123g1.t1-E4;Parent=HMEL032123g1.t1								
724	Hmel206009	4460478	4460732	+	0	NA	Intergenic	Intergenic	12681	ID=HMEL004766g1.t1-E17;Parent=HMEL004766g1.t1								
1201	Hmel210005	1075786	1076033	+	0	NA	Intergenic	Intergenic	12322	ID=HMEL008524g1.t1-E5;Parent=HMEL008524g1.t1								
519	Hmel205011	118034	118343	+	0	NA	Intergenic	Intergenic	3971	ID=HMEL016058g1.t1-E4;Parent=HMEL016058g1.t1								
1195	Hmel210006	28430	28746	+	0	NA	Intergenic	Intergenic	18570	ID=HMEL030785g1.t1-E8;Parent=HMEL030785g1.t1								
17	Hmel201002	1969412	1969975	+	0	NA	Intergenic	Intergenic	31182	ID=HMEL002970g1.t1-E3;Parent=HMEL002970g1.t1								
2451	Hmel218018	7213683	7213851	+	0	NA	Intergenic	Intergenic	-11629	ID=HMEL034476g1.t1-E1;Parent=HMEL034476g1.t1								
1327	Hmel211002	81762	82072	+	0	NA	Intergenic	Intergenic	13029	ID=HMEL015339g1.t1-E2;Parent=HMEL015339g1.t1								
2192	Hmel216015	822747	823431	+	0	NA	Intergenic	Intergenic	23722	ID=HMEL033639g1.t1-E4;Parent=HMEL033639g1.t1								
1274	Hmel210011	3759361	3759735	+	0	NA	Intergenic	Intergenic	-16600	ID=HMEL015490g1.t1-E1;Parent=HMEL015490g1.t1								
2667	Hmel220003	1202963	1203218	+	0	NA	Intergenic	Intergenic	-31298	ID=HMEL017016g1.t1-E1;Parent=HMEL017016g1.t1								
110	Hmel201011	669403	670578	+	0	NA	Intergenic	Intergenic	-2733	ID=HMEL012836g1.t1-E7;Parent=HMEL012836g1.t1								
333	Hmel203045	606556	606865	+	0	NA	Intergenic	Intergenic	18820	ID=HMEL036074g1.t1-E17;Parent=HMEL036074g1.t1								
1995	Hmel215034	512820	513112	+	0	NA	Intergenic	Intergenic	-6560	ID=HMEL032805g1.t1-E1;Parent=HMEL032805g1.t1								
2356	Hmel218004	208725	209616	+	0	NA	Intergenic	Intergenic	-1089	ID=HMEL034240g1.t1-E1;Parent=HMEL034240g1.t1								
2210	Hmel217001	551434	551632	+	0	NA	promoter-TSS (ID=HMEL033713g1.t1-E3;Parent=HMEL033713g1.t1)	-promoter-TSS (ID=HMEL033713g1.t1-E3;Parent=HMEL033713g1.t1)	-441	ID=HMEL033713g1.t1-E3;Parent=HMEL033713g1.t1								
2658	Hmel220003	951152	951588	+	0	NA	Intergenic	Intergenic	-2959	ID=HMEL017007g1.t2-E3;Parent=HMEL017007g1.t2								
2780	Hmel220017	806717	807177	+	0	NA	Intergenic	Intergenic	9204	ID=HMEL035362g1.t1-E2;Parent=HMEL035362g1.t1								
646	Hmel206006	2125665	2126667	+	0	NA	Intergenic	Intergenic	4217	ID=HMEL016514g1.t1-E26;Parent=HMEL016514g1.t1								
446	Hmel204017	1720812	1721006	+	0	NA	TTS (ID=HMEL016505g1.t1-E5;Parent=HMEL016505g1.t1)	-TTS (ID=HMEL016505g1.t1-E5;Parent=HMEL016505g1.t1)	1107	ID=HMEL016505g1.t1-E5;Parent=HMEL016505g1.t1								
2181	Hmel216015	39631	40719	+	0	NA	TTS (ID=HMEL003020g1.t1-E6;Parent=HMEL003020g1.t1)	-TTS (ID=HMEL003020g1.t1-E6;Parent=HMEL003020g1.t1)	311	ID=HMEL003020g1.t1-E6;Parent=HMEL003020g1.t1								
2229	Hmel217001	2797702	2798598	+	0	NA	Intergenic	Intergenic	-9891	ID=HMEL033763g1.t1-E1;Parent=HMEL033763g1.t1								
1220	Hmel210010	165912	166224	+	0	NA	promoter-TSS (ID=HMEL030821g1.t1-E3;Parent=HMEL030821g1.t1)	-promoter-TSS (ID=HMEL030821g1.t1-E3;Parent=HMEL030821g1.t1)	125	ID=HMEL030821g1.t1-E2;Parent=HMEL030821g1.t1								
1582	Hmel212013	1493331	1493583	+	0	NA	Intergenic	Intergenic	3658	ID=HMEL031671g1.t1-E2;Parent=HMEL031671g1.t1								
2842	Hmel204028	6630	6873	+	0	NA	NA	NA	NA	NA								
1599	Hmel212013	2893208	2893425	+	0	NA	Intergenic	Intergenic	4317	ID=HMEL031700g1.t1-E2;Parent=HMEL031700g1.t1								
2306	Hmel217018	1613577	1613980	+	0	NA	Intergenic	Intergenic	7833	ID=HMEL017687g1.t1-E2;Parent=HMEL017687g1.t1								
1149	Hmel210004	1723580	1723747	+	0	NA	Intergenic	Intergenic	-15264	ID=HMEL002901-RA-E1;Parent=HMEL002901-RA								
2652	Hmel220003	601462	601979	+	0	NA	Intergenic	Intergenic	7621	ID=HMEL007254g1.t1-E2;Parent=HMEL007254g1.t1								
2337	Hmel218003	1017712	1018466	+	0	NA	Intergenic	Intergenic	-5706	ID=HMEL001000g4.t1-E1;Parent=HMEL001000g4.t1								
2603	Hmel219014	2658448	2658891	+	0	NA	Intergenic	Intergenic	-4792	ID=HMEL015726g1.t1-E1;Parent=HMEL015726g1.t1								
2283	Hmel217014	922003	922237	+	0	NA	promoter-TSS (ID=HMEL033930g1.t1-E5;Parent=HMEL033930g1.t1)	-promoter-TSS (ID=HMEL033930g1.t1-E5;Parent=HMEL033930g1.t1)	133	ID=HMEL033930g1.t1-E4;Parent=HMEL033930g1.t1								
2243	Hmel217004	716709	716862	+	0	NA	Intergenic	Intergenic	5168	ID=HMEL033779g1.t1-E1;Parent=HMEL033779g1.t1								
2407	Hmel218018	2075422	2075806	+	0	NA	Intergenic	Intergenic	5705	ID=HMEL016189g1.t1-E1;Parent=HMEL016189g1.t1								
2695	Hmel220005	586265	586531	+	0	NA	Intergenic	Intergenic	1441	ID=HMEL035054g1.t1-E2;Parent=HMEL035054g1.t1								
1087	Hmel209007	2789909	2790593	+	0	NA	Intergenic	Intergenic	6898	ID=HMEL008868g1.t1-E5;Parent=HMEL008868g1.t1								
1288	Hmel210011	4355152	4355515	+	0	NA	Intergenic	Intergenic	22527	ID=HMEL009080g1.t1-E3;Parent=HMEL009080g1.t1								
810	Hmel207002	6284038	6285135	+	0	NA	Intergenic	Intergenic	-17025	ID=HMEL037495g1.t1-E1;Parent=HMEL037495g1.t1								
1238	Hmel210011	808474	808665	+	0	NA	Intergenic	Intergenic	-1145	ID=HMEL030841g1.t1-E1;Parent=HMEL030841g1.t1								
33	Hmel201007	494856	495914	+	0	NA	Intergenic	Intergenic	-19874	ID=HMEL014541g1.t1-E1;Parent=HMEL014541g1.t1								
1587	Hmel212013	2116974	2117423	+	0	NA	Intergenic	Intergenic	-5544	ID=HMEL013037g1.t1-E1;Parent=HMEL013037g1.t1								
2866	Hmel213026	58610	58778	+	0	NA	Intergenic	Intergenic	-17609	ID=HMEL031961g1.t1-E1;Parent=HMEL031961g1.t1								
1559	Hmel212013	225120	225544	+	0	NA	Intergenic	Intergenic	-12297	ID=HMEL017583g1.t2-E1;Parent=HMEL017583g1.t2								
7	Hmel201002	1306206	1306355	+	0	NA	Intergenic	Intergenic	7336	ID=HMEL011296g1.t1-E6;Parent=HMEL011296g1.t1								
1793	Hmel213054	72728	73084	+	0	NA	promoter-TSS (ID=HMEL015621g1.t1-E1;Parent=HMEL015621g1.t1)	-promoter-TSS (ID=HMEL015621g1.t1-E1;Parent=HMEL015621g1.t1)	-717	ID=HMEL015621g1.t1-E1;Parent=HMEL015621g1.t1								
227	Hmel202006	2178882	2179198	+	0	NA	Intergenic	Intergenic	18617	ID=HMEL014365g1.t1-E8;Parent=HMEL014365g1.t1								
1701	Hmel213022	349863	350224	+	0	NA	Intergenic	Intergenic	-1294	ID=HMEL007073g1.t1-E2;Parent=HMEL007073g1.t1								
1860	Hmel214008	1652988	1653363	+	0	NA	Intergenic	Intergenic	-7626	ID=HMEL006481g1.t1-E1;Parent=HMEL006481g1.t1								
2443	Hmel218018	6551853	6553352	+	0	NA	Intergenic	Intergenic	3482	ID=HMEL034461g1.t1-E3;Parent=HMEL034461g1.t1								
1937	Hmel215006	4107	6060	+	0	NA	promoter-TSS (ID=HMEL013368g1.t1-E3;Parent=HMEL013368g1.t1)	-promoter-TSS (ID=HMEL013368g1.t1-E3;Parent=HMEL013368g1.t1)	-569	ID=HMEL013368g1.t1-E3;Parent=HMEL013368g1.t1								
2013	Hmel215047	398608	398986	+	0	NA	TTS (ID=HMEL032867g1.t1-E1;Parent=HMEL032867g1.t1)	-TTS (ID=HMEL032867g1.t1-E1;Parent=HMEL032867g1.t1)	403	ID=HMEL032867g1.t1-E1;Parent=HMEL032867g1.t1								
255	Hmel202006	5601022	5602108	+	0	NA	Intergenic	Intergenic	8616	ID=HMEL013268g2.t1-E13;Parent=HMEL013268g2.t1								
264	Hmel203015	9371	11843	+	0	NA	Intergenic	Intergenic	-19124	ID=HMEL036005g1.t1-E1;Parent=HMEL036005g1.t1								
806	Hmel207002	6170017	6170768	+	0	NA	Intergenic	Intergenic	16925	ID=HMEL037494g1.t1-E2;Parent=HMEL037494g1.t1								
2230	Hmel217002	4981	5254	+	0	NA	NA	NA	NA	NA								
1885	Hmel214019	447895	448407	+	0	NA	Intergenic	Intergenic	-10302	ID=HMEL032456g1.t1-E1;Parent=HMEL032456g1.t1								
182	Hmel202004	1013928	1014414	+	0	NA	promoter-TSS (ID=HMEL007047g1.t1-E4;Parent=HMEL007047g1.t1)	-promoter-TSS (ID=HMEL007047g1.t1-E4;Parent=HMEL007047g1.t1)	6	ID=HMEL007047g1.t1-E4;Parent=HMEL007047g1.t1								
1817	Hmel213069	485976	486405	+	0	NA	promoter-TSS (ID=HMEL032217g1.t1-E4;Parent=HMEL032217g1.t1)	-promoter-TSS (ID=HMEL032217g1.t1-E4;Parent=HMEL032217g1.t1)	-411	ID=HMEL032217g1.t1-E4;Parent=HMEL032217g1.t1								
2707	Hmel220005	925163	925354	+	0	NA	promoter-TSS (ID=HMEL012273g3.t1-E1;Parent=HMEL012273g3.t1)	-promoter-TSS (ID=HMEL012273g3.t1-E1;Parent=HMEL012273g3.t1)	-882	ID=HMEL012273g3.t1-E1;Parent=HMEL012273g3.t1								
556	Hmel205013	184293	184795	+	0	NA	Intergenic	Intergenic	3640	ID=HMEL036686g1.t1-E2;Parent=HMEL036686g1.t1								
717	Hmel206009	3765709	3765849	+	0	NA	Intergenic	Intergenic	18796	ID=HMEL014669g1.t1-E5;Parent=HMEL014669g1.t1								
2817	Hmel221015	294992	295189	+	0	NA	Intergenic	Intergenic	-10219	ID=HMEL035651g1.t1-E1;Parent=HMEL035651g1.t1								
815	Hmel207002	6643598	6643944	+	0	NA	Intergenic	Intergenic	1745	ID=HMEL011317g1.t1-E3;Parent=HMEL011317g1.t1								
671	Hmel206009	896017	896948	+	0	NA	Intergenic	Intergenic	17124	ID=HMEL037010g1.t1-E3;Parent=HMEL037010g1.t1								
1511	Hmel212001	6438972	6439396	+	0	NA	Intergenic	Intergenic	-1322	ID=HMEL016400g3.t1-E1;Parent=HMEL016400g3.t1								
2249	Hmel217004	1142327	1142527	+	0	NA	Intergenic	Intergenic	-22847	ID=HMEL006590g1.t1-E1;Parent=HMEL006590g1.t1								
167	Hmel201019	1145082	1145361	+	0	NA	promoter-TSS (ID=HMEL013098g1.t1-E1;Parent=HMEL013098g1.t1)	-promoter-TSS (ID=HMEL013098g1.t1-E1;Parent=HMEL013098g1.t1)	48	ID=HMEL013098g1.t1-E1;Parent=HMEL013098g1.t1								
2423	Hmel218018	3652378	3652660	+	0	NA	Intergenic	Intergenic	-4968	ID=HMEL003247g1.t1-E2;Parent=HMEL003247g1.t1								
692	Hmel206009	1913458	1913800	+	0	NA	promoter-TSS (ID=HMEL016759g1.t1-E7;Parent=HMEL016759g1.t1)	-promoter-TSS (ID=HMEL016759g1.t1-E7;Parent=HMEL016759g1.t1)	-572	ID=HMEL016759g1.t1-E7;Parent=HMEL016759g1.t1								
1605	Hmel212014	89696	90690	+	0	NA	Intergenic	Intergenic	-3393	ID=HMEL014802g3.t1-E1;Parent=HMEL014802g3.t1								
663	Hmel206009	584568	585199	+	0	NA	Intergenic	Intergenic	19107	ID=HMEL037007g1.t1-E1;Parent=HMEL037007g1.t1								
2431	Hmel218018	5561415	5561738	+	0	NA	Intergenic	Intergenic	4295	ID=HMEL034449g1.t1-E3;Parent=HMEL034449g1.t1								
1907	Hmel214024	122444	122669	+	0	NA	Intergenic	Intergenic	10345	ID=HMEL032502g1.t1-E5;Parent=HMEL032502g1.t1								
854	Hmel207015	177721	177933	+	0	NA	promoter-TSS (ID=HMEL037638g1.t1-E2;Parent=HMEL037638g1.t1)	-promoter-TSS (ID=HMEL037638g1.t1-E2;Parent=HMEL037638g1.t1)	627	ID=HMEL037638g1.t1-E1;Parent=HMEL037638g1.t1								
1945	Hmel215006	211812	212051	+	0	NA	Intergenic	Intergenic	12834	ID=HMEL006667g1.t1-E3;Parent=HMEL006667g1.t1								
969	Hmel208021	541202	541686	+	0	NA	Intergenic	Intergenic	4015	ID=HMEL003447g1.t1-E1;Parent=HMEL003447g1.t1								
1174	Hmel210004	5724425	5725062	+	0	NA	promoter-TSS (ID=HMEL009005g2.t1-E7;Parent=HMEL009005g2.t1)	-promoter-TSS (ID=HMEL009005g2.t1-E7;Parent=HMEL009005g2.t1)	-485	ID=HMEL009005g2.t1-E7;Parent=HMEL009005g2.t1								
1946	Hmel215006	254638	254864	+	0	NA	Intergenic	Intergenic	-16314	ID=HMEL006667g1.t1-E1;Parent=HMEL006667g1.t1								
510	Hmel205006	15396	15932	+	0	NA	Intergenic	Intergenic	1102	ID=HMEL008221g1.t1-E1;Parent=HMEL008221g1.t1								
393	Hmel204001	326290	326498	+	0	NA	Intergenic	Intergenic	-3282	ID=HMEL036308g1.t1-E1;Parent=HMEL036308g1.t1								
2276	Hmel217014	16923	17206	+	0	NA	Intergenic	Intergenic	75577	ID=HMEL012812g1.t1-E10;Parent=HMEL012812g1.t1								
1501	Hmel212001	5885810	5886005	+	0	NA	TTS (ID=HMEL031453g1.t1-E2;Parent=HMEL031453g1.t1)	-TTS (ID=HMEL031453g1.t1-E2;Parent=HMEL031453g1.t1)	634	ID=HMEL031453g1.t1-E2;Parent=HMEL031453g1.t1								
658	Hmel206007	75603	75879	+	0	NA	promoter-TSS (ID=HMEL011869g3.t1-E3;Parent=HMEL011869g3.t1)	-promoter-TSS (ID=HMEL011869g3.t1-E3;Parent=HMEL011869g3.t1)	150	ID=HMEL011869g3.t1-E2;Parent=HMEL011869g3.t1								
274	Hmel203011	37146	37565	+	0	NA	Intergenic	Intergenic	1272	ID=HMEL015572g2.t1-E3;Parent=HMEL015572g2.t1								
549	Hmel205014	8636	8819	+	0	NA	TTS (ID=HMEL003720g1.t1-E5;Parent=HMEL003720g1.t1)	-TTS (ID=HMEL003720g1.t1-E5;Parent=HMEL003720g1.t1)	359	ID=HMEL003720g1.t1-E5;Parent=HMEL003720g1.t1								
877	Hmel207021	1493504	1494681	+	0	NA	Intergenic	Intergenic	-20644	ID=HMEL007926g1.t1-E1;Parent=HMEL007926g1.t1								
1508	Hmel212001	6173639	6173979	+	0	NA	promoter-TSS (ID=HMEL031464g1.t1-E3;Parent=HMEL031464g1.t1)	-promoter-TSS (ID=HMEL031464g1.t1-E3;Parent=HMEL031464g1.t1)	-378	ID=HMEL031464g1.t1-E3;Parent=HMEL031464g1.t1								
1128	Hmel210001	411272	411844	+	0	NA	Intergenic	Intergenic	-3305	ID=HMEL013662g1.t1-E1;Parent=HMEL013662g1.t1								
1771	Hmel213049	243500	244208	+	0	NA	promoter-TSS (ID=HMEL005137g1.t1-E5;Parent=HMEL005137g1.t1)	-promoter-TSS (ID=HMEL005137g1.t1-E5;Parent=HMEL005137g1.t1)	-293	ID=HMEL005137g1.t1-E5;Parent=HMEL005137g1.t1								
946	Hmel208014	61962	62149	+	0	NA	Intergenic	Intergenic	8285	ID=HMEL037848g1.t1-E1;Parent=HMEL037848g1.t1								
1724	Hmel213035	152	1203	+	0	NA	Intergenic	Intergenic	21843	ID=HMEL031990g1.t1-E12;Parent=HMEL031990g1.t1								
1520	Hmel212004	1444802	1445473	+	0	NA	promoter-TSS (ID=HMEL012601g1.t1-E2;Parent=HMEL012601g1.t1)	-promoter-TSS (ID=HMEL012601g1.t1-E2;Parent=HMEL012601g1.t1)	-657	ID=HMEL012601g1.t1-E2;Parent=HMEL012601g1.t1								
