PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_melpUnique_5thdown.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_melpUnique_5thdown_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2218	Hmel210011	2495096	2495343	+	0	NA	Intergenic	Intergenic	4078	ID=HMEL015916-RA-E1;Parent=HMEL015916-RA								
2316	Hmel211002	1649289	1649468	+	0	NA	Intergenic	Intergenic	-7184	ID=HMEL010884g1.t1-E1;Parent=HMEL010884g1.t1								
4949	Hmel220005	3598039	3598320	+	0	NA	Intergenic	Intergenic	1066	ID=HMEL020887g1.t1-E1;Parent=HMEL020887g1.t1								
4772	Hmel219018	54757	54969	+	0	NA	Intergenic	Intergenic	-22431	ID=HMEL010755g1.t1-E1;Parent=HMEL010755g1.t1								
1743	Hmel208051	1337644	1337935	+	0	NA	Intergenic	Intergenic	12023	ID=HMEL010119g1.t1-E5;Parent=HMEL010119g1.t1								
5162	Hmel221012	890385	890569	+	0	NA	Intergenic	Intergenic	14337	ID=HMEL035571g1.t1-E2;Parent=HMEL035571g1.t1								
3970	Hmel217004	3115667	3116323	+	0	NA	Intergenic	Intergenic	-1313	ID=HMEL033829g1.t1-E2;Parent=HMEL033829g1.t1								
4770	Hmel219016	172032	172708	+	0	NA	Intergenic	Intergenic	-2619	ID=HMEL034860g1.t1-E1;Parent=HMEL034860g1.t1								
3364	Hmel214008	2254102	2254418	+	0	NA	Intergenic	Intergenic	-1630	ID=HMEL005632g2.t1-E1;Parent=HMEL005632g2.t1								
4109	Hmel218003	577816	578991	+	0	NA	Intergenic	Intergenic	-11169	ID=HMEL002053g1.t1-E1;Parent=HMEL002053g1.t1								
3251	Hmel213067	672676	672846	+	0	NA	Intergenic	Intergenic	-73481	ID=HMEL032194g1.t1-E1;Parent=HMEL032194g1.t1								
4401	Hmel218018	5667880	5668674	+	0	NA	Intergenic	Intergenic	11961	ID=HMEL034451g1.t1-E2;Parent=HMEL034451g1.t1								
3205	Hmel213062	1010807	1012215	+	0	NA	Intergenic	Intergenic	-3984	ID=HMEL032125g1.t1-E1;Parent=HMEL032125g1.t1								
4995	Hmel220005	5586279	5586472	+	0	NA	Intergenic	Intergenic	5537	ID=HMEL035242g1.t4-E14;Parent=HMEL035242g1.t4								
1383	Hmel207002	4730632	4731752	+	0	NA	Intergenic	Intergenic	-42813	ID=HMEL013824g1.t1-E1;Parent=HMEL013824g1.t1								
137	Hmel201009	497617	497800	+	0	NA	TTS (ID=HMEL030128g1.t1-E2;Parent=HMEL030128g1.t1)	-TTS (ID=HMEL030128g1.t1-E2;Parent=HMEL030128g1.t1)	1084	ID=HMEL030128g1.t1-E2;Parent=HMEL030128g1.t1								
1414	Hmel207002	6223729	6223986	+	0	NA	Intergenic	Intergenic	70390	ID=HMEL037494g1.t1-E2;Parent=HMEL037494g1.t1								
4504	Hmel218018	9166409	9166940	+	0	NA	Intergenic	Intergenic	-5924	ID=HMEL003749g1.t1-E3;Parent=HMEL003749g1.t1								
666	Hmel204001	1217902	1218047	+	0	NA	Intergenic	Intergenic	15079	ID=HMEL036325g1.t1-E1;Parent=HMEL036325g1.t1								
3794	Hmel216011	1377266	1377583	+	0	NA	Intergenic	Intergenic	61220	ID=HMEL033557g1.t1-E2;Parent=HMEL033557g1.t1								
860	Hmel205008	155354	155679	+	0	NA	Intergenic	Intergenic	-13556	ID=HMEL036631g1.t1-E1;Parent=HMEL036631g1.t1								
1074	Hmel206007	228699	229454	+	0	NA	Intergenic	Intergenic	-28309	ID=HMEL006762-RA-E1;Parent=HMEL006762-RA								
2308	Hmel211002	83178	83414	+	0	NA	Intergenic	Intergenic	13510	ID=HMEL015337g1.t1-E7;Parent=HMEL015337g1.t1								
4887	Hmel220005	664518	664752	+	0	NA	TTS (ID=HMEL012263g1.t1-E2;Parent=HMEL012263g1.t1)	-TTS (ID=HMEL012263g1.t1-E2;Parent=HMEL012263g1.t1)	1168	ID=HMEL012263g1.t1-E2;Parent=HMEL012263g1.t1								
3884	Hmel216016	233005	234075	+	0	NA	promoter-TSS (ID=HMEL008071g1.t1-E2;Parent=HMEL008071g1.t1)	-promoter-TSS (ID=HMEL008071g1.t1-E2;Parent=HMEL008071g1.t1)	65	ID=HMEL008071g1.t1-E2;Parent=HMEL008071g1.t1								
1063	Hmel206006	1931330	1931941	+	0	NA	Intergenic	Intergenic	-5933	ID=HMEL036963g1.t1-E1;Parent=HMEL036963g1.t1								
1567	Hmel207023	466616	469411	+	0	NA	Intergenic	Intergenic	43694	ID=HMEL005443g1.t1-E20;Parent=HMEL005443g1.t1								
1776	Hmel209001	1415438	1415740	+	0	NA	Intergenic	Intergenic	-2520	ID=HMEL007620g1.t1-E1;Parent=HMEL007620g1.t1								
2565	Hmel212001	105232	105377	+	0	NA	promoter-TSS (ID=HMEL031318g1.t1-E3;Parent=HMEL031318g1.t1)	-promoter-TSS (ID=HMEL031318g1.t1-E3;Parent=HMEL031318g1.t1)	-508	ID=HMEL031318g1.t1-E3;Parent=HMEL031318g1.t1								
2158	Hmel210009	395716	396277	+	0	NA	Intergenic	Intergenic	15305	ID=HMEL005949g1.t1-E5;Parent=HMEL005949g1.t1								
3047	Hmel213044	637092	637438	+	0	NA	Intergenic	Intergenic	-31144	ID=HMEL032040g1.t1-E1;Parent=HMEL032040g1.t1								
2576	Hmel212001	898581	898990	+	0	NA	promoter-TSS (ID=HMEL011003g1.t1-E1;Parent=HMEL011003g1.t1)	-promoter-TSS (ID=HMEL011003g1.t1-E1;Parent=HMEL011003g1.t1)	-384	ID=HMEL011003g1.t1-E1;Parent=HMEL011003g1.t1								
4938	Hmel220005	3177620	3178485	+	0	NA	Intergenic	Intergenic	6415	ID=HMEL035174g1.t1-E2;Parent=HMEL035174g1.t1								
2362	Hmel211004	2301772	2302957	+	0	NA	Intergenic	Intergenic	-2430	ID=HMEL004312g1.t1-E20;Parent=HMEL004312g1.t1								
3287	Hmel213069	1162765	1162957	+	0	NA	Intergenic	Intergenic	3874	ID=HMEL032234g1.t1-E1;Parent=HMEL032234g1.t1								
3829	Hmel216011	2262399	2262644	+	0	NA	Intergenic	Intergenic	4195	ID=HMEL002784g1.t1-E1;Parent=HMEL002784g1.t1								
2796	Hmel212013	1458488	1458851	+	0	NA	Intergenic	Intergenic	7066	ID=HMEL015319g1.t1-E1;Parent=HMEL015319g1.t1								
1601	Hmel208008	21355	21660	+	0	NA	Intergenic	Intergenic	6061	ID=HMEL037816g1.t1-E1;Parent=HMEL037816g1.t1								
5041	Hmel220009	590208	590574	+	0	NA	TTS (ID=HMEL022427g1.t1-E3;Parent=HMEL022427g1.t1)	-TTS (ID=HMEL022427g1.t1-E3;Parent=HMEL022427g1.t1)	1376	ID=HMEL022427g1.t1-E3;Parent=HMEL022427g1.t1								
323	Hmel208003	8100	8482	+	0	NA	Intergenic	Intergenic	1903	ID=HMEL014026g1.t1-E2;Parent=HMEL014026g1.t1								
1834	Hmel209006	153620	153822	+	0	NA	Intergenic	Intergenic	23345	ID=HMEL030343g1.t1-E1;Parent=HMEL030343g1.t1								
2142	Hmel210005	833275	833789	+	0	NA	promoter-TSS (ID=HMEL030771g1.t1-E1;Parent=HMEL030771g1.t1)	-promoter-TSS (ID=HMEL030771g1.t1-E1;Parent=HMEL030771g1.t1)	-27	ID=HMEL030771g1.t1-E1;Parent=HMEL030771g1.t1								
545	Hmel203041	152015	152939	+	0	NA	Intergenic	Intergenic	-9190	ID=HMEL036051g1.t1-E1;Parent=HMEL036051g1.t1								
5292	Hmel213056	1357	1962	+	0	NA	Intergenic	Intergenic	32226	ID=HMEL014863g1.t1-E1;Parent=HMEL014863g1.t1								
2467	Hmel211013	20133	20491	+	0	NA	Intergenic	Intergenic	1236	ID=HMEL006399g1.t1-E5;Parent=HMEL006399g1.t1								
2733	Hmel212009	639135	639359	+	0	NA	Intergenic	Intergenic	32863	ID=HMEL031560g1.t1-E2;Parent=HMEL031560g1.t1								
5196	Hmel221015	311735	312508	+	0	NA	Intergenic	Intergenic	3124	ID=HMEL035652g1.t1-E2;Parent=HMEL035652g1.t1								
187	Hmel201009	3151558	3151727	+	0	NA	Intergenic	Intergenic	2973	ID=HMEL030207g1.t1-E2;Parent=HMEL030207g1.t1								
4625	Hmel219003	6387173	6387857	+	0	NA	Intergenic	Intergenic	-4060	ID=HMEL002697g1.t1-E5;Parent=HMEL002697g1.t1								
2326	Hmel211004	187326	188133	+	0	NA	Intergenic	Intergenic	8550	ID=HMEL015227g1.t1-E10;Parent=HMEL015227g1.t1								
1283	Hmel207002	526594	527042	+	0	NA	Intergenic	Intergenic	4329	ID=HMEL009519g1.t1-E4;Parent=HMEL009519g1.t1								
3089	Hmel213051	253220	254858	+	0	NA	Intergenic	Intergenic	-1335	ID=HMEL015898g1.t1-E2;Parent=HMEL015898g1.t1								
212	Hmel201009	4548964	4549166	+	0	NA	Intergenic	Intergenic	-11506	ID=HMEL030251g1.t1-E1;Parent=HMEL030251g1.t1								
3384	Hmel214010	641983	642577	+	0	NA	Intergenic	Intergenic	1589	ID=HMEL032406g1.t1-E2;Parent=HMEL032406g1.t1								
2436	Hmel211012	269263	269497	+	0	NA	promoter-TSS (ID=HMEL010345g1.t1-E1;Parent=HMEL010345g1.t1)	-promoter-TSS (ID=HMEL010345g1.t1-E1;Parent=HMEL010345g1.t1)	-71	ID=HMEL010345g1.t1-E1;Parent=HMEL010345g1.t1								
1331	Hmel207002	2407404	2407641	+	0	NA	Intergenic	Intergenic	-2486	ID=HMEL037402g1.t1-E1;Parent=HMEL037402g1.t1								
4019	Hmel217018	183799	184158	+	0	NA	TTS (ID=HMEL033954g1.t1-E1;Parent=HMEL033954g1.t1)	-TTS (ID=HMEL033954g1.t1-E1;Parent=HMEL033954g1.t1)	1132	ID=HMEL033954g1.t1-E1;Parent=HMEL033954g1.t1								
5108	Hmel221001	9324	9578	+	0	NA	promoter-TSS (ID=HMEL009542g1.t1-E1;Parent=HMEL009542g1.t1)	-promoter-TSS (ID=HMEL009542g1.t1-E1;Parent=HMEL009542g1.t1)	-279	ID=HMEL009542g1.t1-E1;Parent=HMEL009542g1.t1								
2383	Hmel211004	3972860	3973269	+	0	NA	Intergenic	Intergenic	6142	ID=HMEL015693g1.t1-E1;Parent=HMEL015693g1.t1								
1305	Hmel207002	1546603	1546866	+	0	NA	Intergenic	Intergenic	-6013	ID=HMEL011236g1.t1-E1;Parent=HMEL011236g1.t1								
961	Hmel205017	270623	270928	+	0	NA	promoter-TSS (ID=HMEL036736g1.t1-E1;Parent=HMEL036736g1.t1)	-promoter-TSS (ID=HMEL036736g1.t1-E1;Parent=HMEL036736g1.t1)	-958	ID=HMEL036736g1.t1-E1;Parent=HMEL036736g1.t1								
4539	Hmel219003	1952897	1953494	+	0	NA	Intergenic	Intergenic	1336	ID=HMEL010671g1.t1-E2;Parent=HMEL010671g1.t1								
2686	Hmel212001	6496671	6497301	+	0	NA	TTS (ID=HMEL005761g2.t2-E2;Parent=HMEL005761g2.t2)	-TTS (ID=HMEL005761g2.t2-E2;Parent=HMEL005761g2.t2)	885	ID=HMEL005761g2.t2-E2;Parent=HMEL005761g2.t2								
1662	Hmel208021	130360	131079	+	0	NA	Intergenic	Intergenic	12524	ID=HMEL037938g1.t1-E9;Parent=HMEL037938g1.t1								
2882	Hmel213004	1046083	1046250	+	0	NA	Intergenic	Intergenic	-12206	ID=HMEL031778g1.t1-E1;Parent=HMEL031778g1.t1								
3234	Hmel213065	697469	697998	+	0	NA	Intergenic	Intergenic	-14045	ID=HMEL014721g1.t1-E1;Parent=HMEL014721g1.t1								
574	Hmel203059	8265	8505	+	0	NA	Intergenic	Intergenic	8157	ID=HMEL036128g1.t1-E1;Parent=HMEL036128g1.t1								
660	Hmel204001	1007150	1007657	+	0	NA	Intergenic	Intergenic	-11170	ID=HMEL017425g1.t1-E1;Parent=HMEL017425g1.t1								
3397	Hmel214012	30707	31229	+	0	NA	Intergenic	Intergenic	-9628	ID=HMEL017653g1.t1-E1;Parent=HMEL017653g1.t1								
977	Hmel205020	535463	535680	+	0	NA	TTS (ID=HMEL011352g1.t1-E2;Parent=HMEL011352g1.t1)	-TTS (ID=HMEL011352g1.t1-E2;Parent=HMEL011352g1.t1)	301	ID=HMEL011352g1.t1-E3;Parent=HMEL011352g1.t1								
4916	Hmel220005	2130900	2131269	+	0	NA	Intergenic	Intergenic	-3923	ID=HMEL035126g1.t1-E1;Parent=HMEL035126g1.t1								
566	Hmel203057	1890	2265	+	0	NA	Intergenic	Intergenic	15978	ID=HMEL036125g1.t1-E2;Parent=HMEL036125g1.t1								
5093	Hmel220022	708528	709659	+	0	NA	promoter-TSS (ID=HMEL035408g1.t1-E1;Parent=HMEL035408g1.t1)	-promoter-TSS (ID=HMEL035408g1.t1-E1;Parent=HMEL035408g1.t1)	-63	ID=HMEL035408g1.t1-E1;Parent=HMEL035408g1.t1								
3928	Hmel217004	1052917	1053239	+	0	NA	TTS (ID=HMEL006586g1.t1-E2;Parent=HMEL006586g1.t1)	-TTS (ID=HMEL006586g1.t1-E2;Parent=HMEL006586g1.t1)	1181	ID=HMEL006586g1.t1-E2;Parent=HMEL006586g1.t1								
4067	Hmel217019	62236	62460	+	0	NA	Intergenic	Intergenic	-4913	ID=HMEL034026g1.t1-E2;Parent=HMEL034026g1.t1								
2765	Hmel212012	7333	7582	+	0	NA	Intergenic	Intergenic	12683	ID=HMEL031621g1.t1-E1;Parent=HMEL031621g1.t1								
2299	Hmel211001	23442	24120	+	0	NA	Intergenic	Intergenic	16560	ID=HMEL015344g1.t1-E1;Parent=HMEL015344g1.t1								
108	Hmel201007	1155413	1155618	+	0	NA	Intergenic	Intergenic	-19278	ID=HMEL014145g1.t1-E1;Parent=HMEL014145g1.t1								
2820	Hmel212013	2265574	2266421	+	0	NA	Intergenic	Intergenic	-2179	ID=HMEL011480g2.t1-E1;Parent=HMEL011480g2.t1								
604	Hmel203067	861808	862096	+	0	NA	Intergenic	Intergenic	15598	ID=HMEL025053-RA-E3;Parent=HMEL025053-RA								
4940	Hmel220005	3339962	3340429	+	0	NA	Intergenic	Intergenic	1886	ID=HMEL035179g1.t1-E3;Parent=HMEL035179g1.t1								
477	Hmel202006	5604561	5605250	+	0	NA	Intergenic	Intergenic	9375	ID=HMEL033394g1.t1-E5;Parent=HMEL033394g1.t1								
4880	Hmel220005	306020	306966	+	0	NA	Intergenic	Intergenic	-1626	ID=HMEL003817g3.t1-E1;Parent=HMEL003817g3.t1								
1338	Hmel207002	2612408	2612888	+	0	NA	Intergenic	Intergenic	4693	ID=HMEL010308g3.t1-E3;Parent=HMEL010308g3.t1								
2623	Hmel212001	2871977	2872407	+	0	NA	Intergenic	Intergenic	2263	ID=HMEL016851g1.t1-E6;Parent=HMEL016851g1.t1								
330	Hmel202004	438167	438519	+	0	NA	Intergenic	Intergenic	-51414	ID=HMEL033195g1.t1-E1;Parent=HMEL033195g1.t1								
360	Hmel202006	1013118	1013364	+	0	NA	Intergenic	Intergenic	-5411	ID=HMEL006878g1.t1-E1;Parent=HMEL006878g1.t1								
1857	Hmel209007	139541	140070	+	0	NA	Intergenic	Intergenic	17052	ID=HMEL030358g1.t1-E2;Parent=HMEL030358g1.t1								
3416	Hmel214019	590641	591467	+	0	NA	Intergenic	Intergenic	-2912	ID=HMEL014216g1.t1-E2;Parent=HMEL014216g1.t1								
5254	Hmel204017	933511	934150	+	0	NA	promoter-TSS (ID=HMEL036439g1.t1-E1;Parent=HMEL036439g1.t1)	-promoter-TSS (ID=HMEL036439g1.t1-E1;Parent=HMEL036439g1.t1)	100	ID=HMEL036440g1.t1-E3;Parent=HMEL036440g1.t1								
3160	Hmel213062	368593	368809	+	0	NA	Intergenic	Intergenic	-3089	ID=HMEL032110g1.t1-E1;Parent=HMEL032110g1.t1								
3279	Hmel213069	848985	849130	+	0	NA	Intergenic	Intergenic	5094	ID=HMEL032227g1.t1-E1;Parent=HMEL032227g1.t1								
2321	Hmel211004	109365	109642	+	0	NA	promoter-TSS (ID=HMEL031014g1.t1-E4;Parent=HMEL031014g1.t1)	-promoter-TSS (ID=HMEL031014g1.t1-E4;Parent=HMEL031014g1.t1)	-732	ID=HMEL031014g1.t1-E4;Parent=HMEL031014g1.t1								
3377	Hmel214010	378756	379142	+	0	NA	Intergenic	Intergenic	-1448	ID=HMEL032399g1.t1-E1;Parent=HMEL032399g1.t1								
1076	Hmel206007	282045	282398	+	0	NA	Intergenic	Intergenic	-4668	ID=HMEL006755g1.t1-E1;Parent=HMEL006755g1.t1								
3082	Hmel213051	141244	141862	+	0	NA	TTS (ID=HMEL032085g1.t1-E4;Parent=HMEL032085g1.t1)	-TTS (ID=HMEL032085g1.t1-E4;Parent=HMEL032085g1.t1)	325	ID=HMEL032085g1.t1-E4;Parent=HMEL032085g1.t1								
766	Hmel204017	2744260	2744526	+	0	NA	Intergenic	Intergenic	14529	ID=HMEL009923g2.t1-E2;Parent=HMEL009923g2.t1								
4595	Hmel219003	5021097	5022069	+	0	NA	Intergenic	Intergenic	2657	ID=HMEL016906g1.t1-E2;Parent=HMEL016906g1.t1								
449	Hmel202006	4320110	4321449	+	0	NA	Intergenic	Intergenic	6767	ID=HMEL014031g1.t1-E1;Parent=HMEL014031g1.t1								
1574	Hmel207028	228412	229338	+	0	NA	promoter-TSS (ID=HMEL037752g1.t1-E4;Parent=HMEL037752g1.t1)	-promoter-TSS (ID=HMEL037752g1.t1-E4;Parent=HMEL037752g1.t1)	-143	ID=HMEL037752g1.t1-E4;Parent=HMEL037752g1.t1								
1579	Hmel207028	316887	318118	+	0	NA	Intergenic	Intergenic	-19101	ID=HMEL037758g1.t1-E1;Parent=HMEL037758g1.t1								
3506	Hmel215006	1024820	1025587	+	0	NA	Intergenic	Intergenic	2734	ID=HMEL000006-RA-E1;Parent=HMEL000006-RA								
4587	Hmel219003	4593003	4593198	+	0	NA	Intergenic	Intergenic	-60417	ID=HMEL034652g1.t1-E1;Parent=HMEL034652g1.t1								
4484	Hmel218018	8373756	8374093	+	0	NA	Intergenic	Intergenic	-16467	ID=HMEL009225g1.t1-E1;Parent=HMEL009225g1.t1								
682	Hmel204003	426371	428210	+	0	NA	Intergenic	Intergenic	-56742	ID=HMEL036356g1.t1-E1;Parent=HMEL036356g1.t1								
353	Hmel202006	557956	558451	+	0	NA	Intergenic	Intergenic	-1398	ID=HMEL003593g1.t1-E1;Parent=HMEL003593g1.t1								
2971	Hmel213025	166665	169400	+	0	NA	promoter-TSS (ID=HMEL006011g1.t1-E1;Parent=HMEL006011g1.t1)	-promoter-TSS (ID=HMEL006011g1.t1-E1;Parent=HMEL006011g1.t1)	478	ID=HMEL021415g1.t1-E6;Parent=HMEL021415g1.t1								
375	Hmel202006	1290976	1291710	+	0	NA	Intergenic	Intergenic	2885	ID=HMEL033280g1.t1-E2;Parent=HMEL033280g1.t1								
3633	Hmel215047	1780728	1780983	+	0	NA	Intergenic	Intergenic	29197	ID=HMEL020832g1.t1-E3;Parent=HMEL020832g1.t1								
2989	Hmel213029	36343	37182	+	0	NA	TTS (ID=HMEL015348g1.t1-E1;Parent=HMEL015348g1.t1)	-TTS (ID=HMEL015348g1.t1-E1;Parent=HMEL015348g1.t1)	137	ID=HMEL015348g1.t1-E2;Parent=HMEL015348g1.t1								
2409	Hmel211009	294860	295293	+	0	NA	Intergenic	Intergenic	-5937	ID=HMEL005717g5.t1-E1;Parent=HMEL005717g5.t1								
2833	Hmel212013	2791536	2791824	+	0	NA	Intergenic	Intergenic	-10027	ID=HMEL012642g1.t1-E1;Parent=HMEL012642g1.t1								
3944	Hmel217004	1813778	1814652	+	0	NA	promoter-TSS (ID=HMEL016700g1.t1-E2;Parent=HMEL016700g1.t1)	-promoter-TSS (ID=HMEL016700g1.t1-E2;Parent=HMEL016700g1.t1)	-937	ID=HMEL016700g1.t1-E2;Parent=HMEL016700g1.t1								
4189	Hmel218005	716009	716301	+	0	NA	Intergenic	Intergenic	-23134	ID=HMEL034262g1.t1-E1;Parent=HMEL034262g1.t1								
3914	Hmel217004	407845	408890	+	0	NA	Intergenic	Intergenic	-14424	ID=HMEL007465g1.t1-E1;Parent=HMEL007465g1.t1								
3692	Hmel216001	509891	511418	+	0	NA	Intergenic	Intergenic	-3080	ID=HMEL032981g1.t1-E1;Parent=HMEL032981g1.t1								
3726	Hmel216009	672783	673384	+	0	NA	Intergenic	Intergenic	-1989	ID=HMEL033496g1.t1-E1;Parent=HMEL033496g1.t1								
501	Hmel203012	179430	179992	+	0	NA	Intergenic	Intergenic	-10561	ID=HMEL021764g1.t1-E1;Parent=HMEL021764g1.t1								
2944	Hmel213020	288361	288674	+	0	NA	Intergenic	Intergenic	5163	ID=HMEL007126g1.t1-E6;Parent=HMEL007126g1.t1								
3144	Hmel213054	127394	128045	+	0	NA	Intergenic	Intergenic	-1929	ID=HMEL032096g1.t4-E1;Parent=HMEL032096g1.t4								
5059	Hmel220014	72521	74061	+	0	NA	Intergenic	Intergenic	-2359	ID=HMEL003493g1.t1-E1;Parent=HMEL003493g1.t1								
2650	Hmel212001	4135306	4135746	+	0	NA	Intergenic	Intergenic	-2109	ID=HMEL031402g1.t1-E1;Parent=HMEL031402g1.t1								
155	Hmel201009	1983173	1983983	+	0	NA	Intergenic	Intergenic	-5033	ID=HMEL030167g1.t1-E1;Parent=HMEL030167g1.t1								
387	Hmel202006	1947508	1947767	+	0	NA	promoter-TSS (ID=HMEL014345g1.t1-E22;Parent=HMEL014345g1.t1)	-promoter-TSS (ID=HMEL014345g1.t1-E22;Parent=HMEL014345g1.t1)	-448	ID=HMEL014345g1.t1-E22;Parent=HMEL014345g1.t1								
1913	Hmel209007	3877624	3877806	+	0	NA	Intergenic	Intergenic	12122	ID=HMEL030465g1.t1-E7;Parent=HMEL030465g1.t1								
626	Hmel203069	1667272	1667725	+	0	NA	promoter-TSS (ID=HMEL036256g1.t1-E5;Parent=HMEL036256g1.t1)	-promoter-TSS (ID=HMEL036256g1.t1-E5;Parent=HMEL036256g1.t1)	-576	ID=HMEL036256g1.t1-E5;Parent=HMEL036256g1.t1								
4944	Hmel220005	3573000	3573207	+	0	NA	promoter-TSS (ID=HMEL020887g1.t1-E10;Parent=HMEL020887g1.t1)	-promoter-TSS (ID=HMEL020887g1.t1-E10;Parent=HMEL020887g1.t1)	106	ID=HMEL020887g1.t2-E9;Parent=HMEL020887g1.t2								
257	Hmel201011	1388514	1388871	+	0	NA	TTS (ID=HMEL011382g1.t1-E1;Parent=HMEL011382g1.t1)	-TTS (ID=HMEL011382g1.t1-E1;Parent=HMEL011382g1.t1)	108	ID=HMEL011382g1.t2-E1;Parent=HMEL011382g1.t2								
951	Hmel205015	33366	33962	+	0	NA	promoter-TSS (ID=HMEL002494g1.t1-E1;Parent=HMEL002494g1.t1)	-promoter-TSS (ID=HMEL002494g1.t1-E1;Parent=HMEL002494g1.t1)	-432	ID=HMEL002494g1.t2-E1;Parent=HMEL002494g1.t2								
4750	Hmel219014	1900931	1901248	+	0	NA	TTS (ID=HMEL034810g1.t1-E1;Parent=HMEL034810g1.t1)	-TTS (ID=HMEL034810g1.t1-E1;Parent=HMEL034810g1.t1)	149	ID=HMEL034810g1.t1-E1;Parent=HMEL034810g1.t1								
85	Hmel201007	221495	221784	+	0	NA	promoter-TSS (ID=HMEL015660g1.t1-E4;Parent=HMEL015660g1.t1)	-promoter-TSS (ID=HMEL015660g1.t1-E4;Parent=HMEL015660g1.t1)	-928	ID=HMEL015660g1.t1-E4;Parent=HMEL015660g1.t1								
809	Hmel205004	160117	160468	+	0	NA	TTS (ID=HMEL036609g1.t1-E2;Parent=HMEL036609g1.t1)	-TTS (ID=HMEL036609g1.t1-E2;Parent=HMEL036609g1.t1)	1115	ID=HMEL036609g1.t1-E2;Parent=HMEL036609g1.t1								
1156	Hmel206009	3682042	3682554	+	0	NA	TTS (ID=HMEL037066g1.t1-E2;Parent=HMEL037066g1.t1)	-TTS (ID=HMEL037066g1.t1-E2;Parent=HMEL037066g1.t1)	1503	ID=HMEL037066g1.t1-E2;Parent=HMEL037066g1.t1								
2200	Hmel210011	948685	948844	+	0	NA	Intergenic	Intergenic	7285	ID=HMEL030843g1.t1-E1;Parent=HMEL030843g1.t1								
3057	Hmel213045	209106	209683	+	0	NA	Intergenic	Intergenic	11316	ID=HMEL017504g1.t1-E6;Parent=HMEL017504g1.t1								
3614	Hmel215047	883478	884081	+	0	NA	promoter-TSS (ID=HMEL032882g1.t1-E3;Parent=HMEL032882g1.t1)	-promoter-TSS (ID=HMEL032882g1.t1-E3;Parent=HMEL032882g1.t1)	752	ID=HMEL032882g1.t1-E2;Parent=HMEL032882g1.t1								
736	Hmel204017	712257	712552	+	0	NA	Intergenic	Intergenic	-9243	ID=HMEL008393g1.t1-E1;Parent=HMEL008393g1.t1								
3812	Hmel216011	1710917	1711557	+	0	NA	Intergenic	Intergenic	1266	ID=HMEL033565g1.t1-E2;Parent=HMEL033565g1.t1								
539	Hmel217015	867	1486	+	0	NA	promoter-TSS (ID=HMEL033945g1.t1-E1;Parent=HMEL033945g1.t1)	-promoter-TSS (ID=HMEL033945g1.t1-E1;Parent=HMEL033945g1.t1)	-477	ID=HMEL033945g1.t1-E1;Parent=HMEL033945g1.t1								
2847	Hmel212013	3375685	3375949	+	0	NA	Intergenic	Intergenic	4975	ID=HMEL012330g1.t1-E1;Parent=HMEL012330g1.t1								
5023	Hmel220009	315809	316244	+	0	NA	Intergenic	Intergenic	-20416	ID=HMEL005834g1.t2-E1;Parent=HMEL005834g1.t2								
3233	Hmel213065	695802	696109	+	0	NA	Intergenic	Intergenic	-12267	ID=HMEL014721g1.t1-E1;Parent=HMEL014721g1.t1								
3339	Hmel214008	494210	494801	+	0	NA	Intergenic	Intergenic	-7258	ID=HMEL032316g1.t1-E1;Parent=HMEL032316g1.t1								
5012	Hmel220009	158924	159344	+	0	NA	promoter-TSS (ID=HMEL035254g1.t1-E4;Parent=HMEL035254g1.t1)	-promoter-TSS (ID=HMEL035254g1.t1-E4;Parent=HMEL035254g1.t1)	-874	ID=HMEL035254g1.t2-E4;Parent=HMEL035254g1.t2								
4369	Hmel218018	4379073	4379397	+	0	NA	Intergenic	Intergenic	8773	ID=HMEL015557g1.t1-E3;Parent=HMEL015557g1.t1								
520	Hmel203001	231659	231905	+	0	NA	Intergenic	Intergenic	-6358	ID=HMEL035946g1.t1-E1;Parent=HMEL035946g1.t1								
1698	Hmel208026	106814	107271	+	0	NA	Intergenic	Intergenic	9718	ID=HMEL002366g4.t1-E1;Parent=HMEL002366g4.t1								
2865	Hmel213004	358528	358744	+	0	NA	Intergenic	Intergenic	-16045	ID=HMEL031769g1.t1-E1;Parent=HMEL031769g1.t1								
4533	Hmel219003	1795112	1795793	+	0	NA	TTS (ID=HMEL010658g1.t1-E3;Parent=HMEL010658g1.t1)	-TTS (ID=HMEL010658g1.t1-E3;Parent=HMEL010658g1.t1)	645	ID=HMEL010658g1.t1-E3;Parent=HMEL010658g1.t1								
3820	Hmel216011	1941640	1943029	+	0	NA	Intergenic	Intergenic	-10651	ID=HMEL033571g1.t1-E1;Parent=HMEL033571g1.t1								
4617	Hmel219003	6268007	6268248	+	0	NA	Intergenic	Intergenic	-7162	ID=HMEL034692g1.t1-E1;Parent=HMEL034692g1.t1								
