PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_melpUnique_D2up.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_melpUnique_D2up_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
405	Hmel205020	604590	605232	+	0	NA	promoter-TSS (ID=HMEL011358g1.t1-E4;Parent=HMEL011358g1.t1)	-promoter-TSS (ID=HMEL011358g1.t1-E4;Parent=HMEL011358g1.t1)	-25	ID=HMEL011358g1.t2-E4;Parent=HMEL011358g1.t2								
507	Hmel207002	945040	945562	+	0	NA	promoter-TSS (ID=HMEL026001g1.t1-E1;Parent=HMEL026001g1.t1)	-promoter-TSS (ID=HMEL026001g1.t1-E1;Parent=HMEL026001g1.t1)	-891	ID=HMEL026001g1.t1-E1;Parent=HMEL026001g1.t1								
237	Hmel203069	869086	869516	+	0	NA	TTS (ID=HMEL036213g1.t1-E2;Parent=HMEL036213g1.t1)	-TTS (ID=HMEL036213g1.t1-E2;Parent=HMEL036213g1.t1)	850	ID=HMEL036213g1.t1-E2;Parent=HMEL036213g1.t1								
1002	Hmel212013	479599	479846	+	0	NA	promoter-TSS (ID=HMEL031635g1.t1-E1;Parent=HMEL031635g1.t1)	-promoter-TSS (ID=HMEL031635g1.t1-E1;Parent=HMEL031635g1.t1)	-47	ID=HMEL031635g1.t1-E1;Parent=HMEL031635g1.t1								
1173	Hmel213067	615246	615526	+	0	NA	Intergenic	Intergenic	46626	ID=HMEL032193g1.t1-E1;Parent=HMEL032193g1.t1								
370	Hmel205012	1058857	1060477	+	0	NA	Intergenic	Intergenic	11033	ID=HMEL017894g4.t1-E10;Parent=HMEL017894g4.t1								
309	Hmel204019	175697	176436	+	0	NA	Intergenic	Intergenic	-10040	ID=HMEL020651g1.t1-E1;Parent=HMEL020651g1.t1								
1734	Hmel220003	795866	796260	+	0	NA	Intergenic	Intergenic	-1554	ID=HMEL034988g1.t1-E2;Parent=HMEL034988g1.t1								
1733	Hmel220003	790762	791218	+	0	NA	Intergenic	Intergenic	3303	ID=HMEL034988g1.t1-E3;Parent=HMEL034988g1.t1								
567	Hmel207011	699333	699639	+	0	NA	Intergenic	Intergenic	-2854	ID=HMEL037584g1.t1-E1;Parent=HMEL037584g1.t1								
416	Hmel205024	244290	244531	+	0	NA	Intergenic	Intergenic	2560	ID=HMEL036851g1.t1-E2;Parent=HMEL036851g1.t1								
100	Hmel201019	919299	919544	+	0	NA	TTS (ID=HMEL013433g2.t1-E9;Parent=HMEL013433g2.t1)	-TTS (ID=HMEL013433g2.t1-E9;Parent=HMEL013433g2.t1)	551	ID=HMEL013433g2.t1-E9;Parent=HMEL013433g2.t1								
380	Hmel221036	158850	159352	+	0	NA	Intergenic	Intergenic	-1493	ID=HMEL012248g1.t1-E1;Parent=HMEL012248g1.t1								
914	Hmel211016	7539	7742	+	0	NA	Intergenic	Intergenic	-14248	ID=HMEL031257g1.t1-E1;Parent=HMEL031257g1.t1								
1279	Hmel215006	350938	352290	+	0	NA	Intergenic	Intergenic	-1897	ID=HMEL032661g1.t1-E1;Parent=HMEL032661g1.t1								
1258	Hmel214025	237916	238439	+	0	NA	Intergenic	Intergenic	-8487	ID=HMEL032566g1.t1-E1;Parent=HMEL032566g1.t1								
300	Hmel204017	2368466	2368745	+	0	NA	Intergenic	Intergenic	-20668	ID=HMEL036476g1.t1-E1;Parent=HMEL036476g1.t1								
965	Hmel212001	6077585	6078093	+	0	NA	promoter-TSS (ID=HMEL031460g1.t1-E1;Parent=HMEL031460g1.t1)	-promoter-TSS (ID=HMEL031460g1.t1-E1;Parent=HMEL031460g1.t1)	-224	ID=HMEL031460g1.t1-E1;Parent=HMEL031460g1.t1								
1439	Hmel217001	2797702	2798598	+	0	NA	Intergenic	Intergenic	-9891	ID=HMEL033763g1.t1-E1;Parent=HMEL033763g1.t1								
824	Hmel210011	249346	249571	+	0	NA	promoter-TSS (ID=HMEL013317g1.t1-E3;Parent=HMEL013317g1.t1)	-promoter-TSS (ID=HMEL013317g1.t1-E3;Parent=HMEL013317g1.t1)	-446	ID=HMEL013317g1.t1-E3;Parent=HMEL013317g1.t1								
1395	Hmel216011	2125713	2126137	+	0	NA	promoter-TSS (ID=HMEL004401-RA-E1;Parent=HMEL004401-RA)	-promoter-TSS (ID=HMEL004401-RA-E1;Parent=HMEL004401-RA)	-579	ID=HMEL004401-RA-E1;Parent=HMEL004401-RA								
120	Hmel202004	1436001	1436432	+	0	NA	Intergenic	Intergenic	-11771	ID=HMEL033216g1.t1-E1;Parent=HMEL033216g1.t1								
286	Hmel204017	67788	68031	+	0	NA	Intergenic	Intergenic	6174	ID=HMEL036414g1.t1-E1;Parent=HMEL036414g1.t1								
1075	Hmel213017	65778	66049	+	0	NA	promoter-TSS (ID=HMEL031856g1.t1-E2;Parent=HMEL031856g1.t1)	-promoter-TSS (ID=HMEL031856g1.t1-E2;Parent=HMEL031856g1.t1)	-748	ID=HMEL031856g1.t1-E2;Parent=HMEL031856g1.t1								
800	Hmel210004	7143365	7143670	+	0	NA	Intergenic	Intergenic	5750	ID=HMEL004081g1.t4-E2;Parent=HMEL004081g1.t4								
1148	Hmel213052	38806	39758	+	0	NA	Intergenic	Intergenic	32656	ID=HMEL010907g1.t3-E36;Parent=HMEL010907g1.t3								
254	Hmel204001	530936	532064	+	0	NA	TTS (ID=HMEL036314g1.t1-E1;Parent=HMEL036314g1.t1)	-TTS (ID=HMEL036314g1.t1-E1;Parent=HMEL036314g1.t1)	1029	ID=HMEL036314g1.t1-E1;Parent=HMEL036314g1.t1								
392	Hmel205017	237697	237947	+	0	NA	TTS (ID=HMEL036734g1.t1-E2;Parent=HMEL036734g1.t1)	-TTS (ID=HMEL036734g1.t1-E2;Parent=HMEL036734g1.t1)	688	ID=HMEL036734g1.t1-E2;Parent=HMEL036734g1.t1								
1321	Hmel215047	1096275	1096665	+	0	NA	Intergenic	Intergenic	-2346	ID=HMEL032889g1.t1-E1;Parent=HMEL032889g1.t1								
1365	Hmel216009	576642	577222	+	0	NA	Intergenic	Intergenic	11442	ID=HMEL004778g2.t1-E3;Parent=HMEL004778g2.t1								
1407	Hmel216012	417599	418326	+	0	NA	Intergenic	Intergenic	24011	ID=HMEL008238g1.t1-E2;Parent=HMEL008238g1.t1								
496	Hmel206021	18784	19368	+	0	NA	TTS (ID=HMEL016088g1.t1-E1;Parent=HMEL016088g1.t1)	-TTS (ID=HMEL016088g1.t1-E1;Parent=HMEL016088g1.t1)	276	ID=HMEL016088g1.t1-E1;Parent=HMEL016088g1.t1								
605	Hmel208003	85752	86062	+	0	NA	Intergenic	Intergenic	3847	ID=HMEL037800g1.t1-E2;Parent=HMEL037800g1.t1								
1779	Hmel220005	3677528	3678017	+	0	NA	Intergenic	Intergenic	-55556	ID=HMEL003003g1.t1-E1;Parent=HMEL003003g1.t1								
1568	Hmel218018	3793380	3793922	+	0	NA	Intergenic	Intergenic	-39284	ID=HMEL003237g1.t1-E1;Parent=HMEL003237g1.t1								
607	Hmel208003	115305	116569	+	0	NA	promoter-TSS (ID=HMEL037804g1.t1-E2;Parent=HMEL037804g1.t1)	-promoter-TSS (ID=HMEL037804g1.t1-E2;Parent=HMEL037804g1.t1)	-786	ID=HMEL037804g1.t1-E2;Parent=HMEL037804g1.t1								
1807	Hmel220012	286743	287034	+	0	NA	Intergenic	Intergenic	-1792	ID=HMEL035296g1.t1-E7;Parent=HMEL035296g1.t1								
1699	Hmel219014	1176712	1177000	+	0	NA	Intergenic	Intergenic	9831	ID=HMEL005589g1.t1-E4;Parent=HMEL005589g1.t1								
813	Hmel210009	308742	309270	+	0	NA	promoter-TSS (ID=HMEL030801g1.t1-E3;Parent=HMEL030801g1.t1)	-promoter-TSS (ID=HMEL030801g1.t1-E3;Parent=HMEL030801g1.t1)	81	ID=HMEL030801g1.t1-E3;Parent=HMEL030801g1.t1								
42	Hmel201007	1658443	1658676	+	0	NA	Intergenic	Intergenic	43707	ID=HMEL010948g1.t1-E1;Parent=HMEL010948g1.t1								
644	Hmel208028	757	2409	+	0	NA	promoter-TSS (ID=HMEL007649g1.t1-E1;Parent=HMEL007649g1.t1)	-promoter-TSS (ID=HMEL007649g1.t1-E1;Parent=HMEL007649g1.t1)	-345	ID=HMEL007649g1.t1-E1;Parent=HMEL007649g1.t1								
759	Hmel210004	798872	799102	+	0	NA	Intergenic	Intergenic	15395	ID=HMEL030620g1.t1-E7;Parent=HMEL030620g1.t1								
851	Hmel210011	4698318	4698738	+	0	NA	Intergenic	Intergenic	2541	ID=HMEL009058g1.t1-E2;Parent=HMEL009058g1.t1								
1820	Hmel220017	473963	474157	+	0	NA	TTS (ID=HMEL005468g1.t1-E1;Parent=HMEL005468g1.t1)	-TTS (ID=HMEL005468g1.t1-E1;Parent=HMEL005468g1.t1)	910	ID=HMEL005468g1.t1-E1;Parent=HMEL005468g1.t1								
399	Hmel203008	25058	25510	+	0	NA	promoter-TSS (ID=HMEL035972g1.t1-E2;Parent=HMEL035972g1.t1)	-promoter-TSS (ID=HMEL035972g1.t1-E2;Parent=HMEL035972g1.t1)	-795	ID=HMEL035972g1.t1-E2;Parent=HMEL035972g1.t1								
1228	Hmel214012	7778	8017	+	0	NA	Intergenic	Intergenic	-4938	ID=HMEL032407g1.t1-E1;Parent=HMEL032407g1.t1								
1073	Hmel213017	132581	132966	+	0	NA	Intergenic	Intergenic	1109	ID=HMEL008095g1.t1-E4;Parent=HMEL008095g1.t1								
235	Hmel203067	1142966	1143175	+	0	NA	TTS (ID=HMEL036159g1.t1-E1;Parent=HMEL036159g1.t1)	-TTS (ID=HMEL036159g1.t1-E1;Parent=HMEL036159g1.t1)	1135	ID=HMEL036159g1.t1-E1;Parent=HMEL036159g1.t1								
1811	Hmel220014	80595	80781	+	0	NA	Intergenic	Intergenic	-2817	ID=HMEL003493g1.t1-E2;Parent=HMEL003493g1.t1								
694	Hmel209006	473018	473167	+	0	NA	Intergenic	Intergenic	16473	ID=HMEL030350g1.t1-E2;Parent=HMEL030350g1.t1								
436	Hmel206006	2544356	2544671	+	0	NA	Intergenic	Intergenic	-36966	ID=HMEL036982g1.t1-E1;Parent=HMEL036982g1.t1								
1342	Hmel216001	492493	493023	+	0	NA	Intergenic	Intergenic	3014	ID=HMEL014314g1.t1-E4;Parent=HMEL014314g1.t1								
1802	Hmel220011	71986	72139	+	0	NA	Intergenic	Intergenic	-7603	ID=HMEL035265g1.t1-E1;Parent=HMEL035265g1.t1								
94	Hmel201011	2732883	2733166	+	0	NA	Intergenic	Intergenic	-1869	ID=HMEL033083g1.t1-E1;Parent=HMEL033083g1.t1								
213	Hmel203033	502012	502902	+	0	NA	Intergenic	Intergenic	-5124	ID=HMEL036038g1.t1-E3;Parent=HMEL036038g1.t1								
816	Hmel210009	646592	646811	+	0	NA	Intergenic	Intergenic	13238	ID=HMEL030805g1.t1-E1;Parent=HMEL030805g1.t1								
1103	Hmel213030	11190	11352	+	0	NA	Intergenic	Intergenic	14305	ID=HMEL031987g1.t1-E1;Parent=HMEL031987g1.t1								
1450	Hmel217004	1052917	1053239	+	0	NA	TTS (ID=HMEL006586g1.t1-E2;Parent=HMEL006586g1.t1)	-TTS (ID=HMEL006586g1.t1-E2;Parent=HMEL006586g1.t1)	1181	ID=HMEL006586g1.t1-E2;Parent=HMEL006586g1.t1								
568	Hmel207011	1021223	1021377	+	0	NA	promoter-TSS (ID=HMEL037594g1.t1-E10;Parent=HMEL037594g1.t1)	-promoter-TSS (ID=HMEL037594g1.t1-E10;Parent=HMEL037594g1.t1)	-368	ID=HMEL037594g1.t1-E9;Parent=HMEL037594g1.t1								
1062	Hmel213013	327193	328228	+	0	NA	Intergenic	Intergenic	-10544	ID=HMEL015364g2.t1-E1;Parent=HMEL015364g2.t1								
265	Hmel204001	2022103	2022407	+	0	NA	Intergenic	Intergenic	-11217	ID=HMEL016525g1.t1-E1;Parent=HMEL016525g1.t1								
296	Hmel204017	1720812	1721006	+	0	NA	TTS (ID=HMEL016505g1.t1-E5;Parent=HMEL016505g1.t1)	-TTS (ID=HMEL016505g1.t1-E5;Parent=HMEL016505g1.t1)	1107	ID=HMEL016505g1.t1-E5;Parent=HMEL016505g1.t1								
1129	Hmel213046	85772	88470	+	0	NA	Intergenic	Intergenic	-1486	ID=HMEL032051g1.t1-E1;Parent=HMEL032051g1.t1								
791	Hmel210004	6452848	6453157	+	0	NA	Intergenic	Intergenic	9144	ID=HMEL030724g1.t1-E2;Parent=HMEL030724g1.t1								
171	Hmel202006	5313348	5313519	+	0	NA	promoter-TSS (ID=HMEL033386g1.t1-E1;Parent=HMEL033386g1.t1)	-promoter-TSS (ID=HMEL033386g1.t1-E1;Parent=HMEL033386g1.t1)	-534	ID=HMEL033386g1.t1-E1;Parent=HMEL033386g1.t1								
1143	Hmel213051	232994	233437	+	0	NA	Intergenic	Intergenic	-5213	ID=HMEL015898g1.t1-E1;Parent=HMEL015898g1.t1								
1700	Hmel219014	1220877	1221073	+	0	NA	TTS (ID=HMEL010460g1.t1-E2;Parent=HMEL010460g1.t1)	-TTS (ID=HMEL010460g1.t1-E2;Parent=HMEL010460g1.t1)	993	ID=HMEL010460g1.t1-E2;Parent=HMEL010460g1.t1								
1355	Hmel216006	947509	947700	+	0	NA	Intergenic	Intergenic	42933	ID=HMEL009389g3.t1-E2;Parent=HMEL009389g3.t1								
386	Hmel205015	113633	114022	+	0	NA	Intergenic	Intergenic	3953	ID=HMEL036711g1.t1-E1;Parent=HMEL036711g1.t1								
916	Hmel211016	12458	12731	+	0	NA	Intergenic	Intergenic	-9294	ID=HMEL031257g1.t1-E1;Parent=HMEL031257g1.t1								
1457	Hmel217004	2208294	2208520	+	0	NA	TTS (ID=HMEL016676g1.t1-E3;Parent=HMEL016676g1.t1)	-TTS (ID=HMEL016676g1.t1-E3;Parent=HMEL016676g1.t1)	138	ID=HMEL016676g1.t1-E3;Parent=HMEL016676g1.t1								
445	Hmel206009	1084116	1084687	+	0	NA	Intergenic	Intergenic	-19296	ID=HMEL037015g1.t2-E3;Parent=HMEL037015g1.t2								
200	Hmel203030	220131	220449	+	0	NA	Intergenic	Intergenic	18271	ID=HMEL011768g1.t1-E1;Parent=HMEL011768g1.t1								
1339	Hmel216001	454107	454791	+	0	NA	Intergenic	Intergenic	-2533	ID=HMEL014019g1.t1-E2;Parent=HMEL014019g1.t1								
1261	Hmel214029	47553	48591	+	0	NA	Intergenic	Intergenic	-15141	ID=HMEL032583g1.t1-E1;Parent=HMEL032583g1.t1								
1352	Hmel216006	654310	654780	+	0	NA	Intergenic	Intergenic	3780	ID=HMEL018120-RA-E2;Parent=HMEL018120-RA								
329	Hmel205001	50454	50956	+	0	NA	promoter-TSS (ID=HMEL010286g1.t1-E2;Parent=HMEL010286g1.t1)	-promoter-TSS (ID=HMEL010286g1.t1-E2;Parent=HMEL010286g1.t1)	-101	ID=HMEL010286g1.t1-E2;Parent=HMEL010286g1.t1								
525	Hmel207002	3600738	3601097	+	0	NA	Intergenic	Intergenic	-3069	ID=HMEL037431g1.t1-E1;Parent=HMEL037431g1.t1								
1621	Hmel219003	1919094	1919373	+	0	NA	promoter-TSS (ID=HMEL010668g2.t1-E3;Parent=HMEL010668g2.t1)	-promoter-TSS (ID=HMEL010668g2.t1-E3;Parent=HMEL010668g2.t1)	155	ID=HMEL010668g2.t1-E2;Parent=HMEL010668g2.t1								
27	Hmel201007	366992	367332	+	0	NA	Intergenic	Intergenic	4558	ID=HMEL014546g1.t1-E7;Parent=HMEL014546g1.t1								
787	Hmel210004	5744594	5744974	+	0	NA	promoter-TSS (ID=HMEL009006g1.t1-E1;Parent=HMEL009006g1.t1)	-promoter-TSS (ID=HMEL009006g1.t1-E1;Parent=HMEL009006g1.t1)	-692	ID=HMEL009006g1.t1-E1;Parent=HMEL009006g1.t1								
1902	Hmel218018	4556538	4556857	+	0	NA	Intergenic	Intergenic	-1077	ID=HMEL034428g1.t1-E1;Parent=HMEL034428g1.t1								
1561	Hmel218018	2468605	2468981	+	0	NA	Intergenic	Intergenic	-2004	ID=HMEL034391g1.t1-E1;Parent=HMEL034391g1.t1								
161	Hmel202006	4944223	4944363	+	0	NA	Intergenic	Intergenic	5824	ID=HMEL006147g3.t1-E3;Parent=HMEL006147g3.t1								
582	Hmel207021	1503132	1503523	+	0	NA	Intergenic	Intergenic	-11409	ID=HMEL007926g1.t1-E1;Parent=HMEL007926g1.t1								
1884	Hmel211018	100253	100706	+	0	NA	Intergenic	Intergenic	9376	ID=HMEL031307g1.t1-E1;Parent=HMEL031307g1.t1								
1866	Hmel205012	79822	80315	+	0	NA	Intergenic	Intergenic	-8800	ID=HMEL036657g1.t1-E1;Parent=HMEL036657g1.t1								
1310	Hmel215034	370586	370980	+	0	NA	Intergenic	Intergenic	-2043	ID=HMEL016735g1.t1-E1;Parent=HMEL016735g1.t1								
109	Hmel202002	82705	83619	+	0	NA	Intergenic	Intergenic	-6256	ID=HMEL033175g1.t1-E1;Parent=HMEL033175g1.t1								
1858	Hmel203036	4602	4897	+	0	NA	Intergenic	Intergenic	2714	ID=HMEL004837g1.t1-E3;Parent=HMEL004837g1.t1								
557	Hmel207008	721191	722189	+	0	NA	Intergenic	Intergenic	6572	ID=HMEL008560g1.t1-E2;Parent=HMEL008560g1.t1								
718	Hmel209007	2801221	2801883	+	0	NA	Intergenic	Intergenic	-7320	ID=HMEL030433g1.t1-E1;Parent=HMEL030433g1.t1								
1581	Hmel218018	6423918	6424362	+	0	NA	Intergenic	Intergenic	-11790	ID=HMEL016325g1.t2-E1;Parent=HMEL016325g1.t2								
1604	Hmel218020	53260	53635	+	0	NA	promoter-TSS (ID=HMEL034537g1.t1-E3;Parent=HMEL034537g1.t1)	-promoter-TSS (ID=HMEL034537g1.t1-E3;Parent=HMEL034537g1.t1)	-467	ID=HMEL034537g1.t1-E3;Parent=HMEL034537g1.t1								
1507	Hmel218003	708593	708876	+	0	NA	Intergenic	Intergenic	3130	ID=HMEL001028-RA-E1;Parent=HMEL001028-RA								
1239	Hmel214019	944830	945321	+	0	NA	promoter-TSS (ID=HMEL032472g1.t1-E5;Parent=HMEL032472g1.t1)	-promoter-TSS (ID=HMEL032472g1.t1-E5;Parent=HMEL032472g1.t1)	77	ID=HMEL032472g1.t1-E5;Parent=HMEL032472g1.t1								
441	Hmel206007	119475	119782	+	0	NA	Intergenic	Intergenic	-18087	ID=HMEL011868g1.t2-E1;Parent=HMEL011868g1.t2								
868	Hmel212015	26160	26411	+	0	NA	Intergenic	Intergenic	2235	ID=HMEL031724g1.t1-E1;Parent=HMEL031724g1.t1								
672	Hmel209001	700556	701210	+	0	NA	Intergenic	Intergenic	-11110	ID=HMEL005267g1.t1-E1;Parent=HMEL005267g1.t1								
1140	Hmel213051	36384	37055	+	0	NA	promoter-TSS (ID=HMEL009929g1.t1-E2;Parent=HMEL009929g1.t1)	-promoter-TSS (ID=HMEL009929g1.t1-E2;Parent=HMEL009929g1.t1)	-170	ID=HMEL009929g1.t1-E2;Parent=HMEL009929g1.t1								
769	Hmel210004	2134549	2135834	+	0	NA	Intergenic	Intergenic	-21726	ID=HMEL030638g1.t1-E1;Parent=HMEL030638g1.t1								
1556	Hmel218018	2060000	2061336	+	0	NA	promoter-TSS (ID=HMEL016189g1.t1-E5;Parent=HMEL016189g1.t1)	-promoter-TSS (ID=HMEL016189g1.t1-E5;Parent=HMEL016189g1.t1)	-809	ID=HMEL016189g1.t1-E5;Parent=HMEL016189g1.t1								
1181	Hmel213069	792640	792813	+	0	NA	Intergenic	Intergenic	-5431	ID=HMEL010466g1.t1-E1;Parent=HMEL010466g1.t1								
275	Hmel204013	409546	409787	+	0	NA	promoter-TSS (ID=HMEL036393g1.t1-E5;Parent=HMEL036393g1.t1)	-promoter-TSS (ID=HMEL036393g1.t1-E5;Parent=HMEL036393g1.t1)	72	ID=HMEL036393g1.t1-E5;Parent=HMEL036393g1.t1								
983	Hmel212011	35458	35713	+	0	NA	Intergenic	Intergenic	-1035	ID=HMEL003483g1.t1-E2;Parent=HMEL003483g1.t1								
1809	Hmel220012	320002	320878	+	0	NA	Intergenic	Intergenic	-10721	ID=HMEL035296g1.t1-E1;Parent=HMEL035296g1.t1								
803	Hmel210005	9406	9638	+	0	NA	Intergenic	Intergenic	-2110	ID=HMEL014143g2.t1-E1;Parent=HMEL014143g2.t1								
197	Hmel203001	118465	118804	+	0	NA	Intergenic	Intergenic	-2713	ID=HMEL016174g1.t1-E1;Parent=HMEL016174g1.t1								
1731	Hmel220003	497337	498107	+	0	NA	Intergenic	Intergenic	-5973	ID=HMEL034982g1.t1-E1;Parent=HMEL034982g1.t1								
853	Hmel210011	4931800	4932133	+	0	NA	promoter-TSS (ID=HMEL006982g1.t1-E11;Parent=HMEL006982g1.t1)	-promoter-TSS (ID=HMEL006982g1.t1-E11;Parent=HMEL006982g1.t1)	-19	ID=HMEL006982g1.t1-E11;Parent=HMEL006982g1.t1								
751	Hmel210001	1480004	1480164	+	0	NA	Intergenic	Intergenic	5167	ID=HMEL030603g1.t1-E1;Parent=HMEL030603g1.t1								
1766	Hmel220005	952231	952612	+	0	NA	Intergenic	Intergenic	4727	ID=HMEL035069g1.t1-E1;Parent=HMEL035069g1.t1								
1500	Hmel218001	173242	173695	+	0	NA	Intergenic	Intergenic	-2323	ID=HMEL034176g1.t1-E1;Parent=HMEL034176g1.t1								
60	Hmel201009	2321196	2321912	+	0	NA	Intergenic	Intergenic	-1321	ID=HMEL017259g1.t1-E1;Parent=HMEL017259g1.t1								
1746	Hmel220003	1327351	1327584	+	0	NA	Intergenic	Intergenic	-1697	ID=HMEL017019g1.t1-E2;Parent=HMEL017019g1.t1								
1245	Hmel214020	59675	60267	+	0	NA	Intergenic	Intergenic	16673	ID=HMEL017306g1.t1-E6;Parent=HMEL017306g1.t1								
1400	Hmel216011	2597360	2597647	+	0	NA	Intergenic	Intergenic	-16953	ID=HMEL033589g1.t1-E1;Parent=HMEL033589g1.t1								
1067	Hmel213014	17127	17625	+	0	NA	Intergenic	Intergenic	-1538	ID=HMEL005325g1.t1-E1;Parent=HMEL005325g1.t1								
691	Hmel209005	1045572	1045898	+	0	NA	Intergenic	Intergenic	-25399	ID=HMEL012978g1.t1-E1;Parent=HMEL012978g1.t1								
1676	Hmel219007	126088	126367	+	0	NA	Intergenic	Intergenic	1589	ID=HMEL013417g1.t1-E2;Parent=HMEL013417g1.t1								
1388	Hmel216011	1415508	1415703	+	0	NA	Intergenic	Intergenic	-57882	ID=HMEL033558g1.t1-E1;Parent=HMEL033558g1.t1								
346	Hmel205005	689027	689688	+	0	NA	promoter-TSS (ID=HMEL016273g1.t1-E1;Parent=HMEL016273g1.t1)	-promoter-TSS (ID=HMEL016273g1.t1-E1;Parent=HMEL016273g1.t1)	-566	ID=HMEL016273g1.t1-E1;Parent=HMEL016273g1.t1								
911	Hmel211017	37731	38289	+	0	NA	Intergenic	Intergenic	-5994	ID=HMEL031268g1.t1-E2;Parent=HMEL031268g1.t1								
1295	Hmel215008	42635	43097	+	0	NA	Intergenic	Intergenic	-17256	ID=HMEL032698g1.t1-E1;Parent=HMEL032698g1.t1								
427	Hmel206006	387950	388278	+	0	NA	Intergenic	Intergenic	-39749	ID=HMEL012148g1.t1-E1;Parent=HMEL012148g1.t1								
1111	Hmel213044	718894	719842	+	0	NA	Intergenic	Intergenic	-24777	ID=HMEL032041g1.t1-E1;Parent=HMEL032041g1.t1								
677	Hmel209001	1223596	1223787	+	0	NA	Intergenic	Intergenic	-33527	ID=HMEL007609g1.t1-E1;Parent=HMEL007609g1.t1								
907	Hmel211015	335663	336157	+	0	NA	Intergenic	Intergenic	-2083	ID=HMEL015405g2.t1-E3;Parent=HMEL015405g2.t1								
82	Hmel201009	5885207	5885529	+	0	NA	Intergenic	Intergenic	-8708	ID=HMEL002300g1.t1-E1;Parent=HMEL002300g1.t1								
650	Hmel208048	153533	153727	+	0	NA	promoter-TSS (ID=HMEL005001g1.t1-E2;Parent=HMEL005001g1.t1)	-promoter-TSS (ID=HMEL005001g1.t1-E2;Parent=HMEL005001g1.t1)	35	ID=HMEL005001g1.t1-E2;Parent=HMEL005001g1.t1								
1154	Hmel213058	21770	22120	+	0	NA	promoter-TSS (ID=HMEL005447g1.t1-E8;Parent=HMEL005447g1.t1)	-promoter-TSS (ID=HMEL005447g1.t1-E8;Parent=HMEL005447g1.t1)	194	ID=HMEL005447g1.t2-E7;Parent=HMEL005447g1.t2								
1868	Hmel205029	51399	51872	+	0	NA	Intergenic	Intergenic	4784	ID=HMEL036903g1.t2-E1;Parent=HMEL036903g1.t2								
1210	Hmel214008	1144522	1144763	+	0	NA	Intergenic	Intergenic	5045	ID=HMEL032339g1.t1-E2;Parent=HMEL032339g1.t1								
590	Hmel207023	375341	375495	+	0	NA	promoter-TSS (ID=HMEL037741g1.t1-E2;Parent=HMEL037741g1.t1)	-promoter-TSS (ID=HMEL037741g1.t1-E2;Parent=HMEL037741g1.t1)	-268	ID=HMEL037741g1.t1-E2;Parent=HMEL037741g1.t1								
895	Hmel211011	77770	78228	+	0	NA	promoter-TSS (ID=HMEL031197g1.t1-E4;Parent=HMEL031197g1.t1)	-promoter-TSS (ID=HMEL031197g1.t1-E4;Parent=HMEL031197g1.t1)	-70	ID=HMEL031197g1.t1-E4;Parent=HMEL031197g1.t1								
1763	Hmel220005	561551	562004	+	0	NA	Intergenic	Intergenic	-4689	ID=HMEL035053g1.t1-E1;Parent=HMEL035053g1.t1								
69	Hmel201009	3382072	3382729	+	0	NA	Intergenic	Intergenic	1727	ID=HMEL030215g1.t1-E1;Parent=HMEL030215g1.t1								
1910	Hmel220023	10902	11121	+	0	NA	Intergenic	Intergenic	-5628	ID=HMEL020598g1.t1-E1;Parent=HMEL020598g1.t1								
1157	Hmel213054	197368	198933	+	0	NA	Intergenic	Intergenic	31027	ID=HMEL007986g1.t1-E2;Parent=HMEL007986g1.t1								
664	Hmel208051	1644862	1645971	+	0	NA	Intergenic	Intergenic	-3904	ID=HMEL038181g1.t1-E1;Parent=HMEL038181g1.t1								
1470	Hmel217014	987396	988334	+	0	NA	Intergenic	Intergenic	6509	ID=HMEL010521g1.t1-E2;Parent=HMEL010521g1.t1								
1878	Hmel209007	508417	509063	+	0	NA	Intergenic	Intergenic	-21903	ID=HMEL030374g1.t1-E1;Parent=HMEL030374g1.t1								
1790	Hmel220005	5480571	5480753	+	0	NA	Intergenic	Intergenic	-2854	ID=HMEL009443g2.t1-E5;Parent=HMEL009443g2.t1								
224	Hmel203048	186602	186880	+	0	NA	promoter-TSS (ID=HMEL016991g1.t1-E4;Parent=HMEL016991g1.t1)	-promoter-TSS (ID=HMEL016991g1.t1-E4;Parent=HMEL016991g1.t1)	17	ID=HMEL016991g1.t1-E4;Parent=HMEL016991g1.t1								
1690	Hmel219014	566815	567632	+	0	NA	Intergenic	Intergenic	2333	ID=HMEL014653g1.t1-E4;Parent=HMEL014653g1.t1								
79	Hmel201009	5430753	5431271	+	0	NA	Intergenic	Intergenic	-5921	ID=HMEL030279g1.t1-E4;Parent=HMEL030279g1.t1								
617	Hmel208013	133159	133353	+	0	NA	TTS (ID=HMEL006003g1.t1-E1;Parent=HMEL006003g1.t1)	-TTS (ID=HMEL006003g1.t1-E1;Parent=HMEL006003g1.t1)	844	ID=HMEL006003g1.t1-E1;Parent=HMEL006003g1.t1								
